SMA-10,SMA-20,EMA-10,EMA-20,MACD-10,MACD_Signal-10,MACD_Hist-10,SlowK,SlowD,RSI-10,RSI-20,ADX-10,ADX-20,CCI-10,CCI-20,Aroon Down-10,Aroon Up-10,Aroon Up-20,Aroon Down-20,Real Upper Band-10,Real Lower Band-10,Real Upper Band-20,Real Lower Band-20,Chaikin A/D,OBV
30.8569,31.2305,30.9847,31.0588,-0.1079,-0.1212,0.0132,82.3077,76.3426,57.1534,51.3361,19.1403,11.7696,110.9644,-14.5286,50.0000,100.0000,20.0000,75.0000,31.4239,30.2898,32.2271,30.2340,411548382.7789,113735550.0000
30.8575,31.2349,30.9016,31.0272,-0.1533,-0.1245,-0.0288,79.7712,60.8210,53.0198,49.2690,19.1847,12.1859,78.0911,-29.7513,60.0000,0.0000,25.0000,80.0000,31.4267,30.2882,32.2344,30.2354,416836041.7257,120616750.0000
30.8457,31.2380,30.8467,31.0144,-0.1877,-0.1173,-0.0704,66.9488,42.0856,43.1470,44.8154,21.2225,12.5669,16.7949,-55.8514,70.0000,10.0000,30.0000,85.0000,31.3950,30.2965,32.2368,30.2391,413016759.9069,114153350.0000
30.9026,31.2469,30.8731,31.0445,-0.1859,-0.0997,-0.0862,35.7432,21.9269,43.1470,44.8154,23.1857,12.8629,-67.7003,-99.4487,80.0000,0.0000,35.0000,90.0000,31.5065,30.2987,32.2304,30.2635,403610159.9069,104746750.0000
30.9731,31.2491,30.9052,31.0778,-0.1810,-0.0781,-0.1029,23.5648,13.6015,34.4504,41.1834,23.3414,12.7658,-68.7684,-93.5421,90.0000,0.0000,40.0000,0.0000,31.6403,30.3059,32.2281,30.2700,404574259.9063,113423650.0000
31.0881,31.2478,31.0173,31.1491,-0.1387,-0.0524,-0.0863,6.4726,11.5465,37.8957,42.9571,23.5143,12.6635,-132.7945,-124.5640,100.0000,10.0000,45.0000,0.0000,31.7162,30.4599,32.2312,30.2644,397487864.9722,105068050.0000
31.2426,31.2395,31.1063,31.2051,-0.1048,-0.0309,-0.0740,10.7670,15.8330,36.7572,42.4865,22.3888,12.2992,-112.4553,-90.6969,90.0000,0.0000,50.0000,5.0000,32.0623,30.4229,32.2467,30.2323,402747044.9693,112885750.0000
31.4181,31.2349,31.2246,31.2716,-0.0556,-0.0124,-0.0432,17.3998,19.6392,42.3462,45.3288,22.0745,12.1475,-119.9187,-87.7888,100.0000,10.0000,55.0000,10.0000,32.3358,30.5005,32.2551,30.2147,407230896.0830,105928050.0000
31.4942,31.2240,31.2924,31.3086,-0.0272,-0.0016,-0.0256,19.3322,18.5011,46.0605,47.0925,21.7253,11.9879,-81.2002,-35.9491,90.0000,20.0000,60.0000,15.0000,32.3586,30.6298,32.2618,30.1863,415256508.9840,115497050.0000
31.5498,31.2043,31.3298,31.3280,-0.0113,0.0049,-0.0161,22.1855,19.0140,42.6295,45.5682,22.8532,12.1773,-110.5313,-40.4115,100.0000,30.0000,65.0000,20.0000,32.3828,30.7169,32.2638,30.1448,420307080.4108,122567850.0000
31.6042,31.1727,31.4099,31.3658,0.0249,0.0089,0.0160,13.9855,18.7465,49.9500,49.0015,22.8163,12.1162,-102.5606,-6.6119,80.0000,40.0000,70.0000,25.0000,32.3443,30.8641,32.2940,30.0514,414027922.5122,129195850.0000
31.6122,31.1437,31.4199,31.3659,0.0304,0.0049,0.0255,20.8711,25.7262,42.4446,45.7236,23.7204,12.2728,-81.1429,14.7445,90.0000,50.0000,75.0000,30.0000,32.3435,30.8810,32.2736,30.0137,418244255.8450,138925850.0000
31.6302,31.1375,31.5063,31.4011,0.0710,-0.0015,0.0725,21.3830,36.9553,47.5553,48.0604,24.8410,12.4644,-123.3635,-1.9407,0.0000,60.0000,80.0000,35.0000,32.3106,30.9498,32.2712,30.0038,413830755.8446,130981550.0000
31.5912,31.1459,31.5528,31.4121,0.0947,-0.0196,0.1143,34.9246,54.4086,50.3468,49.2847,25.8380,12.6122,-52.0370,32.2022,0.0000,70.0000,85.0000,40.0000,32.3795,30.8030,32.2865,30.0052,419892525.7051,140012350.0000
31.5251,31.1465,31.5794,31.4099,0.1098,-0.0482,0.1580,54.5582,72.1119,52.7537,50.3367,27.8521,12.9904,7.1228,62.1236,0.0000,80.0000,90.0000,45.0000,32.4538,30.5964,32.2878,30.0051,416447887.9975,128953250.0000
31.4076,31.1468,31.5858,31.3951,0.1154,-0.0877,0.2031,73.7429,83.5614,67.9978,56.2838,30.0900,13.3884,70.1423,110.1134,0.0000,90.0000,95.0000,50.0000,32.5632,30.2521,32.2885,30.0050,424883291.9980,150768950.0000
31.2364,31.1106,31.4577,31.3143,0.0587,-0.1385,0.1971,88.0346,86.2519,73.1890,58.0610,30.4257,13.5197,127.1704,171.7671,10.0000,100.0000,100.0000,55.0000,32.4013,30.0715,32.1639,30.0574,427054239.7603,160465850.0000
31.0516,31.0723,31.2640,31.2075,-0.0316,-0.1878,0.1561,88.9067,84.6765,63.4128,52.5223,28.1401,13.1736,124.1514,161.2036,20.0000,100.0000,100.0000,60.0000,32.0368,30.0663,31.9928,30.1518,426109646.9011,151649650.0000
30.9539,31.0757,31.1715,31.1577,-0.0804,-0.2268,0.1464,81.8144,83.5142,63.4128,52.5223,25.9084,12.9166,106.4140,112.1049,30.0000,90.0000,0.0000,65.0000,31.8611,30.0467,32.0054,30.1459,419629062.6918,138911950.0000
30.8587,31.0760,31.0584,31.1027,-0.1414,-0.2634,0.1220,83.3085,87.2556,60.4057,51.0212,25.3341,13.2261,147.0406,109.7097,40.0000,100.0000,0.0000,70.0000,31.6308,30.0867,32.0064,30.1455,418411880.0820,145910750.0000
30.7413,31.1000,30.9573,31.0595,-0.2002,-0.2939,0.0937,85.4197,87.1724,59.1754,50.4144,24.6959,13.5519,129.2601,42.3199,50.0000,90.0000,5.0000,75.0000,31.4323,30.0502,32.0967,30.1032,414911680.0835,136682950.0000
30.6751,31.0680,30.8489,31.0189,-0.2654,-0.3173,0.0519,93.0386,77.1081,54.8097,48.3129,24.9605,14.1580,238.5415,62.4378,60.0000,100.0000,10.0000,80.0000,31.1875,30.1628,32.0594,30.0766,418074850.8148,143167450.0000
30.6448,31.0453,30.7685,30.9987,-0.3209,-0.3303,0.0094,83.0589,57.0200,48.4066,45.4825,25.2544,14.7960,115.8064,-23.1899,70.0000,0.0000,15.0000,85.0000,31.0520,30.2376,32.0434,30.0472,410916436.2687,133072250.0000
30.7005,31.0608,30.7376,31.0083,-0.3563,-0.3326,-0.0236,55.2268,38.2167,45.2733,44.1787,27.1647,14.8945,55.1181,-38.2482,80.0000,0.0000,20.0000,90.0000,31.3283,30.0726,32.0595,30.0621,401265743.8633,122628350.0000
30.7679,31.0736,30.7301,31.0332,-0.3823,-0.3267,-0.0556,32.7744,30.4527,34.9261,40.2282,28.6715,14.8762,-47.9696,-84.2906,90.0000,0.0000,25.0000,95.0000,31.5398,29.9959,32.0637,30.0836,395679427.1965,113884550.0000
30.8859,31.1222,30.8088,31.1024,-0.3698,-0.3128,-0.0569,26.6488,30.6950,36.0771,40.7418,28.6459,14.5369,-95.0450,-128.0145,100.0000,10.0000,0.0000,100.0000,31.7389,30.0329,32.0648,30.1796,391158227.1956,104842150.0000
30.9849,31.1871,30.8885,31.1710,-0.3559,-0.2986,-0.0573,31.9350,29.1329,36.5286,40.9488,26.2587,13.7829,-88.8686,-116.6245,70.0000,20.0000,5.0000,85.0000,31.8423,30.1275,32.1141,30.2600,392396827.1956,111035150.0000
31.0931,31.2304,30.9790,31.2437,-0.3361,-0.2843,-0.0518,33.5013,24.6977,39.7520,42.4226,24.0271,13.0975,-83.6883,-109.4903,80.0000,0.0000,10.0000,90.0000,31.9418,30.2443,32.1006,30.3601,396737367.7373,117459150.0000
31.1974,31.2795,31.0402,31.3005,-0.3287,-0.2713,-0.0574,21.9625,19.3216,40.1059,42.5844,21.5475,12.3760,-98.3333,-121.0611,90.0000,0.0000,15.0000,95.0000,32.0847,30.3101,32.1361,30.4230,393389056.6276,109925450.0000
31.2932,31.3354,31.1095,31.3608,-0.3170,-0.2570,-0.0600,18.6292,19.6890,31.4557,39.1098,19.3762,11.7681,-130.8602,-146.8665,100.0000,0.0000,20.0000,100.0000,32.1638,30.4225,32.1866,30.4842,393389056.6276,104157650.0000
31.4586,31.3950,31.2808,31.4683,-0.2577,-0.2420,-0.0157,17.3731,25.7466,36.9438,41.8602,16.9637,11.1282,-164.9772,-154.6815,100.0000,10.0000,0.0000,100.0000,32.1517,30.7656,32.1158,30.6743,392379247.5353,93049750.0000
31.4608,31.4709,31.3912,31.5404,-0.2236,-0.2381,0.0145,23.0647,33.8317,38.6286,42.6517,14.6619,10.5551,-148.0260,-101.7231,0.0000,20.0000,5.0000,50.0000,32.1454,30.7763,32.2363,30.7054,398314520.3508,102753450.0000
31.4458,31.5243,31.4987,31.6070,-0.1895,-0.2417,0.0522,36.8020,41.8106,47.3800,46.4026,13.3113,10.2510,-115.0361,-91.2738,10.0000,30.0000,10.0000,55.0000,32.1830,30.7085,32.2738,30.7747,400343062.8171,109805050.0000
31.4212,31.5292,31.5064,31.6221,-0.1998,-0.2548,0.0550,41.6285,45.1893,47.0199,46.2529,11.8107,9.9310,-27.9599,-47.4063,20.0000,40.0000,0.0000,60.0000,32.1707,30.6717,32.2784,30.7800,404601952.4732,119305650.0000
31.3794,31.5775,31.5200,31.6407,-0.2082,-0.2685,0.0603,47.0012,51.5161,48.8241,47.0010,11.5906,9.9276,38.1289,-3.7221,30.0000,50.0000,0.0000,65.0000,32.1646,30.5942,32.4180,30.7371,408988114.6351,124715250.0000
31.3585,31.6132,31.5119,31.6495,-0.2271,-0.2836,0.0565,46.9384,60.1710,46.8975,46.1314,12.3156,10.1282,13.1592,-37.3600,40.0000,0.0000,0.0000,70.0000,32.1348,30.5822,32.5061,30.7204,407433043.2066,121086750.0000
31.3893,31.6671,31.5279,31.6716,-0.2361,-0.2977,0.0616,60.6086,72.5742,48.6320,46.9010,12.7122,10.2530,1.0962,-42.1555,50.0000,10.0000,0.0000,75.0000,32.1996,30.5789,32.6380,30.6961,407433043.2066,115928150.0000
31.3677,31.6978,31.5202,31.6830,-0.2567,-0.3131,0.0564,72.9659,73.6926,51.1877,48.0431,13.1528,10.3844,9.4761,-42.4819,60.0000,20.0000,0.0000,80.0000,32.1699,30.5656,32.6923,30.7033,407878108.2054,121862350.0000
31.3616,31.7701,31.4697,31.6763,-0.2981,-0.3272,0.0291,84.1481,61.7681,50.4058,47.6393,13.6424,10.5228,84.9128,9.7492,70.0000,30.0000,0.0000,85.0000,32.1529,30.5703,32.9596,30.5806,404105323.3135,131062650.0000
31.3776,31.8255,31.4216,31.6753,-0.3403,-0.3345,-0.0058,63.9640,38.2203,54.3215,49.4653,13.4486,10.8946,100.3182,8.6548,80.0000,40.0000,5.0000,90.0000,32.2003,30.5549,33.0945,30.5564,403477819.8660,135612050.0000
31.3314,31.8086,31.2946,31.6418,-0.4205,-0.3330,-0.0875,37.1923,20.7554,37.4377,41.2009,13.2334,11.2861,32.5456,-37.3053,90.0000,0.0000,10.0000,95.0000,32.0568,30.6061,33.0772,30.5399,403477819.8651,141424550.0000
31.4809,31.8495,31.4032,31.7298,-0.3958,-0.3112,-0.0847,13.5048,18.7752,36.5630,40.8197,13.6592,11.8761,-88.3919,-134.6237,100.0000,10.0000,15.0000,100.0000,32.3190,30.6428,33.0363,30.6626,395712430.9762,132529650.0000
31.6028,31.9159,31.5468,31.8322,-0.3536,-0.2900,-0.0636,11.5692,24.7415,41.4533,43.3205,13.3833,11.8222,-119.2982,-171.4394,100.0000,20.0000,20.0000,100.0000,32.3314,30.8741,32.9945,30.8373,396313240.3224,123345850.0000
31.6372,31.9691,31.6198,31.8968,-0.3415,-0.2741,-0.0674,31.2517,30.5181,38.3878,41.9234,13.2242,11.8005,-109.2958,-155.0210,100.0000,0.0000,25.0000,100.0000,32.3211,30.9534,33.0091,30.9292,403274240.3224,130306850.0000
31.7756,32.0553,31.7514,31.9883,-0.3017,-0.2572,-0.0445,31.4036,25.8505,41.6827,43.6375,13.4280,11.8704,-155.5762,-174.0810,100.0000,0.0000,30.0000,100.0000,32.4701,31.0812,33.0535,31.0570,401567171.3918,122662150.0000
31.8679,32.1153,31.8412,32.0558,-0.2791,-0.2461,-0.0331,28.8991,26.2077,46.1378,45.8643,14.0042,12.0307,38.0062,-25.3170,80.0000,0.0000,35.0000,90.0000,32.5555,31.1804,33.0798,31.1507,404558111.3922,132631950.0000
31.9448,32.1325,31.8621,32.0882,-0.2870,-0.2378,-0.0491,17.2487,31.1979,40.4052,43.1062,13.8888,12.5310,-137.4003,-140.0894,90.0000,0.0000,40.0000,95.0000,32.7268,31.1629,33.0823,31.1827,406971752.5698,123513750.0000
32.0279,32.1556,31.9764,32.1662,-0.2521,-0.2255,-0.0265,32.4753,44.6406,43.9689,44.9470,12.9309,12.3555,-180.8648,-162.8878,100.0000,0.0000,45.0000,100.0000,32.7083,31.3475,33.0487,31.2624,401381699.5124,116490350.0000
32.1786,32.1734,32.0410,32.2168,-0.2383,-0.2189,-0.0194,43.8697,49.1780,45.6832,45.8258,11.8666,12.1707,-95.9141,-97.8557,60.0000,0.0000,50.0000,0.0000,33.1105,31.2468,33.0422,31.3046,409460498.5941,125959050.0000
32.2734,32.1577,32.0844,32.2559,-0.2335,-0.2141,-0.0195,57.5767,46.2009,41.6683,43.7773,12.4871,12.3737,-58.8988,-50.1683,70.0000,10.0000,55.0000,5.0000,33.2425,31.3042,33.0603,31.2551,413113157.0561,133617850.0000
32.2857,32.1876,32.2072,32.3321,-0.1921,-0.2092,0.0171,46.0877,35.5460,49.7860,48.0038,13.1767,12.5873,-42.2325,-43.1052,80.0000,20.0000,60.0000,10.0000,33.2194,31.3520,33.0437,31.3314,407769029.0549,128051050.0000
32.2180,32.1876,32.1863,32.3353,-0.2148,-0.2135,-0.0013,34.9383,28.3756,45.7531,45.8999,14.4864,12.9930,-36.1859,-52.3813,90.0000,30.0000,65.0000,15.0000,33.2321,31.2040,33.0437,31.3314,412357055.3705,133862550.0000
32.2291,32.2300,32.2333,32.3732,-0.2074,-0.2132,0.0058,25.6120,29.5275,40.2978,43.1368,15.4359,13.2291,-82.3911,-108.7279,100.0000,40.0000,0.0000,20.0000,33.2347,31.2235,33.1232,31.3368,407548079.1003,127414150.0000
32.3011,32.3161,32.3823,32.4586,-0.1529,-0.2146,0.0616,24.5764,34.5644,49.5314,47.9265,15.2866,13.2048,-79.4328,-95.5670,30.0000,50.0000,0.0000,25.0000,33.2033,31.3989,33.2658,31.3665,404431522.5782,121440750.0000
32.3349,32.3829,32.3757,32.4635,-0.1677,-0.2300,0.0623,38.3940,45.1474,47.7351,46.9947,15.5129,13.2722,-6.9832,-23.2133,40.0000,60.0000,0.0000,30.0000,33.2758,31.3941,33.5194,31.2464,410529020.5645,128827150.0000
32.3626,32.4767,32.3991,32.4838,-0.1696,-0.2456,0.0759,40.7227,49.0414,50.5514,48.4264,17.0852,13.6463,-18.5234,-36.5401,50.0000,70.0000,5.0000,35.0000,33.3105,31.4147,33.8465,31.1070,403577118.3427,121717250.0000
32.3201,32.5352,32.3731,32.4804,-0.1947,-0.2646,0.0698,56.3256,47.4253,46.6568,46.2889,18.7381,14.1286,6.3375,-23.2031,60.0000,80.0000,10.0000,40.0000,33.2747,31.3656,34.0030,31.0674,406622300.1602,128769250.0000
32.2832,32.6044,32.4164,32.5122,-0.1895,-0.2820,0.0925,50.0759,32.8227,59.2583,52.4891,20.1688,14.7286,69.4719,8.0537,70.0000,90.0000,15.0000,45.0000,33.2843,31.2822,34.1278,31.0810,407118729.5733,120329950.0000
32.1682,32.5752,32.2438,32.4405,-0.2834,-0.3052,0.0218,35.8743,22.3121,54.9437,49.9817,21.0450,15.4836,145.5295,44.1914,0.0000,100.0000,20.0000,50.0000,32.9689,31.3675,34.0745,31.0759,420850005.0237,134572950.0000
32.0421,32.5798,32.1217,32.4034,-0.3584,-0.3106,-0.0478,12.5177,23.9152,38.1718,41.6566,21.1295,16.0750,-70.2384,-100.4854,10.0000,0.0000,25.0000,55.0000,32.8057,31.2784,34.0823,31.0772,420401610.2886,122645650.0000
32.0894,32.6352,32.2253,32.4822,-0.3330,-0.2987,-0.0344,18.5444,42.2806,37.6068,41.4062,20.3047,15.7521,-116.3380,-129.1383,20.0000,10.0000,30.0000,60.0000,32.8086,31.3702,34.0777,31.1926,414523271.3049,115567650.0000
32.1571,32.6819,32.3589,32.5725,-0.2927,-0.2901,-0.0026,40.6834,61.2956,42.8985,44.1035,19.3883,15.4122,-62.5344,-92.8242,30.0000,20.0000,35.0000,65.0000,32.8131,31.5012,34.0491,31.3148,421300985.2300,123109050.0000
32.2309,32.7013,32.4196,32.6237,-0.2839,-0.2894,0.0055,67.6140,71.3378,45.3489,45.2997,19.4118,15.3079,-5.5673,-57.5890,40.0000,0.0000,40.0000,70.0000,32.9954,31.4665,34.0449,31.3577,427061579.8247,133766150.0000
32.3312,32.7022,32.4501,32.6596,-0.2886,-0.2908,0.0022,75.5895,65.8416,51.6557,48.2523,19.9573,15.3197,68.5695,-5.9636,50.0000,0.0000,45.0000,75.0000,33.3251,31.3373,34.0447,31.3598,427482899.8276,144299150.0000
32.4309,32.7028,32.3833,32.6501,-0.3380,-0.2914,-0.0467,70.8099,52.4438,48.8772,46.8225,21.9198,15.6367,9.1411,-24.6224,60.0000,0.0000,50.0000,80.0000,33.7269,31.1349,34.0454,31.3603,430043936.8637,152942650.0000
32.5909,32.6905,32.3469,32.6609,-0.3755,-0.2797,-0.0958,51.1254,35.0697,42.1696,43.4968,22.9475,15.6905,-21.8852,-35.0077,70.0000,10.0000,55.0000,85.0000,34.2491,30.9327,34.0430,31.3380,427563794.0057,147155650.0000
32.7502,32.7465,32.4036,32.7208,-0.3716,-0.2557,-0.1158,35.3963,21.1765,37.5883,41.3300,23.5632,15.6213,-66.8675,-81.2499,80.0000,20.0000,60.0000,90.0000,34.4902,31.0102,34.0879,31.4051,422121659.9417,138761850.0000
32.9256,32.7933,32.5358,32.8168,-0.3323,-0.2268,-0.1055,18.6875,10.0880,39.9407,42.6124,23.0569,15.2665,-97.7376,-113.3188,90.0000,30.0000,65.0000,95.0000,34.6031,31.2480,34.0640,31.5226,416504016.4625,129662850.0000
32.9822,32.8631,32.6454,32.8982,-0.3011,-0.2004,-0.1007,9.4457,6.2148,31.5152,38.6632,21.7009,14.7078,-148.5885,-156.0527,100.0000,40.0000,70.0000,100.0000,34.5727,31.3917,34.1145,31.6117,424369045.4075,119356950.0000
33.1175,32.9339,32.8928,33.0421,-0.2050,-0.1752,-0.0298,2.1309,11.6108,36.9703,41.8615,20.1942,14.1196,-79.4584,-65.7653,100.0000,50.0000,75.0000,25.0000,34.3899,31.8452,34.0261,31.8416,425531788.9385,135829150.0000
33.1809,32.9859,33.0626,33.1382,-0.1400,-0.1678,0.0277,7.0679,26.4903,38.7111,42.8332,20.8224,14.1326,-101.9776,-84.7374,0.0000,60.0000,80.0000,30.0000,34.3044,32.0574,34.0172,31.9545,433314996.1663,144678550.0000
33.2067,33.0228,33.2318,33.2263,-0.0727,-0.1747,0.1020,25.6336,47.6581,44.4265,45.9062,19.5326,13.6799,-73.7996,-60.7563,0.0000,70.0000,85.0000,35.0000,34.2576,32.1558,34.0051,32.0405,438121313.6651,150880250.0000
33.1717,33.0028,33.3224,33.2687,-0.0389,-0.2002,0.1613,46.7693,65.5479,50.3271,48.8435,18.4573,13.3030,-21.1864,-4.7161,10.0000,80.0000,90.0000,40.0000,34.2924,32.0509,34.0163,31.9893,448094213.6651,160853150.0000
33.0732,32.9772,33.3306,33.2669,-0.0421,-0.2405,0.1984,70.5714,78.1578,57.1596,52.0046,17.6653,13.0195,72.9556,115.8290,20.0000,90.0000,95.0000,45.0000,34.3042,31.8423,33.9867,31.9678,451283713.6644,170421650.0000
32.9748,32.9342,33.2381,33.2164,-0.0927,-0.2901,0.1974,79.3030,76.0877,63.9294,54.9317,19.1618,13.5365,99.2968,138.4291,0.0000,100.0000,100.0000,50.0000,34.1296,31.8200,33.8801,31.9883,459342880.3319,160750650.0000
32.7902,32.8911,33.0361,33.1184,-0.1966,-0.3395,0.1429,84.5991,68.4003,58.8709,51.9683,20.8245,14.0806,148.3769,185.6511,10.0000,90.0000,95.0000,55.0000,33.7009,31.8795,33.6771,32.1051,463244090.8580,168162950.0000
32.7428,32.8933,32.8918,33.0587,-0.2793,-0.3752,0.0959,64.3611,58.6411,57.4383,51.1546,21.1050,14.6461,171.2845,184.3133,20.0000,100.0000,0.0000,60.0000,33.4984,31.9873,33.6882,32.0983,461866901.3804,159440750.0000
32.6610,32.9286,32.7428,33.0057,-0.3683,-0.3992,0.0308,56.2408,56.3909,43.7803,44.1946,21.4166,15.2414,65.3231,21.2114,30.0000,0.0000,0.0000,65.0000,33.1858,32.1362,33.8859,31.9714,462860074.1084,148515850.0000
32.7441,32.9966,32.7726,33.0475,-0.3795,-0.4069,0.0274,55.3212,54.4516,47.7872,46.0025,23.2515,15.5062,-19.6230,-65.3151,40.0000,10.0000,5.0000,70.0000,33.4434,32.0448,34.0424,31.9508,459417506.8946,138970550.0000
32.7502,33.0521,32.7475,33.0645,-0.4164,-0.4137,-0.0027,57.6106,48.4356,45.8031,45.0534,24.4871,15.5835,36.8304,-11.4028,50.0000,20.0000,10.0000,75.0000,33.4554,32.0450,34.1827,31.9215,465571578.3236,146948050.0000
32.7908,33.1254,32.7442,33.0963,-0.4450,-0.4131,-0.0319,50.4231,39.0976,42.5619,43.4968,26.8372,16.0564,-54.0908,-91.3623,60.0000,30.0000,15.0000,80.0000,33.5396,32.0420,34.3568,31.8939,472729535.3334,136456250.0000
32.8388,33.2128,32.7852,33.1528,-0.4543,-0.4051,-0.0492,37.2731,34.6437,41.2196,42.8441,26.3217,15.6604,-94.2186,-116.0468,70.0000,40.0000,20.0000,85.0000,33.5837,32.0940,34.5172,31.9084,462315735.3334,126042450.0000
32.8339,33.3072,32.8545,33.2244,-0.4508,-0.3928,-0.0580,29.5967,35.7156,38.6386,41.5617,25.1156,15.1148,-96.3847,-108.3375,80.0000,50.0000,0.0000,90.0000,33.5889,32.0789,34.6566,31.9579,457369942.7004,134907550.0000
32.8813,33.3953,32.9775,33.3216,-0.4222,-0.3783,-0.0439,37.0614,41.4565,43.2128,44.0784,24.1384,14.6355,-85.0870,-100.0257,90.0000,60.0000,0.0000,95.0000,33.5513,32.2112,34.6997,32.0909,455579604.8379,142925150.0000
32.8936,33.5035,33.0252,33.3804,-0.4265,-0.3673,-0.0592,40.4888,48.7216,36.4409,40.6652,23.4532,14.2358,-207.7624,-140.5065,100.0000,70.0000,0.0000,100.0000,33.5589,32.2282,34.9329,32.0741,458681781.6253,127132250.0000
32.9920,33.6198,33.1862,33.4940,-0.3789,-0.3525,-0.0264,46.8191,55.4511,46.2325,45.9193,22.0926,13.6824,115.6741,-39.3331,40.0000,0.0000,5.0000,70.0000,33.5620,32.4220,35.0169,32.2226,469699418.6634,148380550.0000
33.0437,33.6963,33.1805,33.5237,-0.4053,-0.3459,-0.0594,58.8568,63.4544,38.6088,42.2812,23.9882,14.1152,31.5190,-59.7786,50.0000,0.0000,10.0000,75.0000,33.7592,32.3282,35.1617,32.2309,467205776.3545,139118450.0000
33.1963,33.7824,33.2775,33.6058,-0.3856,-0.3311,-0.0545,60.6774,60.3523,47.6498,46.7207,25.9150,14.2984,-10.2233,-70.0395,60.0000,0.0000,15.0000,80.0000,34.1884,32.2042,35.2160,32.3488,463934494.5370,131542850.0000
33.2492,33.8243,33.2415,33.6233,-0.4255,-0.3174,-0.1081,70.8290,52.4433,38.4690,42.6723,28.0560,14.4912,10.0512,-55.4385,70.0000,10.0000,20.0000,85.0000,34.3391,32.1592,35.2643,32.3843,472449224.7992,141201350.0000
33.3540,33.9034,33.3070,33.6945,-0.4202,-0.2904,-0.1297,49.5504,34.9455,41.4102,44.1050,29.4984,14.4981,-41.8262,-90.0705,80.0000,20.0000,25.0000,90.0000,34.5073,32.2007,35.3154,32.4914,465138024.7988,133120550.0000
33.4599,33.9707,33.3377,33.7499,-0.4298,-0.2580,-0.1718,36.9506,21.7999,38.9601,43.0453,30.0797,14.2982,-50.7969,-103.5106,90.0000,30.0000,30.0000,95.0000,34.7157,32.2042,35.3645,32.5769,471037822.6251,142478850.0000
33.5867,34.0602,33.4040,33.8247,-0.4227,-0.2150,-0.2076,18.3356,13.6955,25.6318,37.7025,29.5218,13.8523,-90.4248,-146.4693,100.0000,40.0000,35.0000,100.0000,34.9018,32.2717,35.4329,32.6875,468019959.5191,134642550.0000
33.7806,34.1635,33.6218,33.9721,-0.3448,-0.1631,-0.1816,10.1134,14.1833,28.8652,39.7202,27.8130,13.1762,-127.0956,-183.9358,100.0000,0.0000,0.0000,100.0000,34.9116,32.6496,35.3226,33.0045,461909910.9450,125344650.0000
33.9094,34.2861,33.8100,34.0981,-0.2761,-0.1177,-0.1583,12.6374,25.9635,29.9385,40.3683,24.9800,12.2899,-131.5779,-187.3601,90.0000,0.0000,0.0000,95.0000,34.8259,32.9929,35.3461,33.2262,460139688.1600,132705050.0000
34.1134,34.4004,34.0154,34.2258,-0.1956,-0.0781,-0.1175,19.7992,37.4933,34.0540,42.7619,22.7779,11.6489,-170.8950,-219.3873,100.0000,0.0000,5.0000,100.0000,34.9306,33.2963,35.3146,33.4862,464781188.1613,141059750.0000
34.2475,34.4576,34.1776,34.3247,-0.1308,-0.0488,-0.0820,45.4538,45.4137,39.4619,45.6076,20.3312,10.9743,-159.9635,-222.1081,100.0000,10.0000,10.0000,100.0000,34.9008,33.5942,35.2154,33.6999,470060976.8578,151013450.0000
34.3489,34.4483,34.2775,34.3875,-0.0913,-0.0283,-0.0630,47.2269,36.8946,47.8143,49.4267,17.8399,10.3341,-128.4473,-170.8113,100.0000,20.0000,15.0000,100.0000,34.9621,33.7357,35.2453,33.6513,472827075.7585,161082050.0000
34.3686,34.4355,34.2791,34.3999,-0.0947,-0.0125,-0.0822,43.5603,28.1226,41.6222,47.0827,16.1848,9.9871,-11.6383,-31.9344,80.0000,30.0000,20.0000,0.0000,34.9830,33.7542,35.2516,33.6194,477207591.8879,174661650.0000
34.3994,34.4065,34.3482,34.4453,-0.0669,0.0080,-0.0749,19.8967,22.9663,42.0194,47.2669,17.3166,10.3253,-95.4248,-90.6857,90.0000,40.0000,25.0000,0.0000,34.9589,33.8400,35.3220,33.4909,473325557.2717,168149850.0000
34.4527,34.4215,34.4266,34.4927,-0.0332,0.0268,-0.0600,20.9108,29.0767,45.4227,48.8510,16.2942,10.2754,-144.9660,-94.7567,100.0000,50.0000,30.0000,5.0000,34.9455,33.9599,35.3193,33.5238,475482728.6993,163116450.0000
34.4815,34.4408,34.4708,34.5205,-0.0134,0.0418,-0.0552,28.0914,39.7005,46.5844,49.3890,14.9782,10.1927,-175.2212,-91.2345,100.0000,60.0000,0.0000,10.0000,34.9515,34.0115,35.3377,33.5439,477253972.5193,170623150.0000
34.5336,34.4834,34.5071,34.5430,0.0039,0.0555,-0.0516,38.2279,50.4496,47.3387,49.7493,13.8518,10.1867,-130.7726,-46.5875,30.0000,70.0000,0.0000,15.0000,35.0296,34.0376,35.4304,33.5364,478665719.5788,178623050.0000
34.5465,34.5333,34.5392,34.5619,0.0204,0.0684,-0.0480,52.7821,59.0094,42.8000,47.7788,13.6091,10.4152,-112.9445,-31.8806,40.0000,0.0000,5.0000,20.0000,35.0306,34.0623,35.5521,33.5145,472409501.9314,186501250.0000
