SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Lower Band-10-10,Real Upper Band-20-20,Real Lower Band-20-20,Chaikin A/D,OBV
135.3169,133.6856,134.9496,134.0506,0.0798,1.1640,1.0842,33.4811,48.1763,52.7170,55.8578,29.9825,18.8653,-67.1425,37.3112,80.0000,10.0000,90.0000,0.0000,133.5564,137.0775,137.5530,129.8182,467833590.2662,195657113.0000
135.2562,133.4078,135.0365,133.9971,0.2131,1.2773,1.0642,50.5866,50.6308,62.8247,61.0226,30.4094,18.6438,-9.3573,62.6137,90.0000,0.0000,95.0000,5.0000,133.3587,137.1538,137.7531,129.0624,470489841.6518,191033268.0000
134.9855,133.0712,134.8304,133.7900,0.2493,1.2603,1.0109,60.4613,43.9178,71.3352,64.9681,30.5600,18.3388,133.9758,122.4124,100.0000,0.0000,100.0000,10.0000,132.8164,137.1547,137.6109,128.5315,476035052.3522,196657696.0000
134.5587,132.6873,134.3625,133.4589,0.1727,1.1213,0.9486,40.8445,36.6797,63.5607,60.7490,28.4130,17.5219,69.5404,95.7215,50.0000,0.0000,75.0000,15.0000,132.4129,136.7045,137.1528,128.2218,474931716.8707,190342861.0000
134.2638,132.4704,134.1685,133.2719,0.1952,1.1007,0.9054,30.4477,44.4656,59.1897,58.6743,27.6365,17.0967,28.6845,80.4834,60.0000,0.0000,80.0000,20.0000,131.7859,136.7416,136.8401,128.1008,473821994.5026,186273879.0000
134.0183,132.3303,134.0973,133.1437,0.2777,1.1343,0.8566,38.7468,62.5796,55.9850,57.2258,27.6983,16.8640,-0.0580,65.9204,70.0000,10.0000,85.0000,25.0000,131.2135,136.8230,136.6109,128.0498,471404102.0172,182833032.0000
133.8396,132.1501,134.1219,133.0550,0.4248,1.2120,0.7872,64.2024,79.8196,71.3800,63.6989,28.4541,16.7698,61.3373,105.5025,80.0000,0.0000,90.0000,30.0000,130.8292,136.8499,136.4401,127.8600,473209154.5438,186601475.0000
133.5125,131.8808,133.8109,132.7954,0.4562,1.1372,0.6810,84.7896,89.0228,76.9768,65.7754,27.6466,16.3448,116.0270,144.0024,90.0000,0.0000,95.0000,35.0000,130.5950,136.4300,135.9615,127.8002,476523451.4079,189947187.0000
133.0970,131.6024,133.3305,132.4609,0.4123,0.9792,0.5669,90.4669,89.2588,77.6087,66.0113,25.4656,15.6577,181.3806,186.1623,100.0000,0.0000,100.0000,40.0000,130.5378,135.6561,135.2670,127.9378,478285956.8848,194989911.0000
132.5201,131.3921,132.7317,132.0858,0.2942,0.7580,0.4639,91.8119,87.0018,71.3231,62.1898,22.1692,14.7746,139.1301,151.5953,100.0000,0.0000,100.0000,45.0000,130.2800,134.7602,134.4500,128.3343,475470312.6956,190350802.0000
132.0542,131.3029,132.3431,131.8337,0.2316,0.6220,0.3903,85.4977,82.7166,68.6049,60.7532,19.9056,14.2478,128.5328,148.6609,100.0000,0.0000,100.0000,50.0000,129.7040,134.4045,134.0870,128.5189,471274632.7526,184782950.0000
131.5593,131.2578,131.9856,131.6108,0.1607,0.4931,0.3324,83.6959,81.9641,64.6499,58.8030,17.9955,13.8447,97.6536,122.6242,100.0000,10.0000,100.0000,55.0000,128.9459,134.1727,133.8940,128.6216,469075124.4484,178282181.0000
131.1568,131.2487,131.7030,131.4374,0.0998,0.3921,0.2923,78.9562,83.1096,60.8799,57.0809,16.7534,13.6262,80.2211,90.6665,100.0000,20.0000,5.0000,60.0000,128.4746,133.8391,133.8582,128.6391,464401314.2780,173183479.0000
130.8159,131.2544,131.4887,131.3080,0.0503,0.3176,0.2673,83.2402,84.9195,58.2893,55.9489,16.2121,13.5782,82.0543,74.2672,100.0000,30.0000,10.0000,65.0000,128.1218,133.5100,133.8769,128.6319,463414451.2067,169267861.0000
130.6771,131.2809,131.3115,131.2050,0.0019,0.2567,0.2547,87.1326,83.4991,56.5839,55.2093,16.1872,13.6472,93.9630,61.7206,80.0000,40.0000,0.0000,70.0000,128.1632,133.1910,133.9549,128.6070,463984048.2799,165964198.0000
130.6424,131.3411,131.1509,131.1177,-0.0534,0.2008,0.2543,84.3857,77.4686,57.9818,55.7924,16.5390,13.7981,112.1204,60.2590,90.0000,50.0000,0.0000,75.0000,128.1957,133.0890,134.1318,128.5505,463778354.3147,164771173.0000
130.4606,131.4467,130.9179,131.0039,-0.1578,0.1099,0.2676,78.9792,65.7979,58.3918,55.9697,16.9299,13.9569,150.5299,57.9769,100.0000,60.0000,0.0000,80.0000,128.2443,132.6769,134.5062,128.3873,464309085.3318,167896589.0000
130.2492,131.6928,130.6217,130.8726,-0.3202,-0.0131,0.3071,69.0410,51.7560,56.0617,54.8332,17.3642,14.1240,121.0845,0.4115,100.0000,70.0000,0.0000,85.0000,128.3803,132.1180,135.6353,127.7502,463557848.5318,164140405.0000
130.1077,132.0811,130.3560,130.7732,-0.5129,-0.1258,0.3871,49.3736,35.4934,46.3221,50.4599,18.3701,14.4206,15.1435,-59.7731,0.0000,80.0000,5.0000,90.0000,128.5463,131.6692,137.3152,126.8471,465847065.8620,158486314.0000
130.2642,132.5463,130.3782,130.8276,-0.6241,-0.1088,0.5153,36.8534,25.3689,43.1730,49.1609,19.1669,15.1628,-42.5079,-81.2869,0.0000,90.0000,10.0000,95.0000,128.3921,132.1363,138.6331,126.4596,469680390.0367,163351687.0000
130.5516,132.9679,130.5017,130.9334,-0.7127,-0.0413,0.6714,20.2533,21.1028,36.8733,46.6492,19.3581,15.8064,-159.7171,-125.3433,0.0000,100.0000,15.0000,100.0000,128.2144,132.8889,139.3997,126.5361,466945955.7054,157958078.0000
130.9563,133.4421,130.8349,131.1367,-0.7206,0.1289,0.8495,18.9999,24.4002,37.9347,47.2713,18.1916,16.2180,-103.6558,-105.6439,0.0000,100.0000,20.0000,0.0000,128.4380,133.4746,140.0310,126.8532,468294052.5042,162653823.0000
131.3405,133.2988,131.1911,131.3372,-0.7088,0.3209,1.0297,24.0553,29.3392,38.0462,47.3392,18.0469,16.9775,-122.0404,-97.6618,10.0000,100.0000,25.0000,5.0000,128.8191,133.8619,140.3557,126.2418,465001246.5062,158961889.0000
131.6929,133.1778,131.6206,131.5560,-0.6483,0.5586,1.2069,30.1454,28.6368,45.6611,51.7919,18.3046,17.8514,-70.0428,-61.0880,20.0000,80.0000,30.0000,10.0000,129.4663,133.9196,140.5821,125.7735,465566275.0618,164047146.0000
131.8848,132.9826,131.7812,131.6253,-0.6821,0.6869,1.3690,33.8168,22.7905,49.9974,54.1203,19.8616,18.4384,-31.2256,-33.5141,0.0000,90.0000,35.0000,15.0000,129.6347,134.1349,140.8108,125.1543,469772258.4855,168351515.0000
132.0399,132.7496,131.8021,131.6188,-0.7792,0.7603,1.5395,21.9482,16.3502,41.7622,50.6319,21.7193,18.8507,-91.9985,-44.2960,0.0000,100.0000,40.0000,20.0000,129.6559,134.4238,140.9849,124.5143,472379006.6631,163580674.0000
132.4329,132.6068,132.1179,131.7490,-0.7584,0.9759,1.7343,12.6065,18.6138,40.1017,49.9559,22.6393,19.6538,-130.2052,-40.3934,0.0000,90.0000,45.0000,25.0000,129.9775,134.8883,141.0965,124.1171,469121108.4629,158950643.0000
133.1363,132.4969,132.5581,131.9187,-0.6621,1.2618,1.9239,14.4960,27.7990,41.2557,50.6745,23.2874,20.5709,-200.2094,-38.6798,0.0000,100.0000,50.0000,30.0000,129.8313,136.4414,141.1667,123.8270,466601325.4759,155262265.0000
134.0545,132.3238,133.0369,132.0783,-0.5081,1.5812,2.0894,28.7390,35.7739,47.8523,54.6495,24.0075,21.5363,-107.4925,-13.5024,10.0000,100.0000,55.0000,35.0000,129.4504,138.6587,141.2871,123.3605,467828154.2056,159760637.0000
134.8284,132.0395,133.3072,132.1054,-0.3948,1.8217,2.2164,40.1620,33.8055,52.5249,57.2887,25.8606,22.2436,-58.6425,13.2483,20.0000,70.0000,60.0000,40.0000,129.4500,140.2069,141.4005,122.6784,471846865.1147,164181219.0000
135.3842,131.7410,133.4429,132.0432,-0.3023,2.0128,2.3151,38.4207,24.5661,54.4483,58.3650,28.1402,22.5992,-50.4463,26.8394,30.0000,80.0000,65.0000,0.0000,129.8554,140.9130,141.3759,122.1061,473348003.5981,167569503.0000
135.9279,131.4026,133.5305,131.9373,-0.1990,2.1917,2.3907,22.8339,13.7957,54.5799,58.4413,29.6589,22.7064,-67.2697,27.1950,40.0000,0.0000,70.0000,5.0000,130.3555,141.5003,141.3018,121.5034,475369463.7310,170797805.0000
135.2570,131.0706,133.6319,131.8176,-0.0550,2.3854,2.4405,12.4436,8.4042,53.4317,57.8479,31.3463,22.8193,-41.3529,30.1681,50.0000,10.0000,75.0000,0.0000,127.3473,143.1668,141.1667,120.9745,474820298.7503,175022151.0000
134.6627,130.7388,133.8207,131.7161,0.1736,2.6278,2.4542,6.1096,14.9383,53.5751,57.9403,33.4742,23.0003,-26.2211,32.7965,60.0000,20.0000,80.0000,0.0000,125.3326,143.9927,141.0224,120.4553,471643283.6539,170815962.0000
134.0803,130.3549,134.0437,131.6002,0.4846,2.8954,2.4108,6.6594,33.9039,55.2087,59.0387,35.6594,23.1379,-9.3401,42.5620,70.0000,30.0000,85.0000,0.0000,123.6948,144.4658,140.8702,119.8395,472158568.1210,165922183.0000
133.4593,129.9572,134.2229,131.4278,0.8624,3.1521,2.2897,32.0459,62.4803,59.3646,61.8815,37.5540,23.1200,2.5870,51.8479,80.0000,40.0000,90.0000,5.0000,122.2375,144.6811,140.6071,119.3073,476089169.0282,161668519.0000
132.7807,129.5505,134.2032,131.1243,1.2504,3.3244,2.0741,63.0064,83.3535,72.4386,70.4690,39.6590,23.1012,37.1092,95.3353,90.0000,50.0000,95.0000,10.0000,121.0386,144.5229,140.1252,118.9758,480102116.8733,167112313.0000
131.8574,129.0231,133.5435,130.4877,1.4434,3.2049,1.7615,92.3886,84.8216,86.9879,79.2898,40.2907,22.5332,84.9584,168.9854,100.0000,60.0000,100.0000,15.0000,120.1896,143.5252,139.0635,118.9827,485716216.2066,175285330.0000
130.5930,128.3154,132.2010,129.5301,1.3593,2.7599,1.4006,94.6654,67.0853,86.9628,79.2635,36.2584,20.5344,124.6817,243.4262,100.0000,70.0000,100.0000,20.0000,119.8450,141.3411,137.2078,119.4229,491442776.0729,181050714.0000
129.2505,127.5900,130.5657,128.4744,1.0936,2.1544,1.0608,67.4107,41.9392,85.7021,77.9121,31.4778,18.3455,175.6366,341.5525,90.0000,80.0000,95.0000,25.0000,120.0797,138.4214,134.9259,120.2541,485969224.4857,173202394.0000
128.0978,126.9428,128.8573,127.4450,0.6958,1.4832,0.7874,39.1799,27.1309,87.0477,78.7785,26.3966,16.1756,333.3333,565.9676,100.0000,0.0000,100.0000,30.0000,121.1040,135.0916,132.4597,121.4260,476722626.4979,163323550.0000
126.8773,126.2836,126.7176,126.2828,-0.0322,0.5813,0.6135,19.2271,25.7678,50.4674,52.6220,20.7507,13.8914,-83.9487,14.5752,50.0000,10.0000,75.0000,35.0000,125.8228,127.9317,127.8924,124.6748,470462848.6792,132878267.0000
126.8842,126.1917,126.7957,126.2740,0.0342,0.6557,0.6215,22.9857,37.2011,56.0176,55.1386,22.1847,14.2367,-26.1761,51.7427,60.0000,0.0000,80.0000,40.0000,125.8423,127.9260,127.9720,124.4114,471619326.1904,137819580.0000
126.8150,126.0976,126.7861,126.2145,0.0800,0.6930,0.6130,35.0907,52.8475,57.8929,55.9709,22.9578,14.4331,28.7553,79.1933,70.0000,0.0000,85.0000,0.0000,125.6824,127.9476,127.9293,124.2659,472979925.9156,140854764.0000
126.6295,125.9825,126.7401,126.1326,0.1219,0.7148,0.5929,53.5269,65.0231,58.2831,56.1498,22.6994,14.4190,37.8654,81.7426,80.0000,0.0000,90.0000,5.0000,125.1270,128.1319,127.8633,124.1018,474594676.8199,138364216.0000
126.4551,125.9177,126.6762,126.0384,0.1662,0.7287,0.5625,69.9250,69.3362,63.9044,58.7361,22.4123,14.4041,102.3339,134.6626,90.0000,10.0000,95.0000,10.0000,124.7828,128.1274,127.7383,124.0971,476338726.2829,141619775.0000
126.3203,125.8241,126.4874,125.8818,0.1643,0.6852,0.5209,71.6173,68.1536,68.8504,60.9431,20.8193,14.1326,185.2210,210.1102,100.0000,20.0000,100.0000,15.0000,124.8050,127.8356,127.4903,124.1578,477913625.5666,145294540.0000
126.1888,125.7133,126.1650,125.6653,0.0978,0.5777,0.4799,66.4664,69.9012,62.5453,57.2558,18.0836,13.6575,106.6254,143.2473,100.0000,30.0000,100.0000,0.0000,125.0857,127.2920,127.0681,124.3584,476673971.1047,141265663.0000
126.0377,125.5990,125.9925,125.5310,0.0781,0.5335,0.4554,66.3770,74.2127,56.0586,53.9057,16.3687,13.5554,48.1813,94.5040,90.0000,40.0000,95.0000,0.0000,124.9750,127.1003,126.9047,124.2934,475483354.6608,138586776.0000
125.9295,125.4401,125.9609,125.4675,0.1156,0.5515,0.4359,76.8602,73.1295,63.3012,57.0222,15.8635,13.8122,98.7277,133.2067,100.0000,50.0000,100.0000,5.0000,124.7182,127.1407,127.1557,123.7245,476374259.4495,140835250.0000
125.7878,125.3156,125.7907,125.3349,0.0992,0.5062,0.4070,79.4008,64.0204,59.7765,55.1665,14.9004,14.0057,81.8605,108.9687,40.0000,60.0000,70.0000,10.0000,124.6539,126.9217,127.0008,123.6304,477762413.3941,138298279.0000
125.6899,125.2061,125.6819,125.2354,0.1042,0.4864,0.3822,63.1276,49.7849,61.6192,55.9606,14.6343,14.4141,135.3685,136.3400,50.0000,70.0000,75.0000,15.0000,124.5741,126.8057,126.9108,123.5013,478178198.4574,140523952.0000
125.4992,125.0840,125.5146,125.1091,0.0823,0.4384,0.3561,49.5327,45.8884,59.5289,54.8102,13.8214,14.7403,106.6652,101.7721,60.0000,80.0000,80.0000,20.0000,124.3086,126.6899,126.7688,123.3991,478124770.0697,138238227.0000
125.3803,124.9824,125.3740,124.9999,0.0645,0.4000,0.3355,36.6944,51.6333,51.1237,50.5002,13.3939,15.2108,-24.5703,30.4065,70.0000,0.0000,85.0000,25.0000,124.2355,126.5250,126.6434,123.3214,475901485.9288,135282777.0000
125.3356,124.8952,125.4264,124.9853,0.1285,0.4480,0.3194,51.4380,63.5073,52.5446,51.1710,14.8354,15.8404,-11.8826,36.7927,80.0000,10.0000,90.0000,30.0000,124.1236,126.5475,126.6919,123.0986,477441939.3666,137918664.0000
125.3803,124.7844,125.4581,124.9539,0.2005,0.4878,0.2873,66.7676,69.7801,62.0388,55.4518,16.4370,16.5031,65.8824,83.7156,90.0000,20.0000,95.0000,35.0000,124.1465,126.6140,126.7380,122.8309,475348591.6379,137918664.0000
125.3279,124.6352,125.2983,124.8251,0.2034,0.4406,0.2372,72.3162,69.5097,67.5296,57.7465,16.7178,17.2147,171.7037,141.1905,100.0000,30.0000,100.0000,40.0000,124.1934,126.4623,126.5964,122.6740,476472711.7067,141364737.0000
125.2377,124.5124,125.0037,124.6357,0.1421,0.3284,0.1863,70.2564,62.8369,58.7455,52.7849,15.0685,17.5689,54.8984,88.6113,30.0000,0.0000,65.0000,45.0000,124.4348,126.0406,126.2556,122.7692,477138632.7363,137258224.0000
125.1604,124.4333,124.9090,124.5521,0.1512,0.3020,0.1508,65.9566,51.8818,55.3005,51.0566,15.2943,18.4886,-6.2137,63.6509,40.0000,0.0000,70.0000,50.0000,124.2996,126.0211,126.1460,122.7207,473439007.0266,132078748.0000
124.9508,124.3513,124.8772,124.4995,0.1895,0.3025,0.1130,52.2976,39.6321,58.2989,52.3012,16.3526,19.2624,49.2370,92.5946,50.0000,10.0000,75.0000,0.0000,123.3685,126.5331,126.0945,122.6082,473219673.9859,134820411.0000
124.8433,124.2293,124.7808,124.4141,0.2067,0.2723,0.0656,37.3913,39.5798,58.2237,52.2604,16.4063,20.2613,59.3724,102.2464,60.0000,20.0000,80.0000,0.0000,123.2278,126.4589,126.0275,122.4311,474582937.6964,137109687.0000
124.7222,124.0262,124.6652,124.3208,0.2168,0.2308,0.0140,29.2074,52.4443,51.8979,48.8970,16.4834,21.3173,0.7337,55.1481,70.0000,30.0000,85.0000,0.0000,123.0807,126.3637,126.1774,121.8749,469198322.6964,131725072.0000
124.6688,123.8303,124.6957,124.2989,0.2934,0.2531,-0.0403,52.1408,71.7472,56.1480,50.7850,18.0527,22.0698,25.8772,76.4765,80.0000,40.0000,90.0000,5.0000,122.9716,126.3659,126.4296,121.2311,471108534.6416,135181646.0000
124.5846,123.6444,124.6375,124.2296,0.3479,0.2343,-0.1136,75.9846,84.5151,54.0484,49.6399,19.7057,22.8807,26.7935,80.1119,90.0000,50.0000,95.0000,10.0000,122.8696,126.2995,126.4206,120.8682,472729665.3131,138199658.0000
124.4549,123.5465,124.6255,124.1810,0.4345,0.2339,-0.2006,87.1161,82.1165,64.9816,54.3289,21.7466,23.6048,111.5962,148.7474,100.0000,60.0000,100.0000,15.0000,122.6013,126.3085,126.3062,120.7867,470118535.5287,145497431.0000
124.1886,123.3974,124.3800,124.0179,0.4334,0.1242,-0.3092,90.4445,68.7708,64.5008,54.0220,21.6799,24.7891,157.2210,175.0195,90.0000,70.0000,95.0000,20.0000,122.3801,125.9971,125.9858,120.8090,473603345.4563,149240375.0000
123.9425,123.2707,124.0970,123.8458,0.4079,-0.0097,-0.4176,68.7891,51.5601,65.2170,54.3303,21.7246,26.0709,191.3919,181.0396,100.0000,80.0000,100.0000,25.0000,122.3402,125.5448,125.6442,120.8973,472103732.5026,145169997.0000
123.7871,123.1157,123.7359,123.6483,0.3320,-0.1875,-0.5195,47.0789,43.4397,58.8418,50.1406,21.7743,27.4203,150.6191,127.3057,100.0000,90.0000,100.0000,30.0000,122.6806,124.8935,125.2180,121.0134,470306735.6825,139947475.0000
123.7063,123.0066,123.5312,123.5421,0.2992,-0.3033,-0.6025,38.8124,49.2206,44.1240,42.0802,23.4198,28.4043,-140.2435,-0.4711,90.0000,100.0000,95.0000,35.0000,122.7592,124.6534,125.0014,121.0118,466916194.3052,135398141.0000
123.7518,122.9753,123.6590,123.6037,0.4038,-0.2735,-0.6773,44.4278,54.9812,58.2254,47.5790,23.1397,28.5121,3.6393,68.0315,100.0000,0.0000,100.0000,40.0000,122.9161,124.5876,124.9918,120.9587,466672540.5884,138742842.0000
123.6153,122.8632,123.5308,123.5372,0.4165,-0.3618,-0.7783,64.4217,56.7551,56.8080,46.8259,23.9910,28.8726,114.9146,120.7146,40.0000,0.0000,70.0000,45.0000,122.6983,124.5323,124.8357,120.8907,469002119.0627,142898810.0000
123.3301,122.7897,123.4065,123.4790,0.4280,-0.4544,-0.8824,56.0941,49.8029,55.9171,46.3412,26.3150,29.6386,56.1495,92.4521,50.0000,0.0000,75.0000,50.0000,121.6914,124.9688,124.6818,120.8977,470092580.2478,139693515.0000
122.9919,122.7561,123.2760,123.4248,0.4333,-0.5561,-0.9894,49.7494,46.5683,57.2635,46.8551,29.1213,30.3890,93.5315,145.1527,60.0000,10.0000,80.0000,55.0000,120.7540,125.2298,124.5842,120.9280,471919312.7840,142791018.0000
122.7042,122.7291,123.0894,123.3521,0.4074,-0.6903,-1.0977,43.5651,52.8147,51.0047,43.3362,31.6903,31.2788,56.7821,84.2805,70.0000,20.0000,85.0000,60.0000,120.3800,125.0283,124.4908,120.9674,470421298.2820,139442515.0000
122.6380,122.7361,123.0217,123.3477,0.4215,-0.7781,-1.1996,46.3903,63.3819,47.8980,41.6766,34.2893,31.8077,46.6958,50.7011,80.0000,30.0000,90.0000,65.0000,120.3590,124.9171,124.5093,120.9628,471228423.4336,135827998.0000
122.6062,122.7572,123.0114,123.3771,0.4593,-0.8456,-1.3050,68.4886,75.8771,48.9642,42.1238,36.3825,32.1716,55.2961,53.9769,90.0000,40.0000,95.0000,70.0000,120.3432,124.8693,124.5557,120.9587,473007521.8494,138543464.0000
122.5989,122.7883,122.9711,123.3965,0.4876,-0.9322,-1.4198,75.2666,76.4096,58.0709,45.7768,38.7083,32.5546,86.4075,74.5279,100.0000,50.0000,100.0000,75.0000,120.3431,124.8548,124.6366,120.9400,471128211.4781,135542471.0000
122.4443,122.7392,122.7053,123.3154,0.4134,-1.1283,-1.5417,83.8762,68.5457,55.6509,44.2804,41.9883,33.1019,138.8337,121.5878,100.0000,60.0000,100.0000,80.0000,120.4420,124.4467,124.4877,120.9906,475651717.9048,140628486.0000
122.3069,122.7106,122.4510,123.2592,0.3151,-1.3299,-1.6450,70.0858,49.6347,52.2306,42.1913,46.3375,33.9432,113.4066,65.6452,100.0000,70.0000,15.0000,85.0000,120.5336,124.0802,124.4035,121.0177,475529754.8831,137762355.0000
122.1987,122.7190,122.2376,123.2431,0.2005,-1.5233,-1.7238,51.6749,30.2776,47.7507,39.5307,50.9808,34.5954,44.4987,-20.0431,40.0000,80.0000,0.0000,90.0000,120.5832,123.8142,124.4274,121.0107,475654938.2715,134182110.0000
122.1111,122.7998,122.0970,123.2824,0.0811,-1.6929,-1.7739,27.1435,21.6198,29.9089,30.3459,55.0662,34.9847,-58.8997,-113.1695,50.0000,90.0000,0.0000,95.0000,120.5569,123.6652,124.6738,120.9258,474718448.1661,130146689.0000
122.2494,123.0059,122.2877,123.4975,0.0757,-1.7185,-1.7942,12.0143,26.7829,20.5245,26.2576,55.3557,34.3662,-167.4677,-182.5201,0.0000,100.0000,5.0000,100.0000,120.7871,123.7117,125.0470,120.9648,473130146.8927,127650787.0000
122.5203,123.2243,122.6603,123.8013,0.1507,-1.6624,-1.8131,25.7015,44.5031,23.3366,27.8082,53.4586,33.2564,-249.7839,-189.5811,0.0000,100.0000,0.0000,100.0000,121.4109,123.6297,125.1234,121.3251,470592282.4740,124701377.0000
122.7541,123.4465,122.9762,124.0711,0.2204,-1.6304,-1.8508,42.6329,52.9603,33.0505,32.1006,51.5907,32.1726,-128.1227,-115.7182,10.0000,80.0000,0.0000,90.0000,121.8593,123.6488,125.4036,121.4894,474089895.2937,128830138.0000
122.8341,123.6349,123.0303,124.2120,0.1879,-1.7180,-1.9059,65.1751,52.4687,33.1934,32.1548,50.2186,31.2581,-2.6495,-60.6452,20.0000,90.0000,0.0000,95.0000,121.8253,123.8429,125.9696,121.3001,478432181.2937,133172424.0000
122.9082,123.8827,123.0926,124.3659,0.1462,-1.8067,-1.9529,51.0730,38.8693,36.2248,33.3032,49.4327,30.5011,-54.6130,-84.6613,0.0000,100.0000,0.0000,100.0000,121.8286,123.9878,126.7749,120.9905,477236052.3082,129932908.0000
122.9776,124.2838,123.0866,124.4971,0.0583,-1.9311,-1.9894,41.1581,30.5613,28.2728,30.1043,48.5595,29.7043,-27.3422,-66.2309,10.0000,70.0000,5.0000,85.0000,121.7708,124.1845,128.5429,120.0246,476865191.4529,134585526.0000
123.0340,124.6923,123.1900,124.6945,-0.0072,-2.0111,-2.0040,24.3768,25.6046,25.8333,29.1582,48.9527,29.1993,-69.0009,-78.6738,20.0000,80.0000,0.0000,90.0000,121.8465,124.2215,129.7313,119.6533,477027799.0614,132363222.0000
123.1143,125.1394,123.3488,124.9281,-0.0670,-2.0692,-2.0022,26.1491,31.1716,23.4915,28.2354,48.8514,28.5648,-103.3939,-84.0571,30.0000,90.0000,5.0000,95.0000,121.9814,124.2472,130.8536,119.4251,478235030.0906,132363222.0000
123.2394,125.5757,123.5754,125.2017,-0.1128,-2.0983,-1.9854,26.2879,39.2071,18.1556,26.1385,48.2227,27.7963,-163.9855,-89.8418,0.0000,100.0000,10.0000,100.0000,122.2093,124.2695,131.6840,119.4673,478124655.6564,127985036.0000
123.4885,126.0309,123.9268,125.5393,-0.1135,-2.0708,-1.9572,41.0778,48.8901,20.5727,27.5710,46.3504,26.7585,-139.5964,-79.4000,0.0000,90.0000,15.0000,95.0000,122.5865,124.3905,132.3568,119.7050,477012052.9851,130905618.0000
123.7625,126.4296,124.2169,125.8465,-0.1405,-2.0694,-1.9289,50.2556,52.8504,23.7475,29.2716,44.8387,25.8421,-152.1213,-84.4737,10.0000,100.0000,20.0000,100.0000,122.4917,125.0332,132.8503,120.0090,479343980.4634,127623646.0000
123.9282,126.8036,124.4160,126.1123,-0.2151,-2.1088,-1.8937,55.3369,50.0452,25.0137,29.9103,43.1590,24.8776,-22.4367,-66.0832,0.0000,40.0000,25.0000,70.0000,122.5075,125.3489,133.3270,120.2803,481104175.8512,132200154.0000
124.1390,127.1479,124.6027,126.3793,-0.3144,-2.1543,-1.8400,52.9587,42.9886,24.4092,29.6673,42.6919,24.2478,-41.8963,-72.5063,0.0000,50.0000,30.0000,75.0000,122.4001,125.8779,133.6802,120.6156,479742878.8852,129657354.0000
124.4356,127.5087,124.8403,126.6789,-0.4155,-2.1768,-1.7614,41.8400,33.9405,23.8566,29.4349,42.0312,23.5576,-67.2520,-83.4406,0.0000,60.0000,0.0000,80.0000,122.2552,126.6161,133.9996,121.0178,479376763.9530,126628585.0000
124.8572,127.9592,125.1401,127.0145,-0.5121,-2.1696,-1.6575,34.1672,27.8940,25.1121,30.1543,41.1675,22.8049,-45.9911,-81.1851,0.0000,70.0000,0.0000,85.0000,122.0347,127.6797,134.5223,121.3960,481315095.3870,130028609.0000
125.5899,128.3992,125.4348,127.3514,-0.6321,-2.1616,-1.5295,25.8142,23.5031,17.5032,26.8465,40.6317,22.1289,-82.3275,-101.8180,10.0000,80.0000,5.0000,90.0000,120.9882,130.1916,134.9719,121.8266,480608202.6716,126830761.0000
126.3506,128.8059,125.9348,127.7900,-0.6845,-2.0559,-1.3714,23.7007,18.3889,17.7444,27.0273,38.2096,21.0416,-94.4804,-120.0935,0.0000,90.0000,10.0000,95.0000,121.1187,131.5825,135.0353,122.5765,479239672.1403,122497081.0000
127.1644,129.2607,126.5251,128.2649,-0.7004,-1.9007,-1.2003,20.9943,12.5251,18.4842,27.5969,35.5184,19.8970,-90.8953,-134.3868,10.0000,100.0000,15.0000,100.0000,121.5774,132.7514,135.1269,123.3945,479995337.6381,125519743.0000
