SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Lower Band-10-10,Real Upper Band-20-20,Real Lower Band-20-20,Chaikin A/D,OBV
77.9612,77.4575,77.5972,77.0150,-0.3197,1.0086,1.3283,73.3967,63.8716,57.1378,60.5103,32.9530,31.5583,-1.0742,12.5044,10.0000,40.0000,55.0000,10.0000,75.5225,80.4000,81.2209,73.6942,-171473826.3027,46663800.0000
78.1897,77.2745,77.5345,76.9240,-0.3537,1.0546,1.4082,66.3997,50.0803,52.7705,58.5338,34.1067,31.7662,-27.6351,7.9186,20.0000,50.0000,60.0000,15.0000,75.4189,80.9606,81.2859,73.2631,-168519441.6879,54345200.0000
78.3814,77.1045,77.5836,76.8830,-0.3412,1.1554,1.4966,51.8183,35.7907,51.2734,57.8626,36.3358,32.1869,-40.8161,9.2759,30.0000,60.0000,65.0000,20.0000,75.6144,81.1484,81.3747,72.8344,-171193241.6875,62366600.0000
78.5534,76.9508,77.6858,76.8576,-0.2952,1.2867,1.5819,32.0230,23.9604,52.8345,58.7991,39.1406,32.6985,-70.6618,0.1016,40.0000,70.0000,70.0000,0.0000,75.9093,81.1974,81.4236,72.4780,-178438741.6875,55121100.0000
78.6671,76.7978,77.7670,76.8089,-0.2402,1.4155,1.6558,23.5309,18.3330,52.2480,58.5132,42.2571,33.2370,-75.6350,12.1937,50.0000,80.0000,75.0000,0.0000,76.1503,81.1840,81.4166,72.1789,-170334011.8485,64692400.0000
78.8317,76.6061,77.8859,76.7644,-0.1474,1.5684,1.7158,16.3272,20.6379,46.1252,55.5363,45.8490,33.8334,-154.2600,-11.1398,60.0000,90.0000,80.0000,0.0000,76.5035,81.1599,81.4496,71.7627,-174373305.5742,53373500.0000
78.7741,76.4148,78.2298,76.8092,0.0789,1.8316,1.7527,15.1408,33.6581,55.8397,61.8973,50.6876,34.7695,-136.7180,-1.2325,70.0000,0.0000,85.0000,0.0000,76.1880,81.3602,81.5772,71.2524,-180359630.2928,40983200.0000
78.5540,76.1128,78.3507,76.7170,0.2708,2.0038,1.7329,30.4457,54.7047,61.9139,65.5913,56.0637,35.7550,-12.5798,57.7330,80.0000,0.0000,90.0000,0.0000,75.3373,81.7708,81.6365,70.5891,-167319688.1650,58799400.0000
78.1674,75.8023,78.3434,76.5415,0.4581,2.1233,1.6652,55.3876,75.7057,78.2841,74.6288,58.0791,35.4557,54.2181,99.7785,90.0000,0.0000,95.0000,5.0000,74.1353,82.1995,81.4767,70.1280,-165762763.5011,73894800.0000
77.5748,75.4289,78.0035,76.1908,0.5426,2.0933,1.5507,78.2807,86.7912,86.4161,78.7027,55.9367,34.0797,74.3842,126.1148,100.0000,10.0000,100.0000,10.0000,73.0129,82.1368,80.9638,69.8939,-147624063.5011,92033500.0000
76.9539,74.9768,77.4571,75.7412,0.5496,1.9646,1.4150,93.4486,90.7487,85.7419,78.1291,53.5562,32.6312,94.4308,153.5998,100.0000,20.0000,100.0000,15.0000,72.4429,81.4648,80.2648,69.6889,-141099127.7427,108855600.0000
76.3593,74.5597,76.8554,75.2756,0.5245,1.8022,1.2776,88.6442,87.4566,83.4191,76.2208,51.0395,31.1625,93.5419,160.1210,100.0000,30.0000,100.0000,20.0000,72.1398,80.5788,79.4460,69.6734,-150416707.3613,97515600.0000
75.8277,74.1795,76.3278,74.8594,0.5172,1.6637,1.1465,90.1531,85.7603,82.3502,75.3778,48.6877,29.8034,122.0372,189.1513,80.0000,40.0000,90.0000,25.0000,71.8566,79.7988,78.7245,69.6344,-152113563.9283,108014900.0000
75.3483,73.8412,75.7687,74.4400,0.4848,1.5021,1.0172,83.5726,82.2067,81.2631,74.5196,46.2806,28.4555,145.8616,187.5397,90.0000,0.0000,95.0000,30.0000,71.8161,78.8804,77.9316,69.7508,-159645546.2081,99974000.0000
74.9284,73.5412,75.1711,74.0170,0.4172,1.3132,0.8960,83.5553,75.6713,86.4773,77.3036,43.8163,27.1212,258.5712,247.0291,100.0000,0.0000,100.0000,35.0000,72.0340,77.8228,77.0755,70.0070,-158548080.5821,111680300.0000
74.3806,73.2209,74.3473,73.5054,0.2186,1.0103,0.7917,79.4923,69.3385,76.3404,69.1907,39.6353,25.3564,176.1738,137.3166,100.0000,0.0000,100.0000,40.0000,73.0119,75.7493,75.7926,70.6492,-164119743.9721,94398700.0000
74.0555,73.0442,74.0328,73.2678,0.1891,0.9262,0.7371,63.9663,64.8456,74.8266,68.2291,36.6732,24.2799,175.7036,141.2811,100.0000,0.0000,100.0000,45.0000,72.6123,75.4988,75.3666,70.7217,-165444191.7973,84244600.0000
73.6716,72.8471,73.7101,73.0344,0.1438,0.8336,0.6898,64.5568,70.4656,68.5005,64.5645,33.6445,23.2409,76.1168,112.3214,100.0000,0.0000,100.0000,0.0000,71.9398,75.4034,74.9678,70.7265,-167782972.9862,76624700.0000
73.4373,72.6829,73.5309,72.8783,0.1481,0.8019,0.6538,66.0136,76.4908,63.6743,62.1266,31.4099,22.5089,45.8217,95.1927,50.0000,10.0000,75.0000,0.0000,71.5957,75.2788,74.7693,70.5965,-172488659.4056,67760500.0000
73.2829,72.5150,73.4382,72.7658,0.1909,0.8077,0.6168,80.8265,82.4622,68.7532,64.3808,29.8278,21.9816,75.1739,131.4589,60.0000,20.0000,80.0000,0.0000,71.3805,75.1852,74.7052,70.3247,-171841013.9508,74884600.0000
72.9998,72.2986,73.2572,72.6093,0.2033,0.7724,0.5691,82.6323,85.2046,68.5019,64.2438,27.6967,21.3562,86.0128,147.0261,70.0000,30.0000,85.0000,5.0000,70.9244,75.0752,74.6110,69.9862,-176446209.0542,65340500.0000
72.7601,72.0812,73.0435,72.4398,0.2012,0.7195,0.5182,83.9277,86.9899,66.3076,63.0285,25.3782,20.7119,94.5169,149.0686,80.0000,40.0000,90.0000,10.0000,70.7505,74.7697,74.4475,69.7149,-177972675.7212,59452700.0000
72.5312,71.9069,72.8501,72.2847,0.2045,0.6725,0.4679,89.0537,82.0769,68.2083,63.9462,23.2366,20.1577,137.2571,181.6641,90.0000,50.0000,95.0000,0.0000,70.5789,74.4836,74.2206,69.5931,-177006784.6114,65662000.0000
72.3341,71.6990,72.5836,72.0989,0.1721,0.5889,0.4168,87.9884,69.7558,71.0494,65.3472,20.8570,19.5742,199.8386,207.3107,100.0000,60.0000,100.0000,0.0000,70.6560,74.0123,73.9517,69.4463,-179057268.9601,71708300.0000
72.1540,71.4792,72.2112,71.8715,0.0786,0.4523,0.3738,69.1885,55.3771,65.7965,62.1170,18.2130,18.9601,177.7277,145.3864,100.0000,70.0000,100.0000,5.0000,71.0540,73.2540,73.5392,69.4193,-182378832.9604,62731100.0000
72.0612,71.3817,71.9472,71.7106,0.0049,0.3590,0.3541,52.0904,48.0814,58.8682,58.3088,16.4154,18.6533,87.9906,92.7007,100.0000,80.0000,100.0000,10.0000,71.2895,72.8329,73.2440,69.5194,-187167487.3172,56060200.0000
72.0328,71.3638,71.8216,71.6263,-0.0279,0.3250,0.3529,44.8525,45.7867,49.9534,54.0180,15.9335,18.7315,-64.6732,28.5238,20.0000,90.0000,60.0000,15.0000,71.3103,72.7553,73.1887,69.5388,-189093050.3607,51842300.0000
72.0226,71.3905,71.8607,71.6242,0.0052,0.3651,0.3599,47.3012,41.9129,56.6922,57.4403,17.3680,19.2664,-43.0123,34.8110,30.0000,0.0000,0.0000,20.0000,71.2762,72.7691,73.2466,69.5344,-187705781.5088,56543600.0000
71.9285,71.4128,71.7912,71.5664,-0.0014,0.3572,0.3586,45.2065,32.8211,59.8602,58.9878,18.9618,19.8295,62.0296,68.0780,40.0000,0.0000,0.0000,25.0000,71.0553,72.8017,73.3163,69.5094,-187196381.5087,63562000.0000
71.7470,71.4382,71.6550,71.4782,-0.0405,0.3184,0.3589,33.2310,30.2196,48.9002,53.9627,18.5758,19.9119,-24.4005,16.7423,50.0000,0.0000,5.0000,30.0000,70.6254,72.8686,73.4063,69.4702,-186429666.2147,58131100.0000
71.5974,71.4934,71.7068,71.4842,-0.0047,0.3643,0.3691,20.0258,37.1866,54.3330,56.6456,20.5714,20.5294,26.0395,27.8603,60.0000,10.0000,10.0000,35.0000,70.0310,73.1637,73.5177,69.4692,-191429443.7856,52727300.0000
71.4024,71.5127,71.6813,71.4487,0.0067,0.3770,0.3703,37.4019,59.2766,51.9726,55.6152,21.9039,20.9793,19.7023,12.4456,70.0000,20.0000,15.0000,40.0000,69.5388,73.2660,73.5564,69.4691,-190501611.5271,47497700.0000
71.2825,71.5012,71.6938,71.4301,0.0390,0.4076,0.3686,54.1321,76.0592,58.2310,58.6761,23.9099,21.5622,26.6322,12.4530,80.0000,0.0000,20.0000,45.0000,69.3392,73.2258,73.5448,69.4576,-190034408.3772,39021300.0000
71.0638,71.4856,71.6082,71.3618,0.0357,0.3945,0.3588,86.2958,89.5975,64.0312,61.3574,26.1388,22.1758,98.1111,77.2740,90.0000,0.0000,25.0000,50.0000,69.0376,73.0899,73.5161,69.4552,-179225908.3772,49829800.0000
70.8044,71.4856,71.4193,71.2464,-0.0164,0.3335,0.3499,87.7497,91.0641,64.2368,61.4527,26.2681,22.2780,120.6354,75.6498,100.0000,10.0000,30.0000,55.0000,68.8981,72.7107,73.5161,69.4552,-181597708.3775,44242000.0000
70.7021,71.4934,71.1855,71.1174,-0.1046,0.2494,0.3540,94.7470,89.0404,62.2738,60.4012,25.6313,22.2170,155.7138,59.1181,100.0000,20.0000,0.0000,60.0000,69.0753,72.3290,73.5401,69.4468,-175667563.5178,50783500.0000
70.6947,71.5388,70.9539,71.0005,-0.2170,0.1632,0.3802,90.6957,76.1268,56.2039,57.2964,25.3513,22.2637,108.5323,19.2207,0.0000,30.0000,0.0000,65.0000,69.0954,72.2940,73.6863,69.3913,-180375381.6997,45029500.0000
70.7584,71.6201,70.8227,70.9433,-0.3139,0.1205,0.4344,81.6785,58.8891,53.1116,55.7969,26.3708,22.6408,58.2953,-11.2600,0.0000,40.0000,5.0000,70.0000,68.9875,72.5292,73.8821,69.3580,-181379465.9108,38670300.0000
70.8972,71.6553,70.7317,70.9129,-0.4169,0.0960,0.5129,56.0062,40.8889,46.0286,52.5263,28.1866,23.1963,-14.0552,-60.2998,0.0000,50.0000,10.0000,75.0000,68.8100,72.9843,73.9140,69.3965,-189371720.1090,29238000.0000
71.1294,71.7111,70.7634,70.9470,-0.4883,0.1288,0.6171,38.9826,29.7214,37.2245,48.8147,30.8551,24.1273,-55.2511,-104.0276,10.0000,60.0000,15.0000,80.0000,68.7366,73.5223,73.9163,69.5060,-191719720.1090,24072400.0000
71.3895,71.7971,70.9496,71.0545,-0.5029,0.2363,0.7392,27.6777,20.5743,36.4630,48.5025,31.8332,25.2935,-76.4331,-134.2100,20.0000,70.0000,20.0000,85.0000,69.0114,73.7676,73.8456,69.7487,-196603416.6598,17634800.0000
71.6231,71.9011,71.1893,71.1791,-0.4893,0.3757,0.8649,22.5039,14.7055,41.0574,51.5654,32.7468,26.4879,-68.8232,-122.1872,30.0000,80.0000,25.0000,90.0000,69.4362,73.8101,73.7493,70.0529,-193083067.1447,23213200.0000
71.7199,71.9685,71.3588,71.2583,-0.4957,0.4915,0.9872,11.5413,14.6989,33.8279,48.5943,34.2114,27.8802,-110.9021,-182.0475,40.0000,90.0000,30.0000,95.0000,69.6722,73.7677,73.6907,70.2462,-192766943.1441,15310100.0000
71.9075,72.0328,71.6848,71.4022,-0.4245,0.6867,1.1112,10.0713,26.1287,33.4560,48.4422,34.2372,29.0306,-167.4229,-245.1667,50.0000,100.0000,35.0000,100.0000,70.2594,73.5557,73.5200,70.5456,-199407514.3759,7093800.0000
72.1669,72.0863,72.0893,71.5640,-0.2887,0.9286,1.2173,22.4840,43.4143,47.5177,57.9777,34.1836,30.2254,-175.8172,-182.5048,60.0000,100.0000,40.0000,0.0000,71.2188,73.1150,73.3115,70.8611,-189311490.7732,21478400.0000
72.2847,72.0145,72.2316,71.5761,-0.2270,1.0625,1.2895,45.8307,62.5313,57.1209,63.2330,34.9583,31.7807,0.2894,25.6898,0.0000,30.0000,45.0000,0.0000,71.4350,73.1345,73.5174,70.5116,-158935286.9277,52249100.0000
72.3829,71.8866,72.2490,71.5154,-0.2000,1.1462,1.3462,61.9282,73.1071,57.5233,63.4432,36.6323,32.0348,2.7277,44.7301,0.0000,40.0000,50.0000,0.0000,71.4001,73.3657,73.7197,70.0535,-156806453.2650,57493300.0000
72.4818,71.7526,72.2643,71.4454,-0.1625,1.2337,1.3962,79.8351,74.1437,64.1309,66.8737,38.3931,32.2797,35.1598,77.2244,10.0000,50.0000,55.0000,0.0000,71.4058,73.5577,73.8526,69.6526,-158118602.7707,62063200.0000
72.4134,71.5956,72.1851,71.3217,-0.1542,1.2826,1.4368,77.5578,59.5778,68.8388,69.2263,39.2808,32.2930,57.0358,89.8438,20.0000,60.0000,60.0000,5.0000,71.2953,73.5315,73.8745,69.3167,-157338228.9994,67352400.0000
72.2928,71.4287,72.0236,71.1543,-0.1787,1.2967,1.4754,65.0381,41.5505,65.8477,67.7998,40.2671,32.3070,40.1527,78.6832,30.0000,70.0000,65.0000,10.0000,71.1559,73.4298,73.7851,69.0724,-155903546.9635,72450100.0000
72.2048,71.2822,71.9120,71.0099,-0.1850,1.3351,1.5200,36.1374,30.5080,63.2283,66.5865,42.0681,32.4811,9.6299,62.6958,40.0000,80.0000,70.0000,0.0000,71.0184,73.3912,73.7108,68.8536,-161973150.1376,65049100.0000
72.1791,71.1458,71.8463,70.8839,-0.1692,1.3971,1.5663,23.4759,36.0797,55.3612,63.2257,44.6816,32.7994,-82.3463,18.2884,50.0000,90.0000,75.0000,0.0000,70.9829,73.3752,73.6562,68.6355,-161524854.6484,59628800.0000
72.2170,70.9884,71.9466,70.8301,-0.0700,1.5386,1.6086,31.9108,53.9488,60.7199,66.1215,49.3970,33.5066,-124.7716,12.2010,60.0000,100.0000,80.0000,5.0000,71.1013,73.3326,73.7942,68.1826,-165710196.4201,53505800.0000
72.1581,70.8234,71.9865,70.7314,0.0329,1.6590,1.6261,52.8523,67.1953,72.4200,71.9254,54.6363,34.2510,7.0637,68.3430,70.0000,0.0000,85.0000,0.0000,70.9005,73.4157,73.8088,67.8381,-160968123.8056,60432100.0000
72.0057,70.6307,71.8817,70.5497,0.1003,1.7182,1.6179,77.0833,74.9872,75.6348,73.4261,57.1222,34.1663,78.0943,98.4590,80.0000,0.0000,90.0000,0.0000,70.5734,73.4381,73.6663,67.5951,-158229483.2344,64829000.0000
71.7443,70.3688,71.7160,70.3309,0.1587,1.7515,1.5928,71.6504,68.7041,85.9348,78.0684,57.8888,33.6256,147.0851,128.6917,90.0000,0.0000,95.0000,0.0000,69.9523,73.5364,73.5695,67.1680,-158829371.9445,70142300.0000
71.3903,69.9408,71.4006,70.0358,0.1637,1.7168,1.5531,76.2279,68.4341,86.6427,78.3823,56.0621,32.5030,151.3358,137.5301,100.0000,0.0000,100.0000,0.0000,69.4450,73.3356,73.7739,66.1078,-153577479.9101,77654500.0000
71.0234,69.4916,71.0076,69.7059,0.1319,1.6441,1.5122,58.2340,68.2727,81.7054,74.8917,54.0324,31.3212,65.7067,95.1293,70.0000,0.0000,85.0000,5.0000,69.1772,72.8697,73.7843,65.1990,-162952163.5840,67797000.0000
70.7778,69.0946,70.8011,69.4711,0.1737,1.6530,1.4792,70.8405,78.8286,80.4930,74.1510,52.8595,30.4602,74.6261,96.5269,80.0000,10.0000,90.0000,10.0000,68.8320,72.7236,73.8529,64.3363,-161205379.5833,75503400.0000
70.5646,68.7442,70.5999,69.2358,0.2278,1.6636,1.4358,75.7437,85.9680,80.1801,73.9578,51.8245,29.6352,72.5312,93.4563,90.0000,20.0000,95.0000,15.0000,68.6054,72.5238,73.7093,63.7791,-166653776.6419,69889900.0000
70.3596,68.4558,70.3676,68.9822,0.2804,1.6592,1.3788,89.9016,91.0439,86.4179,76.6801,50.1044,28.6574,113.8585,110.5629,100.0000,0.0000,100.0000,20.0000,68.4677,72.2514,73.3832,63.5284,-161992387.5510,75994100.0000
70.1126,68.1063,70.0159,68.6698,0.2897,1.5984,1.3087,92.2588,90.3654,85.8453,76.1992,47.9087,27.5719,159.9423,117.0583,100.0000,0.0000,100.0000,25.0000,68.4902,71.7350,72.9840,63.2287,-162385031.3867,81726700.0000
69.7598,67.7471,69.6252,68.3430,0.2792,1.5155,1.2363,90.9712,88.9251,83.7596,74.5091,45.6077,26.4832,157.3560,103.5068,100.0000,10.0000,100.0000,30.0000,68.2028,71.3167,72.5490,62.9452,-168319826.8418,75700600.0000
69.4888,67.4200,69.2801,68.0445,0.2819,1.4484,1.1665,87.8663,87.0492,82.8280,73.7856,43.5549,25.5260,187.7430,108.1327,100.0000,0.0000,100.0000,35.0000,68.0772,70.9004,72.1328,62.7073,-171775749.6981,66740800.0000
69.2557,67.1348,68.9125,67.7403,0.2703,1.3664,1.0961,87.9378,85.3171,78.6674,70.8127,41.4982,24.5990,105.5888,92.9653,100.0000,0.0000,100.0000,40.0000,68.1364,70.3750,71.6485,62.6211,-174258141.1269,58332700.0000
68.9933,66.8991,68.6678,67.5011,0.3072,1.3357,1.0285,85.3433,84.6219,76.3211,69.3102,40.2081,23.9537,69.4444,91.9090,100.0000,0.0000,100.0000,45.0000,67.5299,70.4566,71.2773,62.5209,-179212124.1776,52367700.0000
68.4914,66.6889,68.4617,67.2806,0.3679,1.3196,0.9517,82.6703,84.5921,75.7801,68.9677,39.3315,23.4406,76.8393,102.8254,70.0000,0.0000,85.0000,50.0000,65.5261,71.4567,70.9307,62.4472,-178847182.6188,57987800.0000
67.9598,66.4771,68.2309,67.0470,0.4299,1.2895,0.8597,85.8521,87.9619,75.6729,68.8970,38.4856,22.9383,66.5002,109.1583,80.0000,10.0000,90.0000,55.0000,64.1292,71.7904,70.5561,62.3982,-183331121.0818,52523000.0000
67.4114,66.2562,67.9533,66.7908,0.4823,1.2345,0.7522,85.2540,89.1298,77.1062,69.5996,37.5709,22.4175,76.4261,130.4377,90.0000,20.0000,95.0000,60.0000,63.0720,71.7508,70.1343,62.3781,-188863090.7785,45220800.0000
66.9237,66.0231,67.5929,66.4978,0.5050,1.1366,0.6317,92.7795,91.6760,77.3889,69.7443,34.7319,21.4651,97.4471,166.6179,100.0000,30.0000,100.0000,65.0000,62.5702,71.2772,69.6260,62.4203,-183258289.7888,52041100.0000
66.5520,65.7644,67.1480,66.1718,0.4877,0.9931,0.5054,89.3559,89.9834,76.9581,69.4017,31.5774,20.4626,103.6671,185.6022,100.0000,40.0000,100.0000,0.0000,62.5541,70.5499,69.0316,62.4973,-191928389.7888,43371000.0000
66.1000,65.4862,66.6298,65.8235,0.4237,0.8072,0.3835,92.8926,83.3119,71.7413,65.3939,28.1550,19.4434,100.1178,185.8054,80.0000,50.0000,90.0000,5.0000,62.5295,69.6706,68.3649,62.6075,-194156310.9702,33320600.0000
65.7344,65.2818,66.2706,65.5685,0.4063,0.6838,0.2776,87.7016,66.6756,74.4779,66.8949,25.3654,18.7925,136.8358,236.7813,90.0000,60.0000,95.0000,10.0000,62.3751,69.0937,67.9180,62.6456,-200297710.9702,27179200.0000
65.3513,65.0632,65.7822,65.2633,0.3178,0.4938,0.1760,69.3416,44.1548,76.0605,67.7908,21.9559,18.0347,195.3432,295.7210,100.0000,70.0000,100.0000,15.0000,62.4895,68.2130,67.3012,62.8253,-200898303.9936,35787700.0000
65.0140,64.8383,65.1553,64.9117,0.1337,0.2303,0.0966,42.9836,25.2674,71.0835,63.6257,18.1674,17.2369,226.6401,239.1160,100.0000,80.0000,100.0000,20.0000,63.1405,66.8875,66.4141,63.2624,-213329272.6803,20960400.0000
64.8049,64.6814,64.6589,64.6509,-0.0489,0.0142,0.0631,20.1392,22.3774,48.9589,49.1552,15.0080,16.8477,-13.2564,-1.3205,60.0000,90.0000,80.0000,25.0000,63.7509,65.8589,65.7549,63.6080,-212124177.1759,-490300.0000
64.8865,64.6642,64.6773,64.6588,-0.0507,0.0247,0.0754,12.6794,34.2982,43.5524,46.3342,16.3181,17.4732,-98.8265,-73.9315,70.0000,100.0000,85.0000,30.0000,63.7904,65.9826,65.7547,63.5737,-208287318.3533,-7737700.0000
64.9944,64.6740,64.7867,64.7086,-0.0106,0.0775,0.0880,34.3137,49.1865,40.8293,44.9330,17.2711,17.8293,-137.3230,-94.9057,80.0000,100.0000,90.0000,35.0000,63.9869,66.0019,65.7506,63.5975,-209033637.7248,-17078000.0000
65.1010,64.7057,64.9624,64.7837,0.0723,0.1630,0.0907,55.9016,52.9250,48.6797,49.4928,17.7106,18.0542,-105.3666,-35.3407,90.0000,100.0000,95.0000,0.0000,64.3442,65.8578,65.7369,63.6745,-205885104.3904,-7632400.0000
65.1226,64.6592,65.0212,64.7927,0.1257,0.1983,0.0726,57.3441,42.5637,68.6772,59.0762,18.8854,18.4556,130.9727,154.3139,100.0000,0.0000,100.0000,0.0000,64.4016,65.8436,65.7687,63.5496,-198422252.0742,8239300.0000
64.9769,64.5465,64.8308,64.6785,0.0791,0.1203,0.0412,45.5292,37.6759,56.0490,52.2500,18.1563,19.2128,-9.9645,55.7863,50.0000,0.0000,75.0000,0.0000,64.3417,65.6121,65.5939,63.4991,-201927032.5620,-2024700.0000
64.8723,64.4841,64.8019,64.6488,0.0911,0.1125,0.0214,24.8177,41.3470,48.4905,48.9805,20.0127,19.6899,-60.2026,0.8350,60.0000,10.0000,80.0000,5.0000,63.9720,65.7726,65.5732,63.3950,-207749332.5626,-8889800.0000
64.8292,64.4241,64.8490,64.6550,0.1399,0.1386,-0.0014,42.6807,61.0569,49.4649,49.3894,20.3714,19.8421,-25.1364,30.5981,70.0000,20.0000,85.0000,0.0000,63.8416,65.8167,65.6113,63.2369,-205255070.4945,-2862000.0000
64.7752,64.3637,64.8962,64.6569,0.2014,0.1651,-0.0363,56.5427,77.1993,64.0206,54.8587,20.7700,20.0024,8.9891,59.1655,80.0000,30.0000,90.0000,5.0000,63.6967,65.8537,65.6221,63.1053,-210692626.3084,-9947300.0000
64.6625,64.2885,64.8219,64.5965,0.2227,0.1360,-0.0867,83.9475,89.4125,66.0071,55.5225,22.1666,20.3611,82.6087,135.1329,90.0000,40.0000,95.0000,10.0000,63.5627,65.7624,65.5100,63.0670,-206180582.3082,-4010400.0000
64.5580,64.1998,64.7161,64.5226,0.2325,0.0901,-0.1424,91.1076,91.6248,68.6927,56.4306,21.7995,21.3573,112.7141,161.7276,100.0000,50.0000,100.0000,15.0000,63.5228,65.5932,65.3718,63.0278,-205930565.1962,-414000.0000
64.4420,64.1006,64.5658,64.4311,0.2211,0.0206,-0.2005,93.1822,85.8287,67.0555,55.4920,21.3917,22.4060,137.1140,165.3649,100.0000,60.0000,100.0000,20.0000,63.5578,65.3261,65.1845,63.0167,-206995331.0502,-5264600.0000
64.3536,64.0355,64.4105,64.3434,0.2004,-0.0554,-0.2558,90.5845,74.6734,64.4107,54.0059,21.3423,23.4058,169.7970,166.6723,100.0000,70.0000,100.0000,25.0000,63.6596,65.0475,64.9794,63.0916,-208781165.0504,-8571700.0000
64.3104,63.9816,64.2658,64.2678,0.1749,-0.1310,-0.3059,73.7194,58.0590,62.4195,52.9105,21.9340,24.2943,211.2829,180.0861,100.0000,0.0000,100.0000,30.0000,63.7590,64.8618,64.7996,63.1636,-210724892.3228,-12847900.0000
64.1957,63.9026,64.1219,64.1998,0.1392,-0.2104,-0.3496,59.7163,47.5533,54.8808,49.0883,23.0736,25.1093,56.3748,95.3948,20.0000,0.0000,60.0000,0.0000,63.7222,64.6693,64.6471,63.1582,-214800127.8783,-18578700.0000
64.1161,63.7897,64.0554,64.1765,0.1258,-0.2586,-0.3844,40.7412,42.9437,44.6058,44.7080,25.1441,25.5524,-75.6170,25.6627,30.0000,0.0000,65.0000,5.0000,63.5604,64.6719,64.8172,62.7621,-218314004.2678,-24462400.0000
64.0959,63.7094,64.0866,64.2040,0.1510,-0.2649,-0.4158,42.2023,49.0724,49.4729,46.5337,25.0894,25.5515,5.3075,64.5969,40.0000,10.0000,70.0000,0.0000,63.4991,64.6927,64.9197,62.4990,-219608597.4884,-16824300.0000
64.0190,63.6399,64.0707,64.2089,0.1599,-0.2937,-0.4536,45.8875,58.3056,48.2012,46.0100,25.8959,25.7035,-6.6623,56.4225,50.0000,0.0000,75.0000,5.0000,63.2904,64.7476,64.8979,62.3819,-220025645.3147,-23675800.0000
63.9522,63.6085,64.0648,64.2206,0.1735,-0.3201,-0.4935,59.1275,68.5006,48.3228,46.0577,26.5002,25.8077,38.1785,85.8859,60.0000,10.0000,0.0000,10.0000,63.1463,64.7582,64.8505,62.3665,-218026956.7911,-15547800.0000
63.9144,63.6416,64.0561,64.2329,0.1871,-0.3497,-0.5369,69.9019,77.7264,50.8639,47.0758,28.0366,26.0694,70.1861,106.0387,70.0000,20.0000,0.0000,15.0000,63.1051,64.7238,64.9669,62.3162,-219328202.5747,-10852000.0000
63.8416,63.7296,64.0124,64.2308,0.1860,-0.3977,-0.5837,76.4724,83.5794,50.5448,46.9238,30.0070,26.3902,100.1757,92.2796,80.0000,30.0000,0.0000,20.0000,63.0359,64.6473,65.3957,62.0636,-222439645.5842,-4122600.0000
63.7593,63.8382,63.9636,64.2307,0.1792,-0.4510,-0.6302,86.8047,83.3148,52.8088,47.8818,32.9141,26.8515,153.2038,77.3065,90.0000,40.0000,0.0000,25.0000,62.9619,64.5567,65.8652,61.8112,-223910478.9175,289900.0000
63.7175,63.9752,63.8710,64.2149,0.1474,-0.5275,-0.6750,87.4611,74.9612,56.6496,49.4964,36.1441,27.3371,220.0945,50.9523,100.0000,50.0000,5.0000,30.0000,63.0168,64.4182,66.4506,61.4997,-226003030.8169,5990300.0000
63.6527,64.0952,63.7023,64.1712,0.0688,-0.6430,-0.7118,75.6785,64.3091,43.9594,43.2021,39.7331,27.8482,130.3719,-0.0063,10.0000,60.0000,10.0000,35.0000,63.2415,64.0639,66.8975,61.2929,-230184267.1806,-1675300.0000
63.6095,64.2615,63.6879,64.2138,0.0359,-0.6932,-0.7290,61.7440,53.1036,41.4276,42.0769,40.7707,27.7172,100.9369,-18.4544,20.0000,0.0000,15.0000,40.0000,63.1659,64.0532,67.3465,61.1765,-234465083.5067,-6235300.0000
63.4632,64.4278,63.7019,64.2757,0.0053,-0.7327,-0.7380,55.5049,48.1502,42.4973,42.5729,41.3553,27.4619,45.6302,-33.1638,30.0000,10.0000,0.0000,45.0000,62.4885,64.4379,67.7099,61.1457,-235791306.0869,-10803400.0000
63.3229,64.5988,63.6995,64.3350,-0.0420,-0.7813,-0.7393,42.0618,45.9341,37.1004,40.0961,42.0048,27.1931,41.2668,-38.9955,40.0000,0.0000,5.0000,50.0000,62.1487,64.4970,68.0652,61.1324,-229870439.6527,-2074700.0000
63.2608,64.7830,63.7685,64.4346,-0.0703,-0.7991,-0.7288,46.8840,54.0723,37.4963,40.3025,41.5471,26.6546,31.7609,-48.3922,50.0000,10.0000,10.0000,55.0000,62.0424,64.4792,68.3622,61.2037,-228715612.0666,3835300.0000
63.2648,64.9418,63.8438,64.5404,-0.1031,-0.8143,-0.7113,48.8566,62.1146,40.3373,41.8017,41.0386,26.0878,30.7713,-53.7459,0.0000,20.0000,15.0000,60.0000,62.0440,64.4857,68.5486,61.3350,-234991426.0568,-4878600.0000
