SMA-10,SMA-20,EMA-10,EMA-20,MACD_Hist-10,MACD-10,MACD_Signal-10,SlowK,SlowD,RSI-10,RSI-20,ADX-10,ADX-20,CCI-10,CCI-20,Aroon Down-10,Aroon Up-10,Aroon Up-20,Aroon Down-20,Real Upper Band-10,Real Lower Band-10,Real Upper Band-20,Real Lower Band-20,Chaikin A/D,OBV
53.6455,53.1728,53.6489,53.5642,0.1580,-0.0084,-0.1664,26.8887,40.4214,46.3922,47.4042,24.2202,17.4718,-31.1792,38.9997,10.0000,80.0000,90.0000,30.0000,54.8684,52.4225,54.6333,51.7124,-53412532.4801,-64203300.0000
53.6325,53.1967,53.7545,53.6053,0.2408,0.0349,-0.2059,35.7594,54.5900,53.4037,50.6953,26.8625,17.9791,-8.1135,50.8075,0.0000,90.0000,95.0000,35.0000,54.8778,52.3871,54.6721,51.7214,-58631291.5348,-69772900.0000
53.5035,53.2180,53.7098,53.5684,0.2761,0.0100,-0.2661,58.6161,69.4212,63.4769,54.9213,28.9277,18.7121,97.6190,143.4550,10.0000,100.0000,100.0000,40.0000,54.8512,52.1559,54.7477,51.6883,-55170530.5967,-64622000.0000
53.2951,53.1264,53.4526,53.4317,0.2204,-0.1147,-0.3351,69.3946,77.0130,59.2248,52.6162,28.2411,19.3600,95.9986,125.7888,0.0000,100.0000,100.0000,45.0000,54.3468,52.2434,54.4564,51.7963,-47820118.0968,-72056900.0000
53.0541,53.1066,53.2627,53.3396,0.1751,-0.2152,-0.3903,80.2528,80.6495,50.9113,48.5788,28.8552,20.3198,95.9255,110.7805,0.0000,90.0000,95.0000,50.0000,54.1701,51.9382,54.3764,51.8369,-42634918.0968,-66871700.0000
52.9044,53.1013,53.2317,53.3330,0.1859,-0.2482,-0.4340,81.3916,77.3254,59.5602,51.9037,30.5632,21.0652,154.4759,145.0993,10.0000,100.0000,100.0000,55.0000,54.1836,51.6251,54.3669,51.8357,-45547605.8833,-71701600.0000
52.7655,53.0764,53.0347,53.2503,0.1209,-0.3595,-0.4805,80.3040,75.8301,52.6498,48.7211,30.8790,22.1045,199.1119,158.0495,20.0000,100.0000,100.0000,60.0000,53.7565,51.7745,54.2790,51.8738,-42160997.0834,-65383300.0000
52.6703,53.1084,52.9459,53.2310,0.0838,-0.4269,-0.5107,70.2807,76.4368,50.8500,47.9419,31.4462,23.1372,116.2830,28.9017,30.0000,80.0000,0.0000,65.0000,53.5641,51.7765,54.3796,51.8372,-47777239.7798,-72230500.0000
52.6174,53.1697,52.8735,53.2267,0.0416,-0.4900,-0.5317,76.9056,82.5932,44.8083,45.4207,33.9804,23.3250,99.6358,-10.9812,40.0000,0.0000,5.0000,70.0000,53.4205,51.8142,54.5773,51.7621,-49635496.1909,-75854100.0000
52.6588,53.2197,52.9008,53.2768,0.0316,-0.5105,-0.5421,82.1242,84.3761,49.2338,47.1846,36.0738,23.3849,92.8025,-17.5849,50.0000,10.0000,0.0000,75.0000,53.5254,51.7922,54.6351,51.8042,-52562511.2849,-80416800.0000
52.7002,53.3882,52.8401,53.2876,-0.0222,-0.5722,-0.5500,88.7498,78.3432,47.8063,46.5782,38.4000,23.4480,84.1620,-34.9829,60.0000,0.0000,5.0000,80.0000,53.6916,51.7087,55.4132,51.3632,-51381636.7509,-75278400.0000
52.7610,53.5356,52.7949,53.3133,-0.0850,-0.6294,-0.5444,82.2543,60.8995,43.6723,44.8332,38.9542,23.1339,20.0667,-58.0954,70.0000,0.0000,10.0000,85.0000,53.8940,51.6280,55.8478,51.2234,-55703418.7746,-79912600.0000
52.9325,53.6971,52.8235,53.3814,-0.1317,-0.6549,-0.5232,64.0256,41.0340,44.6603,45.2691,39.4387,22.7797,-12.2949,-66.9004,80.0000,0.0000,15.0000,90.0000,54.4196,51.4454,56.1878,51.2063,-56611543.3646,-84173800.0000
52.9577,53.7909,52.8324,53.4444,-0.1995,-0.6898,-0.4903,36.4187,27.8490,34.5990,41.1624,39.2576,22.2748,-68.0794,-96.3769,90.0000,10.0000,20.0000,95.0000,54.4423,51.4730,56.2783,51.3035,-57313643.3647,-88787600.0000
53.1591,53.9582,53.0402,53.6072,-0.1937,-0.6341,-0.4404,22.6576,26.0194,34.6407,41.1840,37.6062,21.4838,-129.3482,-131.3775,100.0000,20.0000,25.0000,100.0000,54.5580,51.7603,56.3626,51.5539,-61655469.7536,-94086100.0000
53.2982,54.1610,53.2927,53.7865,-0.1624,-0.5544,-0.3920,24.4707,25.8727,40.1594,43.9600,35.3158,20.5707,-130.0989,-121.3949,100.0000,30.0000,30.0000,100.0000,54.4193,52.1772,56.5219,51.8002,-62000340.5232,-101558300.0000
53.3873,54.3222,53.4178,53.8977,-0.1774,-0.5287,-0.3514,30.9299,22.8527,37.4773,42.8654,33.6265,19.8472,-119.7893,-107.4539,90.0000,40.0000,35.0000,95.0000,54.4536,52.3209,56.7102,51.9343,-55440939.8692,-94540200.0000
53.5465,54.4538,53.6256,54.0467,-0.1561,-0.4631,-0.3070,22.2175,20.4559,39.1393,43.7194,32.0225,19.1562,-162.3601,-116.0991,100.0000,0.0000,40.0000,100.0000,54.4938,52.5992,56.7081,52.1996,-59245493.7156,-88652200.0000
53.7220,54.5546,53.8219,54.1840,-0.1311,-0.3991,-0.2680,15.4108,29.7915,41.8536,45.1066,29.9818,18.3816,-92.5551,-96.9867,90.0000,10.0000,45.0000,95.0000,54.6587,52.7853,56.6697,52.4394,-65720893.7156,-95127600.0000
53.7805,54.6244,53.9678,54.2913,-0.1194,-0.3546,-0.2352,23.7394,39.9510,44.6399,46.5085,28.8030,17.8479,-146.5521,-122.9584,100.0000,0.0000,50.0000,100.0000,54.6407,52.9203,56.6414,52.6075,-59347739.5490,-103177900.0000
54.0762,54.5903,54.0524,54.3653,-0.1303,-0.3357,-0.2054,50.2242,45.6690,45.0552,46.7208,27.2516,17.2411,-73.5302,-95.8916,70.0000,10.0000,55.0000,5.0000,55.9286,52.2238,56.6974,52.4833,-55397682.8643,-96523300.0000
54.3102,54.6342,54.1413,54.4404,-0.1405,-0.3133,-0.1728,45.8894,33.0597,49.7177,49.1050,26.7192,16.8884,-38.7036,-67.3886,80.0000,20.0000,60.0000,10.0000,56.4571,52.1633,56.6974,52.5710,-50390826.6155,-89240600.0000
54.4616,54.6498,54.0881,54.4467,-0.2165,-0.3542,-0.1377,40.8933,22.5638,39.2628,44.0959,26.7201,16.6474,-37.2234,-62.1644,90.0000,30.0000,65.0000,15.0000,56.8110,52.1122,56.7098,52.5898,-47836904.9286,-82817100.0000
54.6241,54.7180,54.3221,54.5953,-0.1808,-0.2643,-0.0835,12.3964,13.2591,44.7206,46.9594,26.7210,16.3937,-85.4037,-119.3231,100.0000,40.0000,70.0000,20.0000,56.7725,52.4757,56.6457,52.7903,-52955067.6020,-89021800.0000
54.7574,54.7375,54.4132,54.6672,-0.1967,-0.2351,-0.0383,14.4019,14.8237,39.3841,44.5523,25.0119,15.7897,-93.8916,-111.0395,90.0000,50.0000,75.0000,25.0000,56.8778,52.6369,56.6400,52.8351,-47095967.6020,-83162700.0000
55.0238,54.7684,54.6617,54.8116,-0.1423,-0.1314,0.0108,12.9791,25.2573,41.2714,45.5867,23.1129,15.1538,-118.6470,-123.8344,100.0000,60.0000,80.0000,30.0000,57.0075,53.0401,56.5947,52.9421,-47608159.9099,-88489500.0000
55.2572,54.8428,54.8931,54.9371,-0.0768,-0.0304,0.0464,17.0902,42.5212,43.9234,47.0393,21.0030,14.4846,-121.7399,-103.2295,100.0000,70.0000,85.0000,35.0000,57.0667,53.4476,56.5957,53.0899,-42180663.3582,-79745200.0000
55.3611,54.9013,55.0750,55.0278,-0.0129,0.0527,0.0656,45.7026,62.9846,46.4160,48.3997,19.2291,13.9447,-102.8463,-52.8933,90.0000,80.0000,90.0000,40.0000,56.9983,53.7240,56.6256,53.1770,-38489594.5053,-72709100.0000
55.3871,54.9371,55.2033,55.0836,0.0462,0.1150,0.0688,64.7707,68.5148,41.0931,45.7633,18.1743,13.6281,-138.1579,-84.1228,100.0000,90.0000,95.0000,45.0000,56.9762,53.7981,56.6560,53.2181,-40710720.4312,-81276300.0000
55.4684,54.9842,55.5263,55.2240,0.2117,0.2690,0.0573,78.4804,60.2376,61.7285,55.9106,16.8663,13.2642,98.0861,139.5972,0.0000,100.0000,100.0000,50.0000,56.7717,54.1651,56.6201,53.3483,-42775619.0414,-67760600.0000
55.1044,54.9176,55.3000,55.0850,0.1727,0.1770,0.0043,62.2933,47.5466,57.9740,53.9950,17.7208,13.8810,102.1842,157.0434,10.0000,100.0000,100.0000,55.0000,56.9302,53.2786,56.3946,53.4405,-47269313.9570,-76598200.0000
54.9582,54.8184,55.1462,54.9895,0.1522,0.1133,-0.0388,39.9390,45.5136,57.3088,53.6574,18.7159,14.5195,84.0601,132.9508,20.0000,60.0000,80.0000,60.0000,56.7088,53.2075,56.2594,53.3775,-47671537.6859,-84508600.0000
54.8379,54.7583,54.9798,54.8942,0.1171,0.0403,-0.0769,40.4074,59.3542,47.9100,49.1693,20.4339,15.0423,13.9840,40.0993,30.0000,70.0000,85.0000,65.0000,56.4763,53.1995,56.1123,53.4043,-41216337.6859,-90963800.0000
54.8119,54.7811,55.0509,54.9189,0.1784,0.0722,-0.1062,56.1945,74.3952,52.8724,51.4098,20.8908,15.1013,-9.7964,6.7744,40.0000,80.0000,90.0000,70.0000,56.4690,53.1549,56.1429,53.4192,-43512388.3187,-95498500.0000
54.7177,54.7080,55.0078,54.8846,0.2031,0.0523,-0.1508,81.4606,84.7347,59.6712,54.2817,21.2889,15.1399,89.9129,131.9268,50.0000,90.0000,95.0000,0.0000,56.3727,53.0627,56.1185,53.2974,-40809076.3186,-87989300.0000
54.5130,54.5861,54.7963,54.7714,0.1549,-0.0466,-0.2015,85.5305,83.8203,59.6287,54.2597,23.6223,15.6037,161.6451,192.6318,60.0000,100.0000,100.0000,0.0000,56.0009,53.0251,55.9638,53.2084,-39646061.6514,-81279600.0000
54.4285,54.3882,54.5392,54.6470,0.0687,-0.1715,-0.2403,87.2131,75.2104,54.0046,51.3838,25.6631,16.2027,223.2947,183.0226,70.0000,100.0000,100.0000,5.0000,55.6521,53.2049,56.0344,52.7419,-41754641.1386,-87153500.0000
54.4415,54.3053,54.4113,54.5978,0.0144,-0.2431,-0.2574,78.7175,60.8794,51.4070,50.1134,28.3617,16.7280,43.6444,46.9486,80.0000,0.0000,50.0000,10.0000,55.6964,53.1866,55.9637,52.6469,-46163267.4544,-94768400.0000
54.4870,54.2972,54.3344,54.5810,-0.0335,-0.2945,-0.2610,59.7007,49.8647,50.0214,49.4286,28.6444,16.6110,77.5730,84.7859,90.0000,10.0000,55.0000,15.0000,55.8152,53.1587,55.9483,52.6461,-45491726.1317,-91758900.0000
54.5000,54.2988,54.2838,54.5829,-0.0833,-0.3360,-0.2527,44.2198,44.7984,36.0776,43.1243,29.2848,16.5636,-105.6998,-41.6364,100.0000,20.0000,60.0000,20.0000,55.8334,53.1665,55.9510,52.6467,-49919926.1317,-97768600.0000
54.7307,54.3937,54.5901,54.7596,0.0165,-0.2153,-0.2318,45.6736,42.9711,47.8592,48.7890,27.3517,15.9984,-104.5711,-32.0908,70.0000,30.0000,0.0000,25.0000,55.5971,53.8643,55.9286,52.8588,-55347313.7429,-103554400.0000
54.6787,54.5594,54.6035,54.7838,0.0124,-0.2236,-0.2360,44.5018,33.6931,49.3084,49.4056,26.2980,15.6950,-32.6460,4.3296,80.0000,40.0000,5.0000,30.0000,55.6438,53.7136,56.7098,52.4091,-47396413.7429,-95603500.0000
54.6787,54.6667,54.5838,54.7934,-0.0083,-0.2474,-0.2391,38.7377,33.0275,46.6935,48.2882,25.9841,15.5803,-11.3877,-3.7242,90.0000,50.0000,10.0000,35.0000,55.6438,53.7136,57.0357,52.2977,-44131457.7985,-91070600.0000
54.7502,54.7924,54.6247,54.8348,-0.0075,-0.2445,-0.2370,17.8396,38.8848,45.8556,47.9239,25.0188,15.3478,-131.0202,-58.7157,100.0000,60.0000,15.0000,40.0000,55.7280,53.7724,57.3509,52.2340,-50260688.5678,-97445000.0000
54.6982,54.9241,54.6963,54.8908,0.0079,-0.2273,-0.2351,42.5051,60.5143,42.6079,46.4919,23.4592,15.0136,-65.3766,-35.4219,0.0000,70.0000,20.0000,45.0000,55.8116,53.5848,57.6344,52.2137,-46856843.1567,-91897000.0000
54.6592,54.9748,54.8705,54.9938,0.0748,-0.1623,-0.2371,56.3098,72.6136,51.0611,50.5410,22.4886,14.8626,-22.6990,-35.3427,0.0000,80.0000,25.0000,50.0000,55.9000,53.4185,57.6452,52.3043,-47732364.9610,-96959800.0000
54.3479,55.0060,54.8176,54.9818,0.0571,-0.1987,-0.2558,82.7280,81.6543,52.1233,51.0228,21.5326,14.7355,94.9303,13.8973,10.0000,90.0000,30.0000,55.0000,56.3253,52.3705,57.6964,52.3155,-42877288.0380,-90648200.0000
54.1692,55.0466,54.7227,54.9541,0.0139,-0.2562,-0.2701,78.8030,78.3956,51.9089,50.9170,22.5017,15.0869,93.3793,4.2976,20.0000,100.0000,35.0000,60.0000,56.1128,52.2255,57.7745,52.3187,-40930015.3104,-102548200.0000
54.1074,55.0732,54.6139,54.9269,-0.0490,-0.3226,-0.2735,83.4318,77.0403,48.5944,49.2500,23.5785,15.4568,82.1259,-15.4534,30.0000,100.0000,40.0000,65.0000,55.9512,52.2636,57.8175,52.3290,-34574067.2083,-95271100.0000
54.0977,55.1522,54.5965,54.9516,-0.0884,-0.3497,-0.2613,72.9519,74.8561,51.8080,50.8920,24.2868,15.7446,84.5580,-16.3541,40.0000,0.0000,45.0000,70.0000,55.9300,52.2653,57.9386,52.3658,-38568567.7726,-101212500.0000
54.0567,55.2529,54.4596,54.9241,-0.1929,-0.4321,-0.2392,74.7373,73.9460,44.1163,47.0109,25.7425,16.2082,56.3518,-36.9314,50.0000,0.0000,0.0000,75.0000,55.8039,52.3095,58.1828,52.3231,-37802432.9908,-95338800.0000
54.4402,55.4664,54.5596,55.0204,-0.2176,-0.4086,-0.1910,76.8792,68.0245,48.0323,49.1034,26.7762,16.5684,-10.5752,-65.1510,60.0000,10.0000,0.0000,80.0000,57.3042,51.5761,58.6169,52.3160,-43969927.9911,-101830900.0000
54.6547,55.6403,54.5300,55.0549,-0.3056,-0.4421,-0.1366,70.2214,51.2311,50.5313,50.4232,27.5571,16.8656,9.8589,-42.7896,70.0000,20.0000,0.0000,85.0000,57.8627,51.4466,58.9788,52.3018,-39786922.3732,-96103400.0000
54.8347,55.8093,54.4001,55.0486,-0.4614,-0.5215,-0.0602,56.9728,32.7852,41.9600,46.0809,29.4412,17.4464,-23.4926,-70.0203,80.0000,30.0000,5.0000,90.0000,58.3162,51.3532,59.3597,52.2588,-36671109.7849,-89031000.0000
55.1499,56.0052,54.5373,55.1819,-0.5348,-0.4796,0.0552,26.4991,16.1957,40.1386,45.1910,30.4387,17.8055,-71.4323,-124.1921,90.0000,40.0000,10.0000,95.0000,58.7616,51.5382,59.5190,52.4915,-44587077.5268,-98846800.0000
55.2903,56.1742,54.7629,55.3566,-0.5816,-0.3927,0.1889,14.8835,10.6152,28.2294,39.6302,29.7400,17.7868,-104.4248,-164.2506,100.0000,50.0000,15.0000,100.0000,58.7438,51.8368,59.5149,52.8335,-40893416.7092,-89950800.0000
55.6640,56.3984,55.3779,55.7104,-0.4548,-0.1205,0.3343,7.2045,15.5354,34.0701,43.6592,27.4450,17.4508,-146.2844,-208.6328,100.0000,60.0000,20.0000,100.0000,58.3291,52.9990,59.1343,53.6626,-50649716.7092,-99707100.0000
55.9240,56.5323,55.8047,55.9475,-0.3682,0.0798,0.4480,9.7575,30.4546,39.8403,47.2053,24.9113,17.1034,-146.6035,-189.0560,100.0000,70.0000,25.0000,100.0000,58.1481,53.6999,58.9192,54.1454,-37367158.3021,-84546200.0000
56.0390,56.6282,56.0736,56.0899,-0.3216,0.2184,0.5400,29.6443,50.9770,39.8403,47.2053,23.2170,17.1596,-111.9885,-146.0456,90.0000,80.0000,30.0000,95.0000,58.0883,53.9897,58.8440,54.4124,-23941614.3022,-69289900.0000
56.2067,56.6978,56.4022,56.2473,-0.2282,0.3922,0.6204,51.9622,66.1288,40.8653,47.8466,22.9838,17.7604,-154.3794,-184.0965,100.0000,90.0000,35.0000,100.0000,58.0163,54.3971,58.7339,54.6616,-21186768.2838,-80024300.0000
56.4491,56.7861,56.7576,56.3993,-0.0903,0.5871,0.6775,71.3247,74.9031,61.7928,58.9795,22.7246,18.3928,78.7736,27.2143,60.0000,0.0000,40.0000,0.0000,58.0825,54.8158,58.6300,54.9423,-12321996.2852,-58917700.0000
56.4927,56.6332,56.5160,56.2472,-0.1823,0.5177,0.7001,75.0994,70.8139,54.9099,55.7392,22.8157,18.3186,69.8071,42.1910,70.0000,0.0000,45.0000,5.0000,58.2877,54.6977,58.6036,54.6629,-5297775.5198,-51220500.0000
56.6259,56.5583,56.4446,56.1851,-0.2215,0.5241,0.7456,78.2851,59.9964,55.6079,56.0649,23.4391,18.3517,31.0884,28.5447,80.0000,0.0000,50.0000,10.0000,58.6822,54.5696,58.6045,54.5120,-5046385.2754,-57404700.0000
56.7839,56.4911,56.3401,56.1083,-0.2842,0.5168,0.8010,59.0572,40.5212,55.7674,56.1429,24.2452,18.4112,28.7022,45.6643,90.0000,10.0000,55.0000,15.0000,59.1273,54.4404,58.5739,54.4082,264278.7530,-50505800.0000
56.8606,56.4125,56.2080,56.0213,-0.3742,0.4979,0.8721,42.6468,28.0816,39.7463,49.2398,24.8143,18.3990,-34.1414,-17.0130,100.0000,20.0000,60.0000,0.0000,59.2680,54.4531,58.5406,54.2844,5093743.3687,-43965900.0000
57.0581,56.3925,56.4928,56.1365,-0.2947,0.6710,0.9656,19.8597,18.5790,45.7282,52.3830,26.3471,18.5928,-95.6996,-77.5831,70.0000,30.0000,65.0000,5.0000,59.0938,55.0224,58.5826,54.2024,-1182155.7463,-51129300.0000
57.1329,56.3699,56.6618,56.1791,-0.2392,0.8001,1.0393,21.7382,20.2087,48.3700,53.6961,27.7135,19.3611,-78.3483,-30.5817,80.0000,40.0000,70.0000,10.0000,59.0176,55.2481,58.5959,54.1438,2052216.0195,-45942100.0000
57.1407,56.3128,56.7961,56.1919,-0.1789,0.9202,1.0991,14.1391,29.1599,45.6575,52.6128,30.1881,19.9246,-98.0659,-46.4449,90.0000,50.0000,75.0000,15.0000,59.0081,55.2732,58.6248,54.0008,4814228.0190,-39664800.0000
57.2174,56.2905,57.0296,56.2389,-0.0519,1.0919,1.1438,24.7487,47.5817,49.6165,54.6629,31.9214,20.7061,-105.4552,-37.4035,100.0000,60.0000,80.0000,0.0000,58.9035,55.5312,58.6324,53.9486,-1926771.9810,-46405800.0000
57.1888,56.1808,57.1980,56.2355,0.0847,1.2415,1.1568,48.5917,66.9079,57.8032,58.5998,33.8473,21.5288,-56.0053,19.8197,30.0000,70.0000,85.0000,5.0000,58.9462,55.4315,58.7135,53.6482,-85997.0870,-39073900.0000
57.1232,56.0572,57.1916,56.1311,0.1815,1.3171,1.1356,69.4045,78.8523,69.1137,63.3786,37.2541,21.8699,70.7113,117.6855,0.0000,80.0000,90.0000,0.0000,58.9185,55.3278,58.6149,53.4995,6928969.9029,-31775500.0000
56.7738,55.7995,56.9497,55.9049,0.1971,1.2873,1.0902,82.7274,85.0499,68.5322,63.0784,35.8162,21.1552,108.3536,147.0255,10.0000,90.0000,95.0000,5.0000,58.8676,54.6799,58.4465,53.1524,13179157.1384,-24943900.0000
56.4906,55.5956,56.6786,55.6665,0.2008,1.2418,1.0410,84.4249,81.0258,72.1269,64.5568,34.0829,20.3791,116.8580,144.8988,20.0000,100.0000,100.0000,0.0000,58.5177,54.4634,58.1056,53.0856,6964119.6384,-32046800.0000
56.1983,55.2681,56.2751,55.3689,0.1417,1.1325,0.9908,87.9975,72.9744,68.4983,62.5206,32.1569,19.5621,183.0565,182.5581,30.0000,100.0000,100.0000,0.0000,57.7792,54.6173,57.8865,52.6497,11763100.5904,-24294600.0000
55.9645,54.9293,55.9581,55.1233,0.1020,1.0573,0.9553,70.6551,64.2328,64.2787,60.3381,30.2392,18.7640,157.7819,147.5351,0.0000,100.0000,100.0000,5.0000,57.2510,54.6779,57.9265,51.9321,4445704.4866,-32962900.0000
55.7269,54.6824,55.7483,54.9361,0.0975,1.0273,0.9299,60.2708,62.7269,61.8482,59.1437,28.7591,18.1003,90.5995,103.5997,10.0000,70.0000,85.0000,0.0000,57.1070,54.3468,57.8000,51.5648,-1966771.4396,-41408600.0000
55.6069,54.4242,55.5858,54.7736,0.1117,1.0171,0.9055,61.7724,68.9670,59.8430,58.1679,28.6191,17.7611,28.2304,70.2701,20.0000,80.0000,90.0000,5.0000,56.9109,54.3028,57.7520,51.0965,-6753386.8243,-47631200.0000
55.4849,54.2027,55.4637,54.6302,0.1468,1.0244,0.8776,66.1376,74.7544,63.1098,59.6490,29.5982,17.6387,95.1299,98.6202,30.0000,90.0000,95.0000,10.0000,56.7966,54.1733,57.6336,50.7718,-3752487.7955,-40443000.0000
55.3636,53.9922,55.2307,54.4321,0.1396,0.9804,0.8409,78.9910,77.5634,60.3958,58.2400,29.0900,17.2069,141.1831,109.0173,0.0000,100.0000,100.0000,15.0000,56.4831,54.2441,57.3463,50.6380,1145886.2502,-33688400.0000
55.1729,53.8721,55.0628,54.2685,0.1576,0.9635,0.8060,79.1346,72.8745,65.1888,60.4674,28.5252,16.7523,167.8259,110.0998,10.0000,100.0000,100.0000,20.0000,56.4427,53.9030,57.1017,50.6426,-1021860.7579,-41148000.0000
54.9912,53.7148,54.7278,54.0262,0.1020,0.8685,0.7666,74.5645,67.4421,55.4707,55.5306,26.8236,16.0694,160.1654,105.7054,0.0000,100.0000,100.0000,25.0000,55.8686,54.1139,56.7007,50.7290,6610639.2421,-33515500.0000
54.8251,53.6457,54.7148,53.9462,0.1752,0.9163,0.7411,64.9245,62.6880,60.1412,57.6444,25.2864,15.4424,79.7790,87.3622,10.0000,80.0000,90.0000,30.0000,56.2517,53.3986,56.5929,50.6985,-1771260.7579,-41897400.0000
54.7006,53.4706,54.5764,53.7998,0.2105,0.9078,0.6973,62.8373,62.0691,62.1354,58.5409,24.8244,15.0835,47.0435,82.5629,0.0000,90.0000,95.0000,0.0000,56.1438,53.2573,56.4111,50.5300,-6364758.4853,-49383100.0000
54.3379,53.2383,54.3554,53.6133,0.2153,0.8599,0.6446,60.3022,64.3385,61.1036,57.9892,24.9108,14.8388,101.8193,110.4493,0.0000,100.0000,100.0000,5.0000,56.4095,52.2663,56.2121,50.2645,-1673147.3747,-40938200.0000
53.8942,53.0411,54.1313,53.4291,0.2166,0.8075,0.5908,63.0677,73.7012,56.8362,55.7329,24.4971,14.4787,57.5930,92.8135,10.0000,60.0000,80.0000,10.0000,56.6761,51.1123,55.9473,50.1349,-873406.5845,-49621100.0000
53.6379,52.9438,54.0434,53.3135,0.2773,0.8140,0.5367,69.6456,82.4213,62.3744,58.4129,25.0538,14.3293,47.7666,91.4392,0.0000,70.0000,85.0000,15.0000,56.6055,50.6704,55.7739,50.1137,-4664487.4364,-55984700.0000
53.2416,52.7991,53.7688,53.1066,0.2665,0.7338,0.4673,88.3903,89.5255,60.7110,57.4751,25.2904,14.0918,81.7600,135.6045,10.0000,80.0000,90.0000,20.0000,56.2842,50.1989,55.4253,50.1729,1934925.2395,-49194000.0000
52.9204,52.7456,53.5139,52.9162,0.2571,0.6578,0.4007,89.2280,88.4403,63.3673,58.8023,24.3159,13.5837,108.9327,173.6776,20.0000,90.0000,95.0000,25.0000,55.8647,49.9762,55.2372,50.2540,1546098.1367,-43250500.0000
52.6207,52.6405,53.1173,52.6654,0.1758,0.5123,0.3365,90.9582,88.9468,58.1114,55.7060,22.6938,12.9377,111.2063,159.4451,30.0000,100.0000,100.0000,30.0000,55.1107,50.1307,54.8543,50.4267,-2452085.0311,-50335000.0000
52.5714,52.6113,52.9035,52.5166,0.1507,0.4433,0.2925,85.1346,84.8361,62.5818,57.9967,20.8915,12.2576,104.8990,123.5364,40.0000,100.0000,0.0000,35.0000,54.9615,50.1813,54.7630,50.4596,-9622824.9156,-59877600.0000
52.4384,52.5581,52.4924,52.2811,0.0252,0.2800,0.2548,90.7476,75.6934,55.0750,53.6244,19.9733,11.8464,128.9958,113.1682,50.0000,100.0000,5.0000,40.0000,54.4452,50.4316,54.5413,50.5749,-5391600.8029,-53174200.0000
52.4663,52.5523,52.3517,52.1922,-0.0151,0.2334,0.2485,78.6263,55.7597,61.6868,56.9686,19.0343,11.4358,137.2509,115.0734,60.0000,100.0000,10.0000,45.0000,54.5178,50.4148,54.5295,50.5751,-13211793.2324,-61976300.0000
52.2406,52.5104,51.9650,51.9922,-0.1803,0.0720,0.2523,57.7064,33.5772,49.5864,50.4467,16.8888,10.7491,83.0648,41.3348,0.0000,20.0000,15.0000,50.0000,54.0033,50.4778,54.3884,50.6324,-4241211.3042,-72767000.0000
52.1387,52.5880,51.9695,51.9972,-0.2137,0.0837,0.2974,30.9463,20.4723,41.7304,46.8144,15.4993,10.3255,-45.3252,-83.2739,10.0000,30.0000,20.0000,0.0000,54.0679,50.2095,54.4940,50.6819,-17334450.1572,-86380500.0000
52.1880,52.5717,52.2013,52.1099,-0.1497,0.2011,0.3508,12.0790,19.1091,48.6895,50.3904,16.3561,10.5085,-35.3891,-91.1565,20.0000,40.0000,25.0000,5.0000,54.0131,50.3629,54.5386,50.6049,-26340450.1572,-95386500.0000
52.2496,52.5182,52.2540,52.1253,-0.1459,0.2423,0.3882,18.3917,29.0375,43.3781,48.0335,16.9540,10.6179,-84.2371,-124.5405,30.0000,50.0000,30.0000,0.0000,54.0820,50.4173,54.6030,50.4334,-20366985.3682,-87813000.0000
52.3567,52.4173,52.4625,52.2105,-0.0673,0.3574,0.4247,26.8566,41.1698,45.9464,49.3704,17.7780,11.0914,-71.6491,-84.3799,40.0000,60.0000,35.0000,0.0000,54.0800,50.6333,54.8852,49.9495,-24298471.0835,-94693100.0000
52.5708,52.2730,52.6310,52.2638,0.0180,0.4595,0.4415,41.8643,54.4240,50.0346,51.4568,19.2318,11.6247,-68.4907,-42.2227,50.0000,0.0000,40.0000,5.0000,54.4425,50.6991,55.1879,49.3581,-16403096.6752,-86149900.0000
52.6603,52.1173,52.7042,52.2598,0.0854,0.5224,0.4370,54.7886,58.4620,60.4534,56.3232,20.8022,12.1965,7.7323,21.8188,60.0000,10.0000,45.0000,10.0000,54.5574,50.7632,55.3272,48.9074,-19907972.0115,-78092300.0000
52.6512,51.9502,52.5082,52.1202,0.0486,0.4643,0.4157,66.6191,50.5696,59.4949,55.8220,21.7455,12.3093,-7.1775,24.3796,70.0000,0.0000,50.0000,15.0000,54.5313,50.7711,55.1847,48.7158,-12501219.5580,-69210900.0000
52.6778,51.7349,52.3047,51.9829,-0.0037,0.3998,0.4036,53.9782,31.0299,59.3886,55.7642,23.1207,12.5111,42.1503,63.6543,80.0000,10.0000,55.0000,20.0000,54.6077,50.7479,55.1184,48.3513,-8885741.4709,-60225900.0000
52.6382,51.5623,52.0603,51.8333,-0.0908,0.3137,0.4045,31.1116,16.7618,49.8297,50.8288,22.6027,12.2307,-20.2852,34.3508,90.0000,20.0000,60.0000,25.0000,54.5226,50.7539,54.9396,48.1849,-1436966.3298,-69849500.0000
52.7803,51.4585,52.1105,51.8332,-0.0680,0.3592,0.4272,7.9999,12.2550,42.8225,47.6168,23.3010,12.2818,-150.3033,-23.5852,100.0000,30.0000,65.0000,30.0000,54.6144,50.9462,54.9225,47.9945,-6357306.9090,-79549600.0000
