SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD-10-10,MACD_Signal-10-10,MACD_Hist-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Lower Band-10-10,Real Middle Band-10-10,Real Lower Band-20-20,Real Middle Band-20-20,Chaikin A/D,OBV
34.9910,34.9169,35.3368,35.1974,0.2114,0.0837,-0.1277,90.8531,89.4083,69.7133,60.5761,35.8588,18.3187,106.9045,121.7739,0.0000,100.0000,0.0000,40.0000,36.6024,33.3795,36.4254,33.4084,460761428.9822,128418350.0000
34.7953,34.9335,35.1390,35.0890,0.1736,-0.0069,-0.1806,89.2460,83.8380,66.7395,58.6504,34.0038,17.8001,137.9816,111.3715,0.0000,90.0000,0.0000,45.0000,36.2238,33.3669,36.5051,33.3619,460372213.9381,124420050.0000
34.6021,34.9651,34.9548,34.9965,0.1278,-0.0962,-0.2240,88.1259,74.1188,67.1535,58.8409,32.5155,17.4534,187.5758,93.8562,0.0000,100.0000,0.0000,50.0000,35.8558,33.3483,36.6406,33.2895,462083131.5840,126843850.0000
34.4245,35.0009,34.7256,34.8923,0.0454,-0.2106,-0.2559,74.1423,61.3141,60.0990,54.3840,30.8619,17.0883,191.5917,31.4843,10.0000,100.0000,5.0000,55.0000,35.2854,33.5636,36.7890,33.2128,449861129.9564,113052050.0000
34.3083,35.0647,34.5726,34.8374,-0.0280,-0.2952,-0.2673,60.0882,52.9110,51.8734,49.8195,30.4356,17.1710,188.0661,-12.5608,20.0000,100.0000,10.0000,60.0000,34.8626,33.7541,36.9929,33.1365,449412209.9576,104821850.0000
34.2776,35.1508,34.4979,34.8299,-0.0872,-0.3475,-0.2603,49.7117,49.6242,42.3180,45.1655,31.6874,17.7443,116.4384,-42.8231,30.0000,0.0000,15.0000,65.0000,34.7177,33.8375,37.1937,33.1079,445893137.3073,97843350.0000
34.3023,35.2369,34.5070,34.8692,-0.1248,-0.3632,-0.2385,48.9331,47.5332,46.2883,47.1600,35.2000,18.5045,78.1618,-50.4111,40.0000,0.0000,20.0000,70.0000,34.8034,33.8012,37.3006,33.1732,449601687.3083,90426250.0000
34.3709,35.3133,34.4700,34.8898,-0.1928,-0.4001,-0.2073,50.2278,40.2396,32.1181,41.0455,39.1029,19.3047,-18.6001,-71.6663,50.0000,10.0000,25.0000,75.0000,35.1612,33.5807,37.4010,33.2256,457079395.6427,82268750.0000
34.4666,35.4276,34.5438,34.9689,-0.2277,-0.3867,-0.1591,43.4386,31.9953,32.5523,41.3006,40.1939,19.4787,-42.0437,-84.5442,60.0000,0.0000,30.0000,80.0000,35.3475,33.5858,37.4957,33.3596,461836916.4777,75552250.0000
34.6141,35.5273,34.6273,35.0532,-0.2650,-0.3671,-0.1022,27.0525,22.6808,26.6630,38.9208,41.4062,19.6618,-67.3704,-102.9467,70.0000,0.0000,35.0000,85.0000,35.7126,33.5156,37.5341,33.5204,463345125.2682,66402450.0000
34.8429,35.6230,34.7735,35.1673,-0.2807,-0.3166,-0.0359,25.4947,18.7402,30.2668,41.3328,41.3631,19.5927,-65.2095,-108.5692,80.0000,0.0000,40.0000,90.0000,36.2251,33.4606,37.5020,33.7440,464843396.9091,77556250.0000
35.0716,35.7037,34.8853,35.2617,-0.3123,-0.2781,0.0342,15.4954,12.1509,22.9566,38.5090,41.3152,19.5199,-98.1597,-146.0643,90.0000,0.0000,45.0000,95.0000,36.7290,33.4143,37.4792,33.9282,468770990.1300,65969850.0000
35.3281,35.7958,35.0741,35.3907,-0.3133,-0.2010,0.1123,15.2306,11.1048,24.6887,39.8645,39.6533,19.1379,-97.1322,-153.2035,100.0000,0.0000,50.0000,100.0000,37.0569,33.5993,37.3983,34.1933,477753890.1300,74952750.0000
35.5773,35.8798,35.2660,35.5150,-0.3081,-0.1174,0.1906,5.7267,12.2361,25.1001,40.1888,37.8069,18.7359,-127.3263,-203.7067,100.0000,10.0000,55.0000,100.0000,37.3082,33.8464,37.3077,34.4519,469910464.5986,64420150.0000
35.8211,35.9632,35.4913,35.6479,-0.2810,-0.0134,0.2677,12.3571,17.3826,28.6617,42.9391,35.8498,18.3515,-114.1871,-188.8560,100.0000,20.0000,60.0000,100.0000,37.4185,34.2237,37.1804,34.7460,479772246.6125,77231250.0000
36.0239,36.0036,35.6891,35.7581,-0.2538,0.0841,0.3379,18.6246,18.4931,29.7763,43.7732,34.8569,18.4057,-127.6409,-180.2540,100.0000,30.0000,65.0000,100.0000,37.4571,34.5908,37.0832,34.9241,490172750.6936,90298550.0000
36.1714,36.0474,35.9080,35.8690,-0.2045,0.1969,0.4014,21.1662,19.9248,38.3916,49.6476,34.4172,18.6960,-111.5452,-107.1142,90.0000,40.0000,70.0000,95.0000,37.3025,35.0404,36.9726,35.1221,492661710.6913,102743350.0000
36.2557,36.0553,36.0298,35.9226,-0.1814,0.2711,0.4525,15.6884,26.7884,31.1549,46.9157,35.4600,19.4896,-185.7373,-137.7501,100.0000,50.0000,75.0000,0.0000,37.2496,35.2618,36.9593,35.1512,491962417.0741,94526650.0000
36.3886,36.0809,36.2375,36.0097,-0.1090,0.3889,0.4979,22.9196,45.6546,39.8726,52.5137,34.9898,20.0238,-226.4672,-90.2633,100.0000,60.0000,80.0000,5.0000,37.0130,35.7643,36.8996,35.2622,479850034.7987,108394450.0000
36.4404,36.0540,36.3696,36.0483,-0.0473,0.4778,0.5251,41.7572,67.6582,55.5545,60.1572,35.3598,20.8822,-25.7982,54.9985,0.0000,70.0000,85.0000,10.0000,36.8617,36.0191,36.9594,35.1485,482428609.1769,120874750.0000
36.4031,36.0146,36.3947,36.0264,-0.0151,0.5218,0.5369,72.2868,85.9661,67.2176,64.5313,36.2136,20.6746,20.5485,77.3634,0.0000,80.0000,90.0000,15.0000,36.9343,35.8719,36.9493,35.0800,485736381.9068,128151850.0000
36.3357,35.9714,36.3584,35.9704,-0.0010,0.5397,0.5407,88.9307,89.8872,69.0440,65.1614,37.1038,20.4462,65.8029,106.2719,10.0000,90.0000,95.0000,20.0000,36.9375,35.7340,36.8812,35.0615,490948540.4458,135045350.0000
36.2636,35.9116,36.3047,35.9042,0.0095,0.5505,0.5410,96.6808,85.3704,73.4034,66.6633,37.5430,20.1118,133.7845,151.6876,0.0000,100.0000,100.0000,25.0000,36.8937,35.6334,36.8054,35.0178,489439820.1932,141318450.0000
36.1824,35.8493,36.2163,35.8201,0.0072,0.5458,0.5386,84.0501,74.5789,73.2244,66.5772,35.9161,19.4165,165.8801,176.3918,0.0000,100.0000,100.0000,30.0000,36.7735,35.5912,36.6857,35.0130,486957120.1932,138835750.0000
36.1053,35.8051,36.1110,35.7285,-0.0037,0.5331,0.5368,75.3803,70.9578,72.3881,66.1621,33.8632,18.6463,133.3390,162.5633,0.0000,100.0000,100.0000,35.0000,36.6053,35.6054,36.5471,35.0632,483091760.9346,132696650.0000
35.9833,35.7537,35.9956,35.6336,-0.0224,0.5152,0.5377,64.3063,72.1242,65.0121,62.8770,31.7531,17.8811,75.4535,119.2605,10.0000,80.0000,90.0000,40.0000,36.5064,35.4603,36.3957,35.1118,476390269.6840,125352550.0000
35.9233,35.7177,35.9549,35.5763,-0.0124,0.5309,0.5433,73.1869,76.2722,65.8565,63.1878,30.9530,17.4388,100.9626,147.1096,20.0000,90.0000,95.0000,45.0000,36.4797,35.3669,36.3408,35.0946,473214752.0372,131350750.0000
35.8548,35.6661,35.8999,35.5103,-0.0056,0.5408,0.5464,78.8793,77.0141,73.7984,66.0429,29.3196,16.8582,146.6060,185.8271,0.0000,100.0000,100.0000,50.0000,36.4252,35.2845,36.2910,35.0411,470793615.1958,125600550.0000
35.7732,35.5974,35.7833,35.4141,-0.0248,0.5229,0.5478,76.7503,72.5338,69.9075,64.2128,27.4960,16.2457,153.6346,182.6923,10.0000,100.0000,100.0000,0.0000,36.2128,35.3336,36.1740,35.0207,472267907.2308,132264350.0000
35.6676,35.5343,35.6995,35.3356,-0.0346,0.5194,0.5540,75.4126,68.3489,65.0199,62.1890,26.3854,15.8102,111.2756,142.7833,20.0000,60.0000,80.0000,0.0000,36.1851,35.1501,36.1264,34.9423,468181066.8042,125640850.0000
35.6262,35.4536,35.6585,35.2778,-0.0271,0.5355,0.5626,65.4386,64.2687,65.0199,62.1890,26.3093,15.5840,79.5544,95.7523,30.0000,70.0000,85.0000,0.0000,36.1338,35.1185,36.2409,34.6663,464667361.1686,119839150.0000
35.6070,35.3315,35.6083,35.2140,-0.0212,0.5482,0.5694,64.1954,63.2370,64.9196,62.1470,26.2247,15.3459,143.8422,109.7419,40.0000,80.0000,90.0000,0.0000,36.0880,35.1260,36.4859,34.1770,467384342.2205,124213950.0000
35.5596,35.2025,35.5484,35.1440,-0.0176,0.5571,0.5747,63.1720,65.0815,65.2565,62.2784,25.7912,15.0368,138.9425,81.8623,50.0000,90.0000,95.0000,0.0000,36.0171,35.1020,36.6286,33.7763,464536449.1987,118382550.0000
35.5163,35.0713,35.4724,35.0655,-0.0200,0.5591,0.5791,62.3436,65.8677,66.0274,62.5928,25.3095,14.7114,146.4361,72.3400,60.0000,100.0000,100.0000,5.0000,35.9192,35.1135,36.6897,33.4529,467475614.4146,110871350.0000
35.5049,34.9627,35.3729,34.9755,-0.0336,0.5505,0.5841,69.7289,63.1493,58.5316,59.2723,24.7743,14.3688,11.9347,52.0021,70.0000,10.0000,55.0000,10.0000,35.8657,35.1442,36.6295,33.2959,472260169.9710,118470350.0000
35.5241,34.8667,35.3646,34.9298,-0.0090,0.5835,0.5925,65.5307,50.5147,62.6284,60.9659,25.9568,14.3903,-6.6858,53.2721,80.0000,20.0000,60.0000,15.0000,35.8831,35.1652,36.6374,33.0960,465363469.9710,111573650.0000
35.5121,34.7706,35.3171,34.8615,0.0052,0.5999,0.5948,54.1881,36.1448,61.7683,60.5837,26.8907,14.3378,71.6390,71.5395,90.0000,30.0000,65.0000,20.0000,35.8711,35.1532,36.5844,32.9569,467815409.6413,119180950.0000
35.4773,34.6662,35.2724,34.7924,0.0248,0.6183,0.5935,31.8251,28.6696,63.7490,61.4408,26.3128,13.9728,-1.9008,60.9819,100.0000,40.0000,70.0000,25.0000,35.8906,35.0641,36.5354,32.7970,466222325.7707,114691350.0000
35.4215,34.5438,35.1978,34.7065,0.0363,0.6236,0.5873,22.4211,34.7876,56.7607,58.3026,25.6706,13.5886,-113.6018,40.0779,0.0000,50.0000,75.0000,0.0000,35.8954,34.9477,36.4700,32.6175,462835890.2152,107764550.0000
35.4011,34.4225,35.2187,34.6647,0.0944,0.6726,0.5782,31.7625,48.4002,64.9431,61.7709,26.5219,13.5391,-51.4471,55.2037,0.0000,60.0000,80.0000,5.0000,35.9409,34.8613,36.4924,32.3527,464493496.5979,100682050.0000
35.2811,34.3040,35.1628,34.5799,0.1335,0.6881,0.5546,50.1792,62.5621,70.4903,63.9634,27.0157,13.3982,43.9651,81.0346,0.0000,70.0000,85.0000,10.0000,36.1435,34.4187,36.3917,32.2163,470887010.8825,108819250.0000
35.0560,34.1834,35.0452,34.4628,0.1541,0.6753,0.5212,63.2590,74.3453,67.2213,62.3149,26.4400,13.0308,48.1596,88.7440,0.0000,80.0000,90.0000,15.0000,36.4077,33.7043,36.2143,32.1524,472782080.8824,115136150.0000
34.8453,34.0756,34.9654,34.3637,0.1957,0.6784,0.4827,74.2480,83.4450,68.5018,62.8268,26.6075,12.8376,54.8991,99.7160,0.0000,90.0000,95.0000,20.0000,36.5300,33.1607,36.0643,32.0869,472038364.6650,120639650.0000
34.6263,33.9544,34.8559,34.2485,0.2333,0.6670,0.4337,85.5288,90.2654,77.0106,66.1542,26.7937,12.6342,90.3320,143.0236,10.0000,100.0000,100.0000,0.0000,36.4949,32.7577,35.8860,32.0228,466991936.5405,126733450.0000
34.4204,33.7884,34.6447,34.0846,0.2320,0.6074,0.3754,90.5580,92.6937,75.3984,65.1256,24.1215,11.8682,92.7199,154.5023,20.0000,100.0000,100.0000,0.0000,36.1737,32.6671,35.6230,31.9539,465947057.4174,118089450.0000
34.2092,33.6033,34.4319,33.9248,0.2258,0.5432,0.3174,94.7093,92.8345,74.2513,64.4001,21.5433,11.1826,113.0213,180.5583,30.0000,100.0000,100.0000,0.0000,35.8473,32.5710,35.4156,31.7910,466268430.7510,125320350.0000
34.0291,33.4448,34.2039,33.7634,0.2070,0.4680,0.2610,92.8137,90.0267,71.8920,62.9351,18.9576,10.5463,123.2389,185.6503,40.0000,100.0000,100.0000,0.0000,35.4615,32.5968,35.1305,31.7592,459395130.7523,116155950.0000
33.8551,33.3368,33.9892,33.6154,0.1854,0.3946,0.2092,90.9805,84.6478,70.8919,62.3213,16.6598,10.0492,160.2761,194.6375,50.0000,100.0000,100.0000,5.0000,35.1015,32.6086,34.8326,31.8411,455514990.7535,109101150.0000
33.6660,33.1820,33.7535,33.4643,0.1445,0.3074,0.1629,86.2860,74.8741,69.6782,61.5655,14.3512,9.5985,218.2112,192.0166,0.0000,100.0000,100.0000,10.0000,34.6824,32.6496,34.5738,31.7901,454208660.0861,100194350.0000
33.4439,33.0727,33.4987,33.3132,0.0801,0.2069,0.1267,76.6769,68.0148,64.0045,58.2219,12.0835,9.2135,164.7362,139.8487,10.0000,100.0000,100.0000,15.0000,34.2289,32.6590,34.2315,31.9140,450013820.0846,87824950.0000
33.3269,33.0097,33.3273,33.2125,0.0330,0.1397,0.1067,61.6595,66.2079,53.7732,53.1309,10.9619,9.2056,56.0237,79.6650,20.0000,70.0000,0.0000,20.0000,33.9066,32.7472,34.0301,31.9894,442532261.5136,73670650.0000
33.3107,33.0481,33.3019,33.1884,0.0378,0.1363,0.0985,65.7078,74.4218,51.6209,52.1679,12.0882,9.5724,2.8736,48.4792,30.0000,80.0000,5.0000,25.0000,33.8857,32.7357,34.1821,31.9141,437716661.5136,68855050.0000
33.3059,33.0712,33.3029,33.1770,0.0556,0.1446,0.0890,71.2565,81.4883,51.1948,51.9726,12.7962,9.8423,-42.2389,25.0421,40.0000,90.0000,10.0000,30.0000,33.8821,32.7298,34.2428,31.8997,433352353.0390,63257350.0000
33.2825,33.0958,33.3108,33.1674,0.0810,0.1562,0.0751,86.3011,84.4226,58.6304,55.4116,13.4750,10.1027,108.9194,88.7635,0.0000,100.0000,0.0000,35.0000,33.8816,32.6835,34.3030,31.8887,429520290.9476,73917450.0000
33.1565,33.1238,33.2137,33.1063,0.0649,0.1198,0.0549,86.9074,78.0158,55.5041,53.8524,13.4123,10.3985,84.9442,62.0949,0.0000,90.0000,5.0000,40.0000,33.8360,32.4770,34.4129,31.8346,425165595.8251,67615950.0000
32.9974,33.1448,33.1524,33.0660,0.0592,0.0978,0.0387,80.0593,70.4940,58.0761,55.0431,14.1523,10.9009,112.1942,70.3084,0.0000,100.0000,10.0000,45.0000,33.9714,32.0235,34.4703,31.8192,425405142.8842,71688250.0000
32.8606,33.1667,33.0401,33.0037,0.0275,0.0513,0.0239,67.0807,69.7880,55.5608,53.7239,14.9744,11.4298,88.3017,44.3173,0.0000,100.0000,15.0000,50.0000,33.8092,31.9119,34.5390,31.7943,423232142.8835,66229250.0000
32.8186,33.0916,32.9536,32.9589,-0.0025,0.0145,0.0170,64.3421,78.8711,52.5251,52.1441,16.5572,11.9131,56.8498,14.6598,10.0000,70.0000,20.0000,55.0000,33.6973,31.9398,34.5591,31.6242,419001258.6739,59530350.0000
32.6979,33.0541,32.9078,32.9378,-0.0230,-0.0053,0.0176,77.9411,89.3749,46.6994,49.2161,17.6624,12.2258,14.2421,-23.9491,20.0000,80.0000,25.0000,60.0000,33.6814,31.7145,34.5508,31.5575,424381588.5706,51246350.0000
32.7015,33.0394,32.9586,32.9650,-0.0050,0.0184,0.0234,94.3300,93.4283,51.6949,51.8533,17.3011,12.1891,69.9003,17.4459,30.0000,90.0000,30.0000,65.0000,33.6849,31.7181,34.5561,31.5227,416294994.2862,62132150.0000
32.6925,33.0193,32.9273,32.9509,-0.0190,0.0056,0.0246,95.8534,87.2503,53.9197,53.0098,17.9544,12.4187,114.5229,47.5924,40.0000,0.0000,35.0000,70.0000,33.6628,31.7223,34.5430,31.4957,408730787.0916,71958550.0000
32.7856,32.9980,32.8491,32.9163,-0.0585,-0.0291,0.0294,90.1016,75.8548,53.6203,52.8433,19.8737,12.9804,93.7948,46.7080,50.0000,10.0000,40.0000,75.0000,34.0854,31.4857,34.5184,31.4776,400874733.7611,63541350.0000
32.8366,32.9860,32.7601,32.8812,-0.1140,-0.0700,0.0440,75.7960,60.6126,51.5817,51.6718,22.0710,13.5503,42.5725,11.5044,60.0000,20.0000,45.0000,80.0000,34.2411,31.4320,34.5021,31.4700,390191333.7611,52857950.0000
32.9092,32.9878,32.6993,32.8652,-0.1717,-0.0991,0.0725,61.6667,44.3632,46.2022,48.6059,23.9168,13.9997,-15.4268,-36.2982,70.0000,0.0000,50.0000,85.0000,34.4182,31.4002,34.5042,31.4715,389009357.3836,42850550.0000
33.0910,33.0109,32.7465,32.9049,-0.1947,-0.0792,0.1155,44.3750,30.9732,39.7097,45.0387,24.3423,14.0744,-70.1722,-94.5619,80.0000,10.0000,55.0000,90.0000,34.7803,31.4018,34.5101,31.5118,379909957.3836,33751150.0000
33.2921,33.0646,32.9348,33.0108,-0.1570,0.0072,0.1641,27.0479,23.3265,42.7925,47.0985,22.7424,13.6813,-86.8575,-110.3062,90.0000,20.0000,60.0000,95.0000,34.8386,31.7456,34.4749,31.6543,374070401.7325,24551850.0000
33.4728,33.1007,33.0782,33.0868,-0.1257,0.0776,0.2034,21.4966,25.6641,49.1298,51.2058,20.9648,13.2675,-119.3046,-139.3367,100.0000,30.0000,65.0000,100.0000,34.9278,32.0177,34.4660,31.7353,378689058.3179,11581650.0000
33.3647,33.1043,33.0935,33.0949,-0.1417,0.0931,0.2348,21.4350,30.1266,36.7692,44.4569,18.9896,12.8319,-114.9125,-144.0311,90.0000,40.0000,70.0000,95.0000,35.0787,31.6507,34.4690,31.7395,381217998.3179,28441250.0000
33.4103,33.1994,33.3469,33.2151,-0.0512,0.2191,0.2702,34.0606,39.1386,43.6586,49.1136,19.0449,13.1007,-85.7366,-103.0955,100.0000,50.0000,0.0000,100.0000,34.9907,31.8300,34.4934,31.9054,390681298.3179,37904550.0000
33.3773,33.2864,33.4873,33.2677,0.0160,0.2990,0.2830,34.8841,49.7748,46.6967,51.0746,19.1064,13.3836,-37.0980,-40.7183,30.0000,60.0000,5.0000,65.0000,35.0267,31.7280,34.6692,31.9035,388353959.7277,49838350.0000
33.3461,33.3422,33.5934,33.2949,0.0878,0.3668,0.2790,48.4711,66.3035,62.7337,60.4302,20.8761,13.9914,50.0391,62.1729,40.0000,70.0000,10.0000,70.0000,35.0335,31.6587,34.7653,31.9190,383175591.6304,63236350.0000
33.2105,33.3060,33.4565,33.1986,0.0686,0.3257,0.2571,65.9693,79.9466,57.8480,57.6678,20.9972,13.9578,46.8588,49.3929,50.0000,80.0000,15.0000,75.0000,34.8144,31.6066,34.6748,31.9372,384125363.7767,51001050.0000
33.1355,33.2644,33.3891,33.1395,0.0745,0.3144,0.2399,84.4703,79.0158,57.8480,57.6678,22.2467,14.2203,55.6286,53.6325,60.0000,90.0000,20.0000,80.0000,34.6993,31.5717,34.6260,31.9028,384520310.8357,57715150.0000
33.0664,33.1930,33.3068,33.0742,0.0741,0.2954,0.2213,89.4002,63.6317,66.4040,62.4412,23.6350,14.4966,144.1363,142.0104,70.0000,100.0000,25.0000,85.0000,34.5739,31.5590,34.5926,31.7934,382423976.0204,66844350.0000
32.9308,33.0984,33.0848,32.9446,0.0085,0.2113,0.2028,63.1769,37.9130,62.8139,60.1696,22.6998,14.1523,136.3255,111.3294,80.0000,90.0000,30.0000,90.0000,34.1917,31.6699,34.4388,31.7581,374252884.9338,52365750.0000
32.8372,33.0177,32.9015,32.8430,-0.0595,0.1411,0.2006,38.3182,20.4175,65.7856,61.8385,22.4675,14.0343,176.9794,125.3977,90.0000,100.0000,35.0000,95.0000,33.9199,31.7545,34.3473,31.6881,367368342.5335,40577150.0000
32.7285,32.9295,32.6361,32.7112,-0.1849,0.0306,0.2155,12.2438,13.7762,32.1355,44.9452,22.2094,13.9100,-159.9411,-136.3757,100.0000,0.0000,40.0000,100.0000,33.4380,32.0191,34.1938,31.6651,362367635.3514,22105150.0000
32.8438,32.9406,32.7932,32.7935,-0.1521,0.1096,0.2617,10.6904,21.3955,39.9773,49.5644,19.9164,13.7048,-146.3415,-93.9852,100.0000,0.0000,45.0000,15.0000,33.3381,32.3495,34.1731,31.7081,362985190.9062,29052650.0000
32.9885,32.9352,32.8785,32.8339,-0.1397,0.1601,0.2998,18.3944,36.7180,39.3109,49.3169,18.1885,13.7401,-180.5729,-78.5162,20.0000,0.0000,50.0000,20.0000,33.6922,32.2848,34.1779,31.6925,366085214.4365,34908250.0000
33.1954,32.9382,32.9881,32.8812,-0.1101,0.2246,0.3347,35.1018,51.2030,45.1800,52.4975,16.8515,13.9467,-90.6312,-30.9642,30.0000,10.0000,55.0000,25.0000,34.2142,32.1766,34.1758,31.7005,369219716.8750,39668050.0000
33.3382,32.9300,33.0527,32.9005,-0.0904,0.2718,0.3622,56.6580,56.9433,48.4340,54.1565,16.4650,14.4656,-47.3578,9.8207,40.0000,20.0000,60.0000,0.0000,34.4351,32.2413,34.1760,31.6840,371710624.5668,44083750.0000
33.4014,32.8770,33.0970,32.9055,-0.0725,0.3123,0.3848,61.8493,51.5530,51.7912,55.8327,17.4375,15.0933,-40.4506,28.6074,50.0000,30.0000,65.0000,5.0000,34.4511,32.3517,34.2182,31.5358,374741570.0226,48006150.0000
33.3934,32.8275,33.1165,32.8945,-0.0594,0.3436,0.4029,52.3225,40.4981,53.0644,56.4714,18.5179,15.7540,-41.6704,31.1677,60.0000,40.0000,70.0000,0.0000,34.4561,32.3307,34.2176,31.4374,375378247.8010,53736250.0000
33.3196,32.7726,33.1269,32.8761,-0.0454,0.3724,0.4178,40.4872,32.2704,50.8913,55.5044,19.7184,16.4495,-34.4859,32.6780,0.0000,50.0000,75.0000,5.0000,34.5512,32.0879,34.2062,31.3391,374644555.3479,59291350.0000
33.2661,32.7178,33.1664,32.8684,-0.0132,0.4159,0.4291,28.6845,32.8834,51.3190,55.7396,20.5734,17.2849,-32.9908,30.2984,0.0000,60.0000,80.0000,10.0000,34.5996,31.9326,34.2031,31.2325,369633895.5535,52633350.0000
33.1983,32.6824,33.2092,32.8573,0.0305,0.4630,0.4324,27.6395,46.5838,51.9079,56.0784,21.6481,18.1286,-9.1416,49.0312,10.0000,70.0000,85.0000,15.0000,34.6483,31.7482,34.1754,31.1894,372507980.6591,60579350.0000
33.1304,32.6574,33.2536,32.8413,0.0879,0.5127,0.4248,42.3262,67.9977,53.0027,56.7335,22.8423,19.0167,-39.3373,8.9342,20.0000,80.0000,90.0000,20.0000,34.6702,31.5906,34.1444,31.1705,366272100.6581,51670950.0000
33.0374,32.6450,33.2919,32.8160,0.1585,0.5613,0.4028,69.7856,86.0088,66.6055,64.4257,24.1691,19.9516,36.0588,92.5608,30.0000,90.0000,95.0000,25.0000,34.6863,31.3886,34.1217,31.1683,370555698.7272,64905350.0000
32.8819,32.5948,33.1665,32.7065,0.1731,0.5363,0.3632,91.8814,92.8041,81.0587,71.5391,25.9043,20.2680,146.4278,239.6935,40.0000,100.0000,100.0000,30.0000,34.4852,31.2786,33.9680,31.2216,378520104.6663,76396850.0000
32.6809,32.5146,32.8802,32.5225,0.1157,0.4357,0.3199,96.3594,89.8892,78.7793,69.7967,22.0889,19.1452,189.9829,275.1033,50.0000,100.0000,100.0000,0.0000,33.9041,31.4577,33.6016,31.4277,383882654.6630,65671750.0000
32.5218,32.4527,32.6035,32.3538,0.0434,0.3344,0.2910,90.1716,83.9055,73.1144,65.9432,18.3744,18.1496,227.0138,240.5271,0.0000,100.0000,100.0000,5.0000,33.2760,31.7676,33.2742,31.6312,373625172.8432,54158250.0000
32.3525,32.3935,32.4075,32.2347,-0.0147,0.2655,0.2802,83.1366,75.6430,66.0184,61.9329,15.5449,17.5128,223.6198,165.5431,10.0000,100.0000,100.0000,10.0000,32.8961,31.8090,33.0659,31.7211,369969464.5109,45384550.0000
32.2616,32.3510,32.2916,32.1616,-0.0535,0.2303,0.2838,78.4084,68.9596,54.3612,56.7279,14.0143,17.2693,94.9162,46.2916,0.0000,30.0000,15.0000,15.0000,32.6783,31.8449,32.9892,31.7129,362032605.7960,36985350.0000
32.2257,32.3418,32.2829,32.1438,-0.0543,0.2429,0.2972,65.3839,59.6093,56.8170,57.7786,14.9339,17.5652,82.1138,34.5935,10.0000,40.0000,20.0000,20.0000,32.6730,31.7784,32.9862,31.6974,360489809.4315,31993950.0000
32.1695,32.3271,32.2536,32.1152,-0.0638,0.2470,0.3108,63.0864,58.3150,54.1541,56.6899,15.9557,17.8767,50.6944,6.1009,20.0000,50.0000,25.0000,0.0000,32.6479,31.6911,32.9775,31.6767,360358627.6139,36322950.0000
32.1665,32.2930,32.2444,32.0963,-0.0660,0.2607,0.3267,50.3575,60.3974,55.0710,57.1096,17.6894,18.3205,54.2999,10.0038,30.0000,60.0000,30.0000,0.0000,32.6421,31.6909,33.0142,31.5718,355014792.8918,30903850.0000
32.1844,32.2392,32.2251,32.0716,-0.0724,0.2708,0.3432,61.5012,66.5157,51.3655,55.5464,18.0830,18.4482,29.1626,11.5229,40.0000,0.0000,35.0000,0.0000,32.6957,31.6732,33.0901,31.3883,357153122.9889,37196650.0000
32.2526,32.1465,32.2414,32.0632,-0.0632,0.2981,0.3613,69.3335,65.1649,54.7523,57.1967,19.3383,18.7466,-1.8738,17.3182,50.0000,0.0000,40.0000,5.0000,32.8936,31.6116,33.3474,30.9455,354247504.5992,32427050.0000
32.3077,32.0579,32.2282,32.0382,-0.0638,0.3133,0.3771,68.7124,55.8401,58.0599,58.7897,20.7330,19.0608,38.1966,60.2355,60.0000,10.0000,45.0000,10.0000,33.0433,31.5720,33.4466,30.6692,356334341.5736,38202250.0000
32.3483,31.9700,32.1801,31.9954,-0.0796,0.3135,0.3931,57.4486,43.9769,60.1022,59.7782,21.1052,19.1216,23.4174,61.5917,0.0000,0.0000,50.0000,15.0000,33.1517,31.5450,33.4680,30.4720,355300049.2664,44925150.0000
32.3836,31.8967,32.1014,31.9386,-0.1128,0.3002,0.4130,41.3593,31.7626,45.9593,53.6588,21.5187,19.1857,-84.8746,-1.6289,10.0000,10.0000,55.0000,0.0000,33.2454,31.5218,33.4203,30.3732,349535449.2659,36278250.0000
32.4345,31.8716,32.1700,31.9540,-0.0870,0.3542,0.4412,33.1227,26.5362,50.9395,56.1457,22.6893,19.9014,-62.3233,27.2033,20.0000,20.0000,60.0000,5.0000,33.2061,31.6629,33.4176,30.3256,346656115.2660,41610350.0000
32.4405,31.8435,32.2033,31.9471,-0.0680,0.3949,0.4629,20.8057,31.1332,49.9111,55.7354,24.6576,20.2357,-85.0829,19.5032,30.0000,30.0000,65.0000,10.0000,33.2000,31.6810,33.3981,30.2889,348300520.4603,46299950.0000
32.4578,31.7852,32.2547,31.9444,-0.0339,0.4460,0.4799,25.6801,47.6507,47.4317,54.7294,27.0728,20.6308,-115.9840,12.0350,40.0000,40.0000,70.0000,15.0000,33.1808,31.7348,33.4024,30.1680,344596445.6459,40275250.0000
32.4847,31.7433,32.3441,31.9541,0.0285,0.5169,0.4884,46.9139,65.5261,56.0457,59.1339,29.8540,21.1525,-82.2755,36.1456,0.0000,50.0000,75.0000,20.0000,33.1316,31.8379,33.3944,30.0922,344596445.6459,49552350.0000
