SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowD,SlowK,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Upper Band-10-10,Real Lower Band-20-20,Real Middle Band-20-20,Chaikin A/D,OBV
101.0051,104.8331,101.7084,103.6787,-2.6103,-0.1384,-2.4719,75.7529,85.1623,42.0809,39.7795,28.1436,25.3481,35.1635,-48.3703,60.0000,20.0000,80.0000,5.0000,95.4345,106.5757,113.9080,95.7581,366934698.5118,231071341.0000
101.3117,105.2770,101.7992,103.9291,-2.7348,-0.2975,-2.4373,59.9406,79.2506,43.9696,40.6992,29.6011,25.5931,-0.5330,-66.9506,70.0000,0.0000,85.0000,10.0000,95.3840,107.2394,114.4849,96.0691,364216798.5126,226831417.0000
101.9484,105.6842,101.7630,104.1362,-2.9214,-0.5585,-2.3629,38.3756,62.8459,44.1649,40.7972,29.7497,25.4966,-16.0406,-74.9779,80.0000,0.0000,90.0000,15.0000,94.6653,109.2315,114.9896,96.3789,362745389.5921,221848662.0000
102.6440,106.0343,101.7026,104.3574,-3.1244,-0.9011,-2.2233,19.6117,37.7253,34.1919,35.1696,29.9555,25.4050,-47.5326,-102.4616,90.0000,0.0000,95.0000,20.0000,94.2212,111.0669,115.2908,96.7778,365504407.3839,226966195.0000
103.6898,106.4379,102.2395,104.8912,-3.0583,-1.0603,-1.9980,11.4090,14.5556,19.0273,27.5473,29.2991,25.0902,-109.0399,-169.4658,100.0000,0.0000,100.0000,25.0000,94.6220,112.7575,115.1715,97.7044,359458817.3839,220920605.0000
104.9650,106.9876,103.6073,105.8182,-2.6034,-0.8705,-1.7329,12.6123,6.5541,20.9471,28.9776,26.2874,24.2174,-167.4015,-234.4688,100.0000,10.0000,100.0000,30.0000,97.0163,112.9137,114.3163,99.6588,352813023.3839,214274811.0000
105.9645,107.4143,104.9645,106.6938,-2.1290,-0.6137,-1.5153,16.2335,13.1174,25.2723,31.9476,23.4132,23.4552,-146.5592,-202.3041,100.0000,0.0000,100.0000,35.0000,99.6833,112.2456,113.3439,101.4847,356481544.3439,218096187.0000
106.7290,107.7295,106.0308,107.3809,-1.7640,-0.4022,-1.3619,18.3169,18.1654,27.4592,33.3388,21.2727,22.9774,-161.2307,-200.5902,100.0000,10.0000,100.0000,40.0000,101.7258,111.7323,112.6726,102.7864,364722035.9788,228482640.0000
107.4184,107.9562,107.0801,108.0201,-1.3889,-0.1276,-1.2613,20.9102,17.4178,37.3050,38.7748,19.4212,22.6259,-95.5460,-97.9345,80.0000,0.0000,90.0000,45.0000,103.9186,110.9183,112.0422,103.8702,368477547.2430,236936990.0000
107.9046,108.1285,107.5020,108.3188,-1.2842,-0.0548,-1.2294,27.7476,19.3674,37.4465,38.8453,19.6912,22.8457,-160.2950,-134.0956,90.0000,0.0000,95.0000,50.0000,104.4321,111.3771,112.0179,104.2392,373964012.7620,243916813.0000
108.6610,108.3335,108.0075,108.6443,-1.1365,0.0792,-1.2157,35.1512,25.9452,33.1078,36.7715,17.7848,22.5912,-198.8881,-157.9050,100.0000,10.0000,100.0000,55.0000,104.6046,112.7173,112.0162,104.6508,376667938.8663,237626627.0000
109.2423,108.5349,108.8168,109.0947,-0.8438,0.3918,-1.2355,39.5153,37.9301,46.4445,43.1688,15.6666,22.3234,-97.0987,-37.6714,60.0000,20.0000,20.0000,60.0000,106.3024,112.1823,111.7367,105.3330,380817060.1818,245001103.0000
109.4201,108.5498,108.9252,109.1753,-0.8614,0.4721,-1.3335,35.2565,41.5782,49.4386,44.3944,16.2421,22.7166,-75.7269,-3.4670,70.0000,30.0000,25.0000,65.0000,106.5077,112.3325,111.7505,105.3492,382862361.3761,249555307.0000
109.4247,108.5376,108.9106,109.1947,-0.9387,0.5128,-1.4515,32.6930,39.0376,52.9304,45.7990,17.5476,23.2603,-38.2258,34.0725,0.0000,40.0000,30.0000,70.0000,106.5148,112.3345,111.7333,105.3419,384094953.0462,253548904.0000
109.1861,108.5217,108.7255,109.1369,-1.1004,0.4793,-1.5797,29.7898,25.1538,49.0266,43.7625,19.2160,23.9816,-25.9302,28.5137,0.0000,50.0000,35.0000,75.0000,106.0387,112.3336,111.6964,105.3471,387049651.1314,249988114.0000
109.0102,108.6106,108.7007,109.1685,-1.1985,0.5010,-1.6995,40.2190,33.8875,42.6963,40.6259,21.0697,24.7408,-62.4734,-27.9863,0.0000,60.0000,40.0000,80.0000,105.6171,112.4032,111.9126,105.3086,389736647.0460,255031195.0000
108.8641,108.7970,108.9688,109.3447,-1.1696,0.6552,-1.8248,51.1185,30.3281,43.8555,41.1414,21.7373,25.0738,-27.6538,-19.6525,10.0000,70.0000,45.0000,85.0000,105.1157,112.6126,112.2436,105.3504,385467032.3763,248481689.0000
108.7299,108.8842,109.2259,109.5060,-1.1480,0.8406,-1.9886,68.9740,56.4415,45.2160,41.7613,22.7379,25.4792,35.4252,44.5116,0.0000,80.0000,50.0000,90.0000,104.7513,112.7085,112.3149,105.4535,391212818.4464,255501305.0000
108.4940,108.8614,109.4532,109.6432,-1.1435,1.0552,-2.1987,79.6935,66.5858,52.0587,44.7790,24.1537,25.9720,52.0148,58.9201,10.0000,90.0000,0.0000,95.0000,104.1549,112.8331,112.3159,105.4069,384274769.4464,248563256.0000
108.3525,108.5536,109.3221,109.6011,-1.3085,1.1540,-2.4625,87.0469,83.8948,65.3506,49.8938,26.4163,26.8123,150.5055,178.0021,20.0000,100.0000,0.0000,100.0000,104.1341,112.5709,112.5815,104.5257,389372854.6413,254563953.0000
108.0061,108.0430,108.5512,109.2653,-1.7799,0.9711,-2.7510,86.2526,88.5999,55.6677,44.1315,25.9408,28.2043,126.9709,110.2314,30.0000,100.0000,5.0000,100.0000,104.8735,111.1386,112.3705,103.7154,390237530.4087,248720841.0000
107.8274,107.6885,108.1894,109.1691,-2.0897,0.9041,-2.9938,73.9342,88.6458,55.3558,43.9615,26.7322,29.3213,94.6190,64.9186,40.0000,100.0000,0.0000,35.0000,105.0245,110.6303,112.4022,102.9748,384883552.7488,241469251.0000
107.6795,107.2920,107.7633,109.0704,-2.4474,0.7724,-3.2198,54.9696,81.5121,50.7566,41.4647,28.9289,30.1514,116.7536,72.7213,50.0000,100.0000,5.0000,40.0000,105.2408,110.1183,112.4396,102.1445,389599934.3103,246669364.0000
107.6505,106.9965,107.4804,109.0740,-2.7593,0.6536,-3.4129,33.5977,51.6447,42.3812,37.3042,31.3957,31.0185,-12.4600,5.6459,60.0000,0.0000,10.0000,45.0000,105.2709,110.0302,112.3827,101.6103,384815558.4206,241564844.0000
107.8573,106.9259,107.5075,109.2545,-2.9465,0.6299,-3.5763,24.4323,31.7518,40.8643,36.5867,32.5288,31.2083,-31.8981,0.8484,70.0000,0.0000,15.0000,50.0000,105.2652,110.4494,112.3282,101.5236,379970515.2182,236661073.0000
108.2110,107.1116,107.6031,109.4837,-3.1139,0.6199,-3.7338,23.7439,17.3966,35.1658,33.9217,33.7878,31.4081,-131.5101,-51.4089,80.0000,10.0000,20.0000,0.0000,105.2084,111.2137,112.7713,101.4520,378117083.5740,231649943.0000
108.7298,107.4135,107.9518,109.8468,-3.1761,0.7127,-3.8888,31.0648,24.1484,36.4866,34.4965,32.7727,31.1264,-131.5024,-33.4451,90.0000,20.0000,25.0000,0.0000,105.6200,111.8396,113.4433,101.3838,379536361.3987,233984673.0000
109.0385,107.7770,108.2811,110.2023,-3.2536,0.8134,-4.0669,33.8864,29.6867,33.2428,32.9447,31.9125,30.8892,-206.4746,-57.9168,100.0000,30.0000,30.0000,0.0000,106.2963,111.7806,114.3839,101.1701,378932303.8123,228648831.0000
109.2288,108.2348,108.8228,110.6611,-3.2414,1.0288,-4.2703,31.4608,39.3594,41.7893,36.6108,30.9320,30.6345,-66.1596,-1.1556,0.0000,40.0000,35.0000,5.0000,107.2389,111.2187,115.4807,100.9890,382931752.1418,234882608.0000
108.7546,108.5530,108.8660,110.8751,-3.4623,1.0652,-4.5275,25.6188,32.6132,44.3640,37.6080,31.6896,30.7543,0.4495,3.1426,0.0000,50.0000,40.0000,10.0000,104.9691,112.5401,116.3760,100.7300,385211646.9714,239013846.0000
108.0799,108.8166,108.7636,111.0381,-3.7650,1.0288,-4.7938,31.0000,22.4097,39.9067,35.3710,33.1014,30.9863,5.8703,-13.0462,10.0000,60.0000,45.0000,0.0000,102.8234,113.3365,117.0695,100.5637,382877878.8371,234937531.0000
107.5497,109.2200,108.8461,111.3166,-4.0014,1.0496,-5.0510,47.6540,21.8336,40.6465,35.6778,34.2273,31.1346,14.9211,-22.1258,0.0000,70.0000,50.0000,0.0000,101.5141,113.5852,118.1144,100.3256,377669905.8371,229729558.0000
106.9045,109.7630,108.8945,111.5996,-4.2690,1.0444,-5.3134,71.3328,48.7569,40.9884,35.8254,35.6452,31.3239,32.5096,-23.9213,10.0000,80.0000,55.0000,0.0000,100.1335,113.6755,119.7102,99.8158,380536089.8651,234491833.0000
106.3425,110.6655,108.9275,111.8999,-4.5604,1.0141,-5.5745,86.3897,72.3717,42.8606,36.6564,37.2977,31.5391,53.8623,-24.3499,20.0000,90.0000,60.0000,5.0000,99.3469,113.3380,123.0553,98.2758,381352966.8666,238576218.0000
105.9945,111.4695,108.8166,112.1603,-4.9353,0.8927,-5.8280,92.4188,92.8699,46.1760,38.1239,39.5575,31.8554,97.0071,-12.7945,30.0000,100.0000,65.0000,10.0000,99.3078,112.6812,125.4217,97.5174,385810998.8747,243955331.0000
106.0122,112.1666,108.4171,112.3230,-5.4630,0.5882,-6.0512,82.5169,93.9276,47.8809,38.8801,42.8236,32.3470,100.1521,-17.9469,40.0000,0.0000,70.0000,15.0000,99.2759,112.7486,127.2275,97.1058,384343931.4031,236993429.0000
106.0973,112.8199,107.7938,112.4389,-6.1190,0.0793,-6.1982,64.5443,90.4589,42.6562,35.5499,46.8434,32.9462,74.5850,-32.1559,50.0000,0.0000,75.0000,0.0000,99.0842,113.1103,128.7676,96.8722,385929828.8778,226596990.0000
106.5155,113.7231,107.4021,112.7424,-6.6975,-0.4795,-6.2180,39.8630,63.1641,36.4289,31.7120,50.7132,33.4075,29.5259,-52.2313,60.0000,0.0000,80.0000,0.0000,98.3269,114.7041,130.8329,96.6134,375542903.9241,214214324.0000
107.2409,114.9151,107.3255,113.2682,-7.1544,-1.0563,-6.0982,22.6673,40.0100,19.6791,22.3380,54.1995,33.6615,-34.8357,-85.6258,70.0000,10.0000,85.0000,0.0000,97.5898,116.8920,133.4554,96.3749,369729626.4837,204616932.0000
108.3514,116.3113,108.0896,114.2557,-7.2405,-1.4064,-5.8341,11.6801,16.4147,12.6636,18.7486,55.8590,33.3251,-80.6148,-113.9527,80.0000,20.0000,90.0000,0.0000,97.9715,118.7314,135.5133,97.1094,363307319.7136,195472334.0000
109.5533,117.8038,109.3141,115.4848,-7.1118,-1.6293,-5.4825,8.9364,11.5771,13.0645,19.0756,54.9874,32.2935,-97.3330,-119.8824,90.0000,0.0000,95.0000,0.0000,99.3432,119.7635,137.1441,98.4635,366442225.3031,206065015.0000
110.8904,119.3823,110.6973,116.7895,-6.8962,-1.8210,-5.0752,9.7906,7.0485,8.3933,16.6030,53.2763,31.0292,-142.2929,-138.1963,100.0000,0.0000,100.0000,0.0000,100.9169,120.8640,138.8143,99.9503,355266864.7264,192438285.0000
112.6216,121.1157,112.5908,118.3277,-6.4277,-1.8078,-4.6199,11.4241,8.1837,8.8374,17.1194,50.8998,29.5812,-164.5128,-138.1544,100.0000,0.0000,100.0000,5.0000,103.3115,121.9317,140.2823,101.9491,352841908.6745,170793307.0000
114.9886,122.7882,114.6941,119.9279,-5.8328,-1.6648,-4.1680,15.1433,14.1395,10.2943,18.7673,48.4008,28.1214,-152.7850,-132.1028,100.0000,10.0000,100.0000,10.0000,104.5692,125.4079,141.2068,104.3696,372610849.5990,192251901.0000
116.9445,124.2842,116.6380,121.3996,-5.2759,-1.5241,-3.7518,16.0328,11.9489,13.8144,22.2641,46.0839,26.7891,-102.9630,-120.2191,100.0000,20.0000,100.0000,15.0000,106.7069,127.1821,141.8280,106.7405,383360908.1119,212702349.0000
118.3210,125.4968,117.9371,122.5162,-4.9817,-1.6110,-3.3707,18.0121,19.3415,15.0376,23.3569,44.5908,25.8136,-93.0020,-123.1346,100.0000,30.0000,100.0000,20.0000,108.0611,128.5810,142.4865,108.5072,382979732.9334,221469378.0000
119.5426,126.6620,119.2403,123.6155,-4.6641,-1.6962,-2.9680,13.9656,16.8080,16.7767,24.8650,43.2980,24.9183,-82.9527,-121.0938,100.0000,0.0000,100.0000,25.0000,109.6470,129.4382,142.9927,110.3313,383096385.6919,231773705.0000
120.9307,127.7519,120.4630,124.6552,-4.3606,-1.8166,-2.5439,10.0368,17.8869,18.2138,26.0776,42.3738,24.1563,-75.0691,-122.5074,80.0000,0.0000,90.0000,30.0000,110.7899,131.0716,143.3816,112.1221,388295333.7516,237484025.0000
122.5893,128.6452,121.6768,125.6715,-4.0382,-1.9484,-2.0898,12.9303,7.2019,18.1690,26.0533,41.7633,23.4979,-104.1548,-150.5772,90.0000,0.0000,95.0000,35.0000,111.4901,133.6886,143.2676,114.0228,384387553.2934,231020445.0000
124.2712,129.5883,123.1622,126.7956,-3.5672,-1.9645,-1.6027,21.7433,5.0215,16.3570,25.0232,39.8070,22.4710,-142.0130,-179.0017,100.0000,0.0000,100.0000,40.0000,113.1894,135.3531,142.9449,116.2316,381023130.9392,225300927.0000
126.0543,130.6083,125.0654,128.0796,-2.8739,-1.7624,-1.1115,32.9365,26.5675,18.0583,26.6931,37.6334,21.3901,-160.9333,-200.9902,100.0000,0.0000,100.0000,45.0000,116.0903,136.0183,142.2339,118.9828,384294428.4964,233092563.0000
127.8741,131.4771,126.9775,129.3026,-2.1370,-1.4660,-0.6710,29.2464,33.6411,21.2980,29.7588,35.6635,20.4427,-156.7015,-205.1020,100.0000,0.0000,100.0000,50.0000,118.9951,136.7532,141.1821,121.7720,391266847.1046,243104241.0000
129.6098,132.1402,128.6418,130.3357,-1.4734,-1.1690,-0.3045,20.6778,38.6010,34.9035,40.4008,34.3104,19.7919,-34.3921,-89.7764,70.0000,10.0000,85.0000,55.0000,121.1930,138.0265,140.1405,124.1399,404155876.5965,262568241.0000
130.5877,132.4040,129.0520,130.7083,-1.3492,-1.3370,-0.0122,8.6844,15.4972,27.5531,36.5999,36.1543,20.2801,-90.7740,-163.6076,80.0000,20.0000,90.0000,60.0000,121.4632,139.7123,140.0207,124.7872,396943339.2085,253872752.0000
131.6239,132.7456,129.8400,131.2559,-1.0397,-1.3617,0.3220,6.0597,7.9353,21.6955,33.6403,34.8672,19.9766,-129.7422,-216.8790,90.0000,30.0000,95.0000,65.0000,122.6916,140.5563,139.6763,125.8150,397271251.7659,248907219.0000
132.6726,133.1352,131.0140,131.9611,-0.5329,-1.1954,0.6625,7.7366,2.6206,20.0489,32.7969,32.5401,19.4511,-175.4339,-265.8490,100.0000,40.0000,100.0000,70.0000,124.9209,140.4244,138.9702,127.3002,394389757.7659,242343816.0000
133.7814,133.5087,132.5086,132.7687,0.1491,-0.8122,0.9613,13.3604,7.6231,26.1965,38.5722,29.9544,18.8978,-170.8127,-204.4265,100.0000,50.0000,100.0000,75.0000,128.3064,139.2564,137.7766,129.2408,402327414.0711,251054307.0000
134.5731,133.6667,133.5950,133.3107,0.6782,-0.4861,1.1644,23.0072,12.9661,39.0200,48.1682,28.5371,18.9400,-148.9052,-100.5301,100.0000,60.0000,0.0000,80.0000,130.8968,138.2494,137.2258,130.1077,407468921.3108,256602004.0000
134.7011,133.5915,134.0412,133.4921,0.9397,-0.3462,1.2859,39.6704,19.4920,40.0149,48.8193,29.9269,19.8673,-147.1915,-68.4643,100.0000,70.0000,5.0000,85.0000,131.3775,138.0247,137.3795,129.8035,409532153.3131,260244500.0000
134.9053,133.5190,134.5368,133.6691,1.2370,-0.1354,1.3724,61.7081,36.5636,42.7205,50.6132,31.6971,20.7747,-111.5455,-13.6758,100.0000,80.0000,0.0000,90.0000,132.1077,137.7029,137.4916,129.5463,408623765.0008,263483847.0000
135.1624,133.3958,135.0052,133.7996,1.5356,0.1293,1.4063,76.8384,62.9555,54.7419,57.9083,34.2760,21.5412,-14.7805,55.2807,30.0000,90.0000,5.0000,95.0000,132.9012,137.4235,137.6394,129.1522,410502235.2069,268086099.0000
135.0800,133.1800,135.0821,133.7091,1.6673,0.2933,1.3740,79.3799,85.6053,72.8118,66.8823,36.3575,21.5874,117.5882,123.1366,0.0000,100.0000,0.0000,100.0000,132.6948,137.4651,137.5808,128.7792,411440184.8854,272324242.0000
134.6707,132.8330,134.6906,133.3791,1.5886,0.2880,1.3006,71.4192,81.9543,71.7811,66.2718,34.8011,20.7149,131.3496,137.5955,0.0000,100.0000,0.0000,100.0000,132.2329,137.1085,137.1163,128.5496,412970322.4252,275639540.0000
134.2202,132.4886,134.2717,133.0427,1.4925,0.2638,1.2286,60.0585,70.5799,68.9953,64.6411,33.4101,19.8950,115.3547,134.0519,10.0000,100.0000,5.0000,100.0000,131.6937,136.7467,136.6176,128.3596,410347229.1415,272609415.0000
133.8673,132.2123,133.9169,132.7452,1.4201,0.2574,1.1627,51.0423,61.7234,65.4170,62.6430,32.1377,19.1116,53.8193,101.0160,20.0000,80.0000,10.0000,90.0000,131.3746,136.3601,136.1341,128.2905,408435559.8257,268851996.0000
133.5978,131.9642,133.6664,132.5033,1.3909,0.2926,1.0983,46.1452,47.8723,68.2689,64.0253,32.0602,18.6524,89.3154,129.8323,0.0000,90.0000,15.0000,95.0000,131.0894,136.1062,135.7640,128.1645,408435559.8257,272157794.0000
133.2360,131.7601,133.2866,132.2009,1.2997,0.2745,1.0252,54.5938,43.5311,69.5973,64.6850,31.3500,18.0253,136.4925,165.6289,0.0000,100.0000,20.0000,100.0000,130.8154,135.6566,135.2291,128.2910,409990603.4457,275635437.0000
132.7604,131.5294,132.7866,131.8498,1.1479,0.1914,0.9566,66.5346,47.0322,57.1832,57.8553,30.2705,17.2968,7.7342,68.4084,0.0000,80.0000,25.0000,90.0000,130.4696,135.0512,134.5475,128.5114,415403905.5054,268233575.0000
132.4819,131.4470,132.7685,131.7426,1.2093,0.3006,0.9087,77.5014,73.2179,66.1575,62.0644,31.5841,17.1860,75.2307,123.2405,10.0000,90.0000,30.0000,95.0000,129.6889,135.2749,134.4038,128.4903,417441751.4334,272631032.0000
132.1326,131.2415,132.5275,131.5205,1.1697,0.3361,0.8336,76.6620,79.3537,79.1697,67.4923,31.0905,16.6323,170.8252,211.0989,0.0000,100.0000,0.0000,100.0000,129.2410,135.0242,134.0694,128.4137,418912435.5713,276896016.0000
131.6293,130.9733,131.9782,131.1543,0.9855,0.2359,0.7495,74.6374,79.9325,74.6039,64.4965,27.7611,15.4896,150.7297,213.6006,10.0000,100.0000,5.0000,100.0000,129.1925,134.0661,133.2973,128.6493,425776221.5417,256948138.0000
131.2800,130.7830,131.5656,130.8721,0.8545,0.1639,0.6906,74.7910,70.6999,68.8921,61.3466,24.8727,14.5514,101.8457,162.3124,0.0000,100.0000,10.0000,100.0000,129.2388,133.3212,132.7314,128.8345,421235350.3891,250995915.0000
130.9952,130.6782,131.3021,130.6742,0.7853,0.1357,0.6496,76.2755,73.2797,64.3611,59.1860,22.9187,13.9118,82.2216,139.5856,0.0000,80.0000,15.0000,90.0000,129.0629,132.9276,132.4047,128.9517,421407169.3158,246749533.0000
130.7570,130.6191,131.1312,130.5272,0.7548,0.1391,0.6157,74.5804,80.3935,67.8733,60.4532,21.8776,13.5038,103.0146,161.6476,10.0000,90.0000,0.0000,95.0000,128.8264,132.6876,132.2277,129.0104,419831160.5241,243119937.0000
130.5573,130.4812,130.8627,130.3365,0.6775,0.0966,0.5809,62.8209,75.1533,67.9845,60.4942,19.9602,12.9423,161.5452,215.1655,20.0000,100.0000,0.0000,100.0000,128.9341,132.1804,131.9424,129.0199,422454088.7687,246671819.0000
130.3307,130.3285,130.5326,130.1247,0.5681,0.0114,0.5567,49.6701,68.1944,64.5296,58.7390,17.8058,12.3469,255.9376,252.3495,30.0000,100.0000,0.0000,100.0000,129.2189,131.4425,131.6037,129.0532,423407970.6607,250123963.0000
130.2841,130.0992,130.2604,129.9528,0.4804,-0.0735,0.5539,38.8685,45.1151,57.7532,55.6473,15.7072,11.7959,101.0993,92.4213,40.0000,100.0000,5.0000,100.0000,129.3995,131.1688,131.8313,128.3671,418345821.0819,244777423.0000
130.2985,129.9604,130.1447,129.8656,0.4609,-0.1114,0.5723,39.0734,35.7007,51.8259,53.2668,14.4646,11.4811,-5.7540,38.3135,50.0000,20.0000,10.0000,60.0000,129.3781,131.2188,131.8858,128.0349,420356493.2512,240270744.0000
130.4122,129.8386,130.1584,129.8428,0.5004,-0.0997,0.6001,43.0196,35.7895,54.5642,54.3686,14.3544,11.4268,-27.9402,39.3010,60.0000,30.0000,15.0000,65.0000,129.3556,131.4688,132.0102,127.6670,418921244.5400,236895970.0000
130.3504,129.7634,130.1136,129.7883,0.5153,-0.1098,0.6251,45.8759,45.7299,51.2755,53.0594,13.6405,11.2547,-89.0039,7.5786,0.0000,40.0000,20.0000,70.0000,129.2193,131.4816,131.9615,127.5652,422165156.0572,233277761.0000
130.3173,129.7459,130.1463,129.7696,0.5669,-0.0856,0.6525,42.6793,47.5394,54.6753,54.4767,13.9030,11.2980,38.6486,70.6623,10.0000,50.0000,25.0000,75.0000,129.1253,131.5093,131.9429,127.5489,424613744.0572,237970888.0000
130.2859,129.7070,130.1028,129.7093,0.5862,-0.0877,0.6739,45.5297,44.3583,51.2837,53.0879,13.4519,11.1950,1.1938,49.0985,20.0000,60.0000,30.0000,80.0000,129.0818,131.4901,131.8878,127.5261,425455493.5952,242219719.0000
130.3612,129.6949,130.1471,129.6888,0.6470,-0.0488,0.6958,51.4645,36.1402,49.6220,52.4123,14.1601,11.3402,-74.8858,7.5610,30.0000,70.0000,35.0000,85.0000,129.1680,131.5543,131.8739,127.5159,422659999.0069,239093179.0000
130.4812,129.6590,130.2490,129.6889,0.7371,0.0291,0.7080,63.8003,56.0906,54.7328,54.6879,15.7009,11.6549,0.0891,62.9723,0.0000,80.0000,0.0000,90.0000,129.3426,131.6197,131.8608,127.4572,421792306.9200,242419332.0000
130.4050,129.4766,130.2282,129.6201,0.7749,0.0741,0.7008,65.6850,62.1626,53.0021,53.9331,16.3412,11.7455,-6.0971,61.3263,0.0000,90.0000,0.0000,95.0000,129.1443,131.6658,132.0024,126.9507,419991803.1786,238930856.0000
130.3262,129.2774,130.2605,129.5714,0.8382,0.1559,0.6823,61.4812,73.1477,63.1113,58.2224,17.0527,11.8409,126.7377,141.2769,0.0000,100.0000,5.0000,100.0000,128.9063,131.7462,132.1806,126.3743,421116122.4989,242271225.0000
129.9143,129.0626,130.0314,129.3903,0.7837,0.1404,0.6433,49.5697,61.7448,61.0824,57.2413,15.6248,11.4897,80.6603,102.1651,10.0000,90.0000,10.0000,95.0000,127.6907,132.1378,131.9736,126.1515,419811900.8866,239117380.0000
129.6223,128.9024,129.8329,129.2288,0.7402,0.1320,0.6082,44.0605,49.5511,63.6171,58.2880,15.0384,11.3535,115.6578,132.1012,20.0000,100.0000,15.0000,100.0000,127.2446,132.0000,131.7376,126.0673,419811900.8832,241572708.0000
129.2650,128.7510,129.5247,129.0192,0.6437,0.0686,0.5752,49.2684,37.4134,55.2635,54.3204,13.8187,11.0991,42.8190,69.0014,30.0000,60.0000,20.0000,80.0000,126.8811,131.6488,131.3917,126.1103,422224254.8812,238081143.0000
129.1763,128.6721,129.4764,128.9431,0.6618,0.1037,0.5580,65.3332,45.2170,54.5809,54.0182,14.2252,11.2225,21.0066,47.0875,40.0000,70.0000,25.0000,0.0000,126.8041,131.5485,131.2837,126.0604,419675049.5058,235304330.0000
129.1745,128.6858,129.4411,128.8703,0.6861,0.1540,0.5321,80.3328,65.1746,57.4748,55.2923,15.4497,11.5080,41.9078,62.7465,50.0000,80.0000,30.0000,5.0000,126.8037,131.5453,131.3204,126.0513,418319616.5053,233083727.0000
129.1280,128.6298,129.3105,128.7483,0.6670,0.1734,0.4936,84.3546,85.6080,62.1965,57.3362,16.1584,11.6731,96.6428,117.7105,60.0000,90.0000,35.0000,10.0000,126.8084,131.4477,131.1945,126.0651,420462292.8642,235472688.0000
129.0286,128.5610,129.0116,128.5476,0.5691,0.1189,0.4502,73.9940,90.2156,63.9527,58.0940,15.8721,11.6289,130.1941,148.0333,70.0000,100.0000,40.0000,15.0000,126.9022,131.1550,130.9740,126.1481,423165022.3908,238579564.0000
128.8368,128.4403,128.5944,128.3011,0.4122,-0.0083,0.4205,52.5801,77.2403,57.9521,54.9154,15.1514,11.5015,96.1530,106.1468,0.0000,100.0000,45.0000,20.0000,127.1071,130.5665,130.6041,126.2765,423882744.8271,236079910.0000
128.5481,128.4404,128.3752,128.1664,0.3391,-0.0835,0.4226,33.1687,54.5261,56.5245,54.1920,15.1145,11.5483,62.6918,64.2700,0.0000,10.0000,50.0000,0.0000,126.4807,130.6155,130.6042,126.2765,422243937.2975,233401090.0000
128.2286,128.4986,128.1709,128.0476,0.2700,-0.1735,0.4435,26.1671,25.9741,43.8076,48.3617,15.8184,11.7682,-50.7627,-71.0227,10.0000,20.0000,55.0000,5.0000,125.7709,130.6863,130.8090,126.1882,419718705.8891,228150212.0000
128.2109,128.4632,128.3928,128.1398,0.3940,-0.0929,0.4868,37.1795,19.0060,48.8545,50.7706,16.4914,12.3425,-37.3516,-61.0841,20.0000,30.0000,60.0000,10.0000,125.7207,130.7011,130.8734,126.0529,415858944.5291,223908716.0000
128.1825,128.4127,128.4790,128.1540,0.4617,-0.0484,0.5101,56.7532,33.5213,46.4672,49.7479,18.2786,12.7815,-48.9952,-66.6709,30.0000,40.0000,65.0000,15.0000,125.6772,130.6879,130.9003,125.9250,415955350.4018,221048675.0000
128.2370,128.4186,128.6640,128.2074,0.5779,0.0557,0.5222,71.2999,59.0111,54.1437,53.2981,20.2644,13.2436,25.5420,10.5901,40.0000,50.0000,70.0000,20.0000,125.7570,130.7169,130.8994,125.9378,418232733.0120,223907517.0000
128.1678,128.4345,128.6214,128.1392,0.5947,0.0865,0.5082,78.9601,77.7271,59.7359,55.6746,20.7672,13.3547,73.3463,50.9604,50.0000,0.0000,75.0000,25.0000,125.7224,130.6133,130.9304,125.9386,418207496.3911,226910675.0000
128.1971,128.4097,128.4002,127.9836,0.5300,0.0434,0.4866,72.5346,77.1616,59.4747,55.5440,20.1075,13.2213,71.6080,61.0906,60.0000,10.0000,80.0000,30.0000,125.6771,130.7171,130.8678,125.9517,421096471.1973,230004179.0000
128.1316,128.3105,128.1415,127.8172,0.4450,-0.0307,0.4758,59.2430,81.9917,60.1228,55.8325,19.4502,13.1005,88.6968,76.0589,70.0000,20.0000,85.0000,35.0000,125.7257,130.5374,130.7341,125.8869,420765385.4294,233585925.0000
128.0935,128.2179,127.8037,127.6231,0.3202,-0.1632,0.4835,35.3418,58.4506,57.1423,54.2312,18.5796,12.9429,46.9838,37.9175,80.0000,30.0000,90.0000,40.0000,125.7753,130.4116,130.5684,125.8675,420683786.4108,230077167.0000
128.0438,128.0806,127.5444,127.4813,0.2266,-0.2976,0.5243,19.8328,37.2868,44.9383,48.3720,17.9144,12.8624,47.8557,39.5205,90.0000,40.0000,0.0000,45.0000,125.7823,130.3054,130.5567,125.6046,422388545.6321,233990910.0000
