SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Upper Band-10-10,Real Upper Band-20-20,Real Lower Band-20-20,Chaikin A/D,OBV
123.1567,121.2220,122.8313,121.5778,0.0866,1.6152,1.5286,42.9270,60.1401,52.1094,56.8729,21.6464,17.8227,-45.2071,41.4916,0.0000,70.0000,85.0000,50.0000,125.5529,120.7606,125.5460,116.8981,455679909.7345,302066900.0000
122.8880,121.0620,123.0113,121.5311,0.2934,1.8003,1.5069,63.4162,70.9665,63.5488,62.6994,23.4450,18.4973,44.9825,93.3217,10.0000,80.0000,90.0000,55.0000,126.1715,119.6045,125.4914,116.6325,458834627.8341,309398900.0000
122.5099,120.8219,122.8835,121.3147,0.4175,1.8510,1.4336,74.0772,77.1874,80.0167,69.7729,24.2053,18.6033,100.2357,144.7631,20.0000,90.0000,95.0000,60.0000,126.2269,118.7930,125.1982,116.4455,461040433.4411,316289200.0000
122.0080,120.5097,122.3651,120.9041,0.3937,1.7229,1.3292,75.4060,83.3895,78.4051,68.6994,22.4938,18.1710,121.8613,170.4423,30.0000,100.0000,100.0000,65.0000,125.4749,118.5410,124.4575,116.5618,458748019.6616,311281500.0000
121.5777,120.2243,121.8475,120.5051,0.3567,1.5875,1.2308,82.0791,88.3136,74.3443,66.2138,20.1427,17.6255,123.8594,180.4391,40.0000,100.0000,100.0000,70.0000,124.6496,118.5058,123.7201,116.7285,460669593.3214,305885300.0000
121.1713,119.9523,121.4675,120.1838,0.3656,1.5072,1.1416,92.6834,91.0027,75.9824,66.8563,17.8888,17.1545,131.7228,200.3267,50.0000,100.0000,100.0000,75.0000,124.1623,118.1804,123.2066,116.6980,465813825.0685,311473000.0000
120.6766,119.6922,120.9709,119.8134,0.3179,1.3682,1.0502,90.1784,86.9599,74.9647,66.2179,16.5947,16.9869,143.3261,222.5450,60.0000,100.0000,100.0000,0.0000,123.4587,117.8945,122.5081,116.8764,464360196.4983,306385300.0000
120.1609,119.4210,120.4300,119.4354,0.2303,1.2010,0.9708,90.1462,82.5161,69.6588,63.1238,15.8399,16.9820,133.4895,210.7842,70.0000,100.0000,100.0000,0.0000,122.6221,117.6997,121.7584,117.0835,460155270.2089,301085600.0000
119.8320,119.1631,120.0715,119.1608,0.1957,1.1089,0.9132,80.5550,77.2847,66.9054,61.6691,16.3657,17.2975,157.7954,241.1610,80.0000,100.0000,100.0000,0.0000,122.0677,117.5964,121.4231,116.9032,458614159.1047,293785600.0000
119.5698,118.9643,119.7652,118.9199,0.1713,1.0356,0.8643,76.8471,79.2153,71.2332,63.4376,17.4114,17.7330,181.1058,243.3761,90.0000,100.0000,100.0000,0.0000,121.5899,117.5498,121.0797,116.8489,460150073.3932,297369400.0000
119.2873,118.6659,119.2928,118.6071,0.0605,0.8820,0.8214,74.4520,84.0591,56.6180,56.5943,18.9072,18.2672,-11.7864,42.9522,100.0000,90.0000,95.0000,0.0000,120.5938,117.9809,120.7287,116.6030,454574920.1865,291211000.0000
119.2359,118.4768,119.2835,118.5306,0.1271,0.9334,0.8063,86.3468,86.6612,61.8233,58.5100,18.2128,18.9618,107.7364,108.6862,50.0000,100.0000,100.0000,0.0000,120.5711,117.9007,120.9182,116.0354,450394823.9707,302102800.0000
119.1338,118.2088,119.1676,118.3964,0.1630,0.9376,0.7745,91.3787,78.8532,66.3869,60.1160,20.0631,19.5818,96.6775,86.0369,60.0000,90.0000,95.0000,0.0000,120.4350,117.8326,121.1365,115.2811,450462319.8449,308649900.0000
119.0114,117.9097,118.9389,118.2069,0.1557,0.8894,0.7338,82.2582,65.3639,68.6678,60.9101,21.7969,20.2937,270.0149,117.6854,70.0000,100.0000,100.0000,0.0000,120.1031,117.9196,121.1679,114.6515,445123046.5126,314810600.0000
118.8709,117.5359,118.6161,117.9769,0.1003,0.7951,0.6949,62.9227,54.1634,63.4817,58.5194,21.4598,20.3859,127.1272,74.2766,80.0000,100.0000,100.0000,0.0000,119.4631,118.2786,121.2521,113.8197,440770832.8990,309523200.0000
118.7332,117.1451,118.4210,117.8173,0.0849,0.7547,0.6698,50.9109,53.8066,58.3819,56.4373,22.3834,20.7303,72.3618,67.0883,90.0000,100.0000,100.0000,0.0000,119.3221,118.1443,121.5378,112.7525,437737777.4414,304824100.0000
118.7079,116.7485,118.3468,117.7186,0.1187,0.7672,0.6486,48.6566,58.2604,54.4533,54.9636,22.4434,20.9205,-155.9907,44.9441,0.0000,60.0000,80.0000,5.0000,119.3125,118.1033,121.8613,111.6357,440009833.3505,300642200.0000
118.6811,116.5953,118.3688,117.6628,0.2049,0.8238,0.6189,61.8523,63.5490,59.5090,56.7887,24.1701,21.4159,-7.9610,61.6851,0.0000,70.0000,85.0000,10.0000,119.3811,117.9811,121.7029,111.4878,438880542.1917,304502800.0000
118.4942,116.5026,118.2829,117.5479,0.2646,0.8323,0.5677,64.2723,65.3535,60.2279,57.0458,24.4668,21.6615,35.0863,70.7666,0.0000,80.0000,90.0000,15.0000,119.7736,117.2148,121.5164,111.4888,435206598.3706,308641800.0000
118.3587,116.4440,118.1620,117.4132,0.3222,0.8237,0.5015,64.5224,70.4596,62.4695,57.8671,24.6934,21.9030,60.2635,79.2426,0.0000,90.0000,95.0000,20.0000,119.7502,116.9673,121.3743,111.5136,433680781.9749,311965900.0000
118.0444,116.3585,117.9610,117.2392,0.3554,0.7764,0.4210,67.2656,76.9573,61.1280,57.2649,24.7168,22.1182,73.2732,85.5874,0.0000,100.0000,0.0000,25.0000,119.9716,116.1172,121.1617,111.5553,430977158.9870,308299200.0000
117.7177,116.4244,117.7700,117.0728,0.3978,0.7299,0.3321,79.5906,83.1889,60.9432,57.1794,23.7539,22.1753,79.5609,79.9574,0.0000,90.0000,5.0000,30.0000,120.0690,115.3664,121.3942,111.4546,432904716.4354,304524400.0000
117.2838,116.3625,117.5447,116.8926,0.4308,0.6635,0.2327,84.0156,85.3976,62.3297,57.7502,22.7293,22.2455,93.4432,87.8274,0.0000,100.0000,10.0000,35.0000,120.2172,114.3505,121.2432,111.4817,434041827.5485,308136400.0000
116.8079,116.2060,117.2275,116.6737,0.4250,0.5500,0.1250,85.9606,86.5485,62.4281,57.7923,21.5907,22.3194,93.7859,90.2073,0.0000,100.0000,15.0000,40.0000,120.0219,113.5940,120.9405,111.4715,433508984.9365,311361500.0000
116.2009,116.1176,116.8365,116.4302,0.3769,0.3957,0.0187,86.2167,86.7952,58.9292,55.9598,20.5614,22.4553,91.4504,81.3233,0.0000,100.0000,20.0000,45.0000,119.8083,112.5936,120.7049,111.5304,430079671.8995,306979600.0000
115.5570,116.1325,116.5519,116.2526,0.3569,0.2814,-0.0755,87.4683,86.2110,61.1945,56.9981,19.6804,22.6642,111.7488,86.1999,0.0000,100.0000,25.0000,50.0000,119.8076,111.3064,120.7474,111.5176,433940471.8995,310840400.0000
114.7892,116.0079,116.1186,116.0159,0.2571,0.0923,-0.1647,86.7004,87.2978,59.2807,55.9431,18.7494,22.8966,103.5768,63.1294,10.0000,100.0000,30.0000,55.0000,119.3940,110.1844,120.4930,111.5228,433275648.1839,307446300.0000
114.5096,115.9025,115.7050,115.8092,0.1318,-0.0972,-0.2290,84.4644,87.4511,55.1014,53.6789,18.3136,23.2988,112.2722,47.0570,20.0000,90.0000,35.0000,60.0000,118.6183,110.4009,120.2954,111.5096,430567305.9175,303989600.0000
114.5111,115.9210,115.4425,115.6958,0.0357,-0.2263,-0.2619,90.7286,86.7686,57.9741,55.1226,18.1705,23.8118,122.2161,52.0608,30.0000,0.0000,40.0000,65.0000,118.6231,110.3990,120.3333,111.5087,433179557.9759,307962400.0000
114.5292,115.9246,114.9914,115.5088,-0.1767,-0.4476,-0.2709,87.1605,78.2371,52.0272,51.8740,18.0116,24.3519,57.0935,-5.4965,40.0000,0.0000,45.0000,70.0000,118.6945,110.3638,120.3421,111.5071,430856645.8535,302614300.0000
114.6726,115.9511,114.7844,115.4652,-0.3389,-0.5656,-0.2267,82.4168,64.4509,50.5256,51.0721,19.1468,25.2747,20.3200,-29.4409,50.0000,0.0000,50.0000,75.0000,119.1099,110.2353,120.3745,111.5276,429398210.5617,297468500.0000
115.1311,115.9746,114.6135,115.4559,-0.5285,-0.6705,-0.1420,65.1341,44.9871,45.9584,48.6328,20.8463,26.3612,-19.6778,-61.9555,60.0000,10.0000,55.0000,80.0000,120.6527,109.6095,120.3944,111.5548,426678749.7781,292686000.0000
115.4411,116.1176,114.6509,115.5623,-0.6719,-0.6817,-0.0098,45.8019,28.9554,45.0027,48.1189,22.5363,27.7165,-24.1933,-68.4556,70.0000,20.0000,60.0000,85.0000,121.1198,109.7625,120.5153,111.7200,427192953.4431,288374600.0000
115.6041,116.3770,114.7481,115.7043,-0.8207,-0.6626,0.1581,24.0252,19.8340,39.6279,45.2058,24.4141,29.1431,-78.4693,-151.6434,80.0000,30.0000,65.0000,90.0000,121.2257,109.9825,120.9046,111.8493,430220515.9438,282590600.0000
116.0343,116.6794,115.1551,115.9977,-0.8598,-0.4964,0.3633,17.0393,21.3499,34.0898,42.2636,24.4985,30.1185,-148.0850,-247.8081,90.0000,40.0000,70.0000,95.0000,121.4211,110.6476,121.0473,112.3114,428000173.7388,271140600.0000
116.7080,117.0133,115.9277,116.4524,-0.7294,-0.1511,0.5783,18.4374,26.9720,30.1079,40.1571,22.3492,30.5952,-231.4648,-317.7552,100.0000,50.0000,75.0000,100.0000,121.3853,112.0306,120.7807,113.2459,423246493.7375,263764200.0000
117.2266,117.3697,117.0620,117.0449,-0.3817,0.3789,0.7606,28.5731,38.0628,41.6654,48.7833,19.9611,31.0969,-160.7441,-191.8220,100.0000,60.0000,80.0000,100.0000,119.8998,114.5534,119.8593,114.8801,429471419.1654,275959500.0000
117.2954,117.5218,117.4793,117.2408,-0.2501,0.6059,0.8560,33.9054,48.2706,48.2245,53.0449,19.7227,32.5367,-52.6673,-69.0783,50.0000,70.0000,85.0000,75.0000,119.7838,114.8071,119.8233,115.2203,425905036.5587,282435300.0000
117.3309,117.6109,117.6079,117.2766,-0.2065,0.7121,0.9186,51.7099,54.9278,51.4215,55.0497,21.8463,33.6929,3.6054,-16.9870,60.0000,80.0000,90.0000,80.0000,119.8058,114.8560,119.9470,115.2748,424290756.6148,286735800.0000
117.3200,117.6710,117.5977,117.2368,-0.2097,0.7605,0.9702,59.1965,52.3566,50.2513,54.4043,23.6611,34.7115,39.3068,7.1706,70.0000,90.0000,95.0000,85.0000,119.7901,114.8500,120.0695,115.2725,422902681.6170,282464800.0000
117.2295,117.7662,117.6512,117.2242,-0.1811,0.8415,1.0226,53.8771,50.1621,63.0542,62.3724,25.1902,35.6398,230.8571,150.0170,80.0000,100.0000,100.0000,90.0000,119.7533,114.7057,120.2568,115.2756,427204570.3708,289506200.0000
116.8181,117.7731,117.0985,116.9174,-0.4185,0.6494,1.0679,43.9962,50.5904,53.0087,56.7639,25.0374,36.0820,22.5969,-52.3810,90.0000,80.0000,5.0000,95.0000,118.5178,115.1184,120.2905,115.2557,425731067.6702,280419600.0000
116.7942,117.8418,116.9992,116.8513,-0.5137,0.6588,1.1725,52.6130,51.3599,44.0158,52.3334,27.1369,37.4239,-70.3631,-111.8818,100.0000,0.0000,10.0000,100.0000,118.4586,115.1297,120.4052,115.2785,423281111.2718,275034800.0000
117.1498,117.9661,117.2560,116.9575,-0.4664,0.8345,1.3009,55.1620,45.4595,51.1369,56.8044,28.9520,38.9462,24.8427,-36.2437,40.0000,10.0000,15.0000,70.0000,119.2988,115.0009,120.3655,115.5666,425814922.4082,280346800.0000
117.3244,118.0046,117.2642,116.9299,-0.5109,0.9066,1.4175,46.3046,41.8774,58.5390,61.1116,31.5090,39.9930,48.9262,-1.4457,50.0000,20.0000,20.0000,75.0000,119.7352,114.9136,120.3794,115.6297,427559160.1148,285257500.0000
117.3186,117.9750,117.0086,116.7736,-0.6816,0.8637,1.5452,34.9120,42.0403,43.8099,54.5196,33.6231,40.8888,-102.0550,-152.5199,60.0000,30.0000,25.0000,80.0000,119.7192,114.9180,120.3434,115.6065,425047188.6853,281199700.0000
117.5127,118.0750,117.2305,116.8540,-0.6745,1.0412,1.7156,44.4156,40.0405,42.7625,54.0965,35.3447,42.5228,-81.2121,-128.4293,70.0000,40.0000,30.0000,0.0000,119.7681,115.2573,120.2653,115.8847,425448718.0988,277786700.0000
117.7481,118.1257,117.5324,116.9574,-0.6177,1.2666,1.8843,46.7932,29.2747,51.4363,59.3705,37.7483,44.0864,-36.6352,-58.7440,80.0000,0.0000,35.0000,0.0000,119.7461,115.7501,120.1505,116.1009,429590263.0528,282169500.0000
117.8908,118.0065,117.5939,116.9260,-0.6436,1.3950,2.0387,28.9125,25.4999,53.4809,60.5448,41.8986,45.2554,-60.8191,-55.6701,90.0000,10.0000,40.0000,5.0000,119.9311,115.8505,120.4578,115.5552,430872154.4806,286942500.0000
118.0219,117.9399,117.6047,116.8608,-0.6904,1.5092,2.1996,12.1183,35.2659,46.2175,57.5323,45.7608,46.6416,-173.2997,-125.0374,100.0000,0.0000,45.0000,10.0000,120.1241,115.9197,120.5073,115.3726,426720111.2348,282424100.0000
118.3030,117.9269,117.8610,116.9039,-0.6279,1.7443,2.3722,35.4689,53.9396,43.0929,56.2937,48.5496,48.3692,-202.9292,-93.1859,100.0000,0.0000,50.0000,15.0000,120.2348,116.3712,120.5266,115.3272,423560602.3067,276716600.0000
118.7282,117.9498,118.2692,116.9965,-0.4666,2.0625,2.5291,58.2106,54.7492,51.1101,61.3975,52.8259,49.7917,-124.2424,-7.7966,100.0000,10.0000,55.0000,0.0000,120.3058,117.1505,120.4896,115.4100,429369785.7705,282714700.0000
118.8895,117.8432,118.4832,116.9639,-0.3376,2.3082,2.6458,68.1392,41.5122,70.3408,71.4451,57.6551,50.6360,60.9420,84.3436,70.0000,20.0000,60.0000,0.0000,120.1508,117.6282,120.6472,115.0393,433864907.5430,287924000.0000
118.7823,117.4830,118.2795,116.7075,-0.3552,2.3750,2.7302,37.8977,23.4638,68.0980,70.4927,58.4114,50.4031,-1.6081,60.6764,0.0000,30.0000,65.0000,0.0000,120.0341,117.5306,121.1215,113.8445,429619907.5430,283679000.0000
118.6847,117.1553,118.1272,116.4699,-0.3490,2.4700,2.8190,18.4997,19.0305,64.7381,69.1230,59.3920,50.1844,-56.5859,45.3521,0.0000,40.0000,70.0000,0.0000,120.0141,117.3553,121.3403,112.9704,427915907.5408,280448500.0000
118.6313,116.8541,118.0762,116.2713,-0.2890,2.6172,2.9062,13.9939,26.6024,62.3596,68.1878,61.4341,50.1261,-69.0388,44.1053,0.0000,50.0000,75.0000,0.0000,120.0490,117.2137,121.4925,112.2157,426213319.3110,277232500.0000
118.6373,116.3913,118.1040,116.0945,-0.1701,2.8084,2.9785,24.5979,43.8424,65.0388,69.5457,63.7314,50.0697,-19.1859,60.6247,0.0000,60.0000,80.0000,0.0000,120.0440,117.2306,122.1990,110.5837,427684906.9301,281001200.0000
118.5032,115.8914,118.0769,115.8701,-0.0375,2.9835,3.0210,41.2153,63.4620,69.4939,71.7977,65.5868,49.8475,39.5640,73.3321,0.0000,70.0000,85.0000,0.0000,120.2546,116.7518,122.6284,109.1543,429817287.3240,285131000.0000
118.1221,115.3260,117.9423,115.5740,0.0868,3.1172,3.0304,65.7141,81.5026,71.1653,72.6490,66.6809,49.3875,55.3222,76.5700,10.0000,80.0000,90.0000,0.0000,120.9057,115.3386,122.8795,107.7725,431708360.2631,290316200.0000
117.8579,114.7621,117.7392,115.2285,0.2160,3.2247,3.0087,83.4565,90.5508,74.9507,74.6101,67.9023,48.9046,102.9244,91.5882,20.0000,90.0000,95.0000,0.0000,120.8091,114.9067,122.8428,106.6813,431708360.2674,296054000.0000
117.5509,114.1122,117.4007,114.8039,0.3191,3.2738,2.9547,95.3373,92.9671,85.1404,79.7211,67.4212,47.9543,146.1610,104.9590,30.0000,100.0000,100.0000,5.0000,120.4926,114.6092,122.7146,105.5097,433616313.2070,300687600.0000
117.1714,113.4246,116.7618,114.2279,0.3107,3.1856,2.8749,92.8585,91.0246,82.2324,77.7875,66.4388,46.8470,114.7049,93.2435,0.0000,100.0000,100.0000,10.0000,119.5304,114.8124,122.1440,104.7052,429166946.3720,295075000.0000
116.7969,112.8153,116.2823,113.7340,0.3676,3.1648,2.7973,90.7056,86.6576,80.7539,76.8738,65.9349,45.8628,101.5275,92.1325,0.0000,20.0000,60.0000,15.0000,119.1155,114.4783,121.6163,104.0142,425966221.6326,290146900.0000
116.1836,112.2619,115.8277,113.2505,0.4471,3.1525,2.7054,89.5098,78.0259,79.8907,76.3440,65.6910,44.9164,101.0609,98.6183,0.0000,30.0000,65.0000,0.0000,119.5607,112.8066,120.9984,103.5253,423353908.5852,286391700.0000
115.6259,111.6673,115.3474,112.7517,0.5318,3.1254,2.5936,79.7573,66.7128,79.4854,76.0893,65.4200,43.9201,94.7138,103.6516,0.0000,40.0000,70.0000,0.0000,119.4401,111.8117,120.3824,102.9523,423185440.9581,281708300.0000
115.0768,111.1024,114.7973,112.2179,0.6016,3.0622,2.4606,64.8106,59.5326,81.1492,76.9793,65.3290,42.9330,103.4600,114.6486,0.0000,50.0000,75.0000,5.0000,119.0456,111.1081,119.6105,102.5943,421647501.5704,285612300.0000
114.1454,110.5223,114.0832,111.6081,0.6078,2.9180,2.3102,55.5705,60.8596,78.7469,75.3348,65.2279,41.8941,63.5025,100.8025,0.0000,60.0000,80.0000,0.0000,119.1578,109.1329,118.6404,102.4042,418100628.3712,279781000.0000
113.2796,109.9725,113.4606,111.0527,0.6478,2.8061,2.1583,58.2168,68.9770,73.2626,71.9276,65.8056,41.0058,57.0867,101.9218,0.0000,70.0000,85.0000,5.0000,119.0359,107.5232,117.7758,102.1692,410903428.3712,272583800.0000
112.5299,109.5201,113.1470,110.6506,0.8310,2.8273,1.9963,68.7914,78.2157,86.6838,78.8237,66.4781,40.0797,96.6160,138.2066,0.0000,80.0000,90.0000,0.0000,119.1494,105.9105,117.1826,101.8576,415394128.5239,279309400.0000
111.6663,108.9952,112.4655,110.0650,0.8881,2.6767,1.7886,79.9227,86.2710,86.6483,78.7926,63.6056,38.1052,109.4794,163.6502,0.0000,90.0000,95.0000,0.0000,118.3905,104.9420,116.1747,101.8158,418720242.1577,274431100.0000
110.6735,108.4422,111.6373,109.4201,0.8812,2.4477,1.5666,85.9331,90.2088,89.5123,80.2888,60.4342,36.0440,138.6204,214.3312,10.0000,100.0000,100.0000,0.0000,117.3631,103.9838,114.9956,101.8888,419600401.4565,279784200.0000
109.6778,107.8614,110.5609,108.6768,0.7442,2.0905,1.3463,92.9574,91.9340,87.8810,78.5367,56.9103,33.8743,124.7370,209.4388,20.0000,100.0000,100.0000,5.0000,115.5243,103.8312,113.4500,102.2727,420326116.5966,271523400.0000
108.8336,107.3657,109.5356,107.9928,0.5769,1.7371,1.1602,91.7360,91.7831,82.1927,73.4143,53.3996,31.9217,120.6326,207.0088,30.0000,100.0000,100.0000,10.0000,113.5993,104.0679,111.9378,102.7935,413563714.3547,264238300.0000
108.3401,107.0212,108.9446,107.5504,0.5482,1.5642,1.0160,91.1087,90.5612,84.7946,74.6436,49.9845,30.1875,165.2710,258.2089,0.0000,90.0000,95.0000,0.0000,112.6072,104.0730,111.0973,102.9451,416413527.5345,271247300.0000
107.7088,106.6582,108.1741,107.0387,0.4197,1.2986,0.8789,92.5046,90.6378,84.6341,74.4948,46.3712,28.4683,252.0088,329.5866,0.0000,100.0000,100.0000,5.0000,111.1719,104.2456,109.9710,103.3455,410550295.0846,263807400.0000
107.1279,106.2549,107.2501,106.4815,0.1749,0.9489,0.7740,88.0703,82.0071,72.7877,65.7474,42.3564,26.6587,173.2260,186.2859,10.0000,100.0000,100.0000,10.0000,108.7574,105.4985,108.4976,104.0122,401646993.1984,251666400.0000
106.8992,106.0511,106.9288,106.2484,0.1287,0.8590,0.7303,91.3386,70.8044,70.1133,64.2450,39.6470,25.5733,165.4611,153.5638,0.0000,100.0000,100.0000,0.0000,108.1913,105.6071,108.1022,104.0000,399644360.3375,242489500.0000
106.6655,105.8545,106.6404,106.0402,0.0814,0.7795,0.6981,66.6124,54.6887,64.3963,61.3189,37.8991,24.8273,138.5224,130.8292,10.0000,100.0000,100.0000,5.0000,107.7397,105.5912,107.7839,103.9250,395100160.3375,237945300.0000
106.5103,105.7066,106.4770,105.8996,0.0756,0.7534,0.6778,54.4621,54.5467,67.1390,62.4714,36.8251,24.2655,167.6534,138.4645,0.0000,100.0000,100.0000,10.0000,107.5777,105.4430,107.6002,103.8130,394768833.4163,241391100.0000
106.3242,105.5882,106.2325,105.7230,0.0296,0.6885,0.6589,42.9916,58.8088,56.2343,57.5439,35.6318,23.6741,20.8632,76.2375,0.0000,80.0000,90.0000,15.0000,107.2173,105.4311,107.2850,103.8915,391637067.9829,237299600.0000
106.2109,105.4800,106.2254,105.6661,0.0779,0.7293,0.6515,66.1865,68.9814,59.7649,58.9996,35.6529,23.3634,55.1476,96.5248,0.0000,90.0000,95.0000,0.0000,107.3571,105.0647,107.2643,103.6957,393042282.9859,241463200.0000
106.0450,105.3783,106.1591,105.5757,0.1125,0.7445,0.6320,67.2482,69.3851,62.6151,60.1643,33.8872,22.7183,91.2551,126.9112,10.0000,100.0000,100.0000,0.0000,107.4195,104.6704,107.1448,103.6118,393086058.8911,245096600.0000
105.8978,105.2473,106.0315,105.4539,0.1277,0.7316,0.6039,73.5096,71.8982,70.1996,63.1453,31.9253,22.0391,132.8438,159.3703,20.0000,100.0000,100.0000,5.0000,107.2612,104.5344,106.9806,103.5140,392956818.2645,249232300.0000
105.7022,105.1146,105.7585,105.2638,0.0790,0.6510,0.5719,67.3975,71.2028,60.7666,58.8761,29.8221,21.3452,64.0179,111.0893,0.0000,90.0000,95.0000,10.0000,106.7531,104.6513,106.5999,103.6292,388591370.5509,244203100.0000
105.6077,105.0053,105.6830,105.1759,0.1046,0.6568,0.5522,74.7875,70.7370,67.8501,61.3502,29.2087,21.0355,116.6094,162.5274,10.0000,100.0000,100.0000,15.0000,106.6691,104.5464,106.5066,103.5039,389274455.8824,248860500.0000
105.3819,104.9097,105.4960,105.0340,0.0854,0.6114,0.5260,71.4234,67.3930,66.9087,60.9272,28.5271,20.7095,158.7447,210.7972,20.0000,100.0000,100.0000,20.0000,106.5251,104.2386,106.2465,103.5728,387929366.0094,243800400.0000
105.2030,104.8339,105.2933,104.8893,0.0516,0.5563,0.5047,66.0000,63.1695,62.4559,59.0094,26.1439,20.0690,98.0204,153.7692,0.0000,80.0000,90.0000,25.0000,106.1979,104.2080,105.9805,103.6873,389579784.8814,239196600.0000
105.0435,104.7769,105.1608,104.7841,0.0390,0.5308,0.4918,64.7556,62.3719,61.8789,58.7690,25.0628,19.7670,130.4591,196.5967,10.0000,90.0000,95.0000,0.0000,106.0584,104.0286,105.8164,103.7374,388268792.0947,236226800.0000
104.9028,104.6954,105.0134,104.6746,0.0150,0.4971,0.4820,58.7530,63.4705,60.9792,58.3827,22.8100,19.2746,161.9868,227.7443,20.0000,100.0000,100.0000,0.0000,105.8323,103.9733,105.6455,103.7453,388339468.8364,233187700.0000
104.8523,104.5128,104.8573,104.5650,-0.0205,0.4578,0.4783,63.6071,70.7501,55.9239,56.2813,20.3069,18.7562,65.1769,100.2698,30.0000,70.0000,85.0000,5.0000,105.6443,104.0603,105.9074,103.1183,388687171.0690,229526600.0000
104.7491,104.4111,104.7964,104.5054,-0.0228,0.4606,0.4834,68.0515,70.1886,53.4443,55.3018,19.6891,18.6752,27.0209,68.8189,0.0000,80.0000,90.0000,10.0000,105.6323,103.8660,105.9037,102.9185,388167064.6490,226827000.0000
104.7116,104.3591,104.7812,104.4676,-0.0045,0.4846,0.4891,80.5918,64.3345,57.7941,57.1086,19.9881,18.7623,116.9123,130.9595,0.0000,90.0000,0.0000,15.0000,105.6038,103.8194,105.8573,102.8610,388233198.9279,229141700.0000
104.5969,104.3563,104.6745,104.3840,-0.0224,0.4678,0.4902,61.9226,48.6948,58.2596,57.3026,19.2059,18.6725,189.2131,152.6035,10.0000,100.0000,5.0000,20.0000,105.4716,103.7221,105.8476,102.8649,387942258.9242,231566200.0000
104.5269,104.2563,104.5345,104.2871,-0.0607,0.4352,0.4959,50.4889,42.4825,57.1729,56.8148,17.4604,18.4407,142.3047,89.1455,20.0000,0.0000,10.0000,25.0000,105.2653,103.7885,105.7479,102.7647,388272873.5581,228177400.0000
104.4028,104.2437,104.3970,104.1959,-0.1084,0.4026,0.5110,33.6729,45.2669,50.3603,53.8829,16.2506,18.3381,4.9161,34.8936,30.0000,10.0000,15.0000,30.0000,105.0941,103.7115,105.7088,102.7786,385633454.2830,224400300.0000
104.4374,104.2632,104.4262,104.1886,-0.0926,0.4455,0.5381,43.2855,52.6983,53.4062,55.3039,15.7875,18.3884,42.9941,52.0071,40.0000,20.0000,20.0000,35.0000,105.1325,103.7424,105.7392,102.7871,388794715.1513,228395300.0000
104.4648,104.2401,104.3833,104.1433,-0.1034,0.4578,0.5613,58.8424,56.7668,50.9544,54.2513,15.3519,18.4552,-50.7958,23.9314,50.0000,30.0000,25.0000,40.0000,105.2065,103.7232,105.7076,102.7726,387883169.6899,218368300.0000
104.5103,104.1463,104.4030,104.1273,-0.0872,0.5000,0.5871,55.9671,48.5040,51.8827,54.7137,15.2028,18.5861,7.8495,51.5743,0.0000,40.0000,30.0000,0.0000,105.2603,103.7603,105.8140,102.4786,389204607.2942,222546900.0000
104.4879,104.0568,104.3999,104.0968,-0.0750,0.5340,0.6089,55.4910,43.3112,58.0400,57.7389,14.6358,18.6515,128.8205,87.7039,0.0000,50.0000,35.0000,5.0000,105.2607,103.7152,105.8445,102.2692,391065576.0931,226994300.0000
104.1734,103.9782,104.2196,103.9795,-0.1389,0.4888,0.6277,34.0540,35.1123,50.6623,54.3845,14.0057,18.7203,18.0964,39.7292,10.0000,60.0000,40.0000,10.0000,105.7032,102.6435,105.6927,102.2637,387307235.5276,222193500.0000
104.0731,103.9587,104.2463,103.9669,-0.1253,0.5371,0.6624,40.3887,39.9222,53.6386,55.8615,14.2417,18.9778,17.6958,31.2331,20.0000,70.0000,45.0000,15.0000,105.7348,102.4113,105.6761,102.2413,391490470.8243,226934500.0000
104.0067,103.9807,104.1923,103.9119,-0.1424,0.5514,0.6937,30.8940,47.4397,51.1515,54.7369,15.2432,19.3881,27.1308,36.5189,30.0000,0.0000,0.0000,20.0000,105.6495,102.3638,105.7356,102.2258,388733382.2942,223430700.0000
104.1156,104.0619,104.2096,103.8906,-0.1296,0.5997,0.7293,48.4838,65.5731,54.5988,56.5261,16.3559,19.8200,38.2147,44.8181,40.0000,10.0000,0.0000,25.0000,105.9101,102.3212,105.9769,102.1469,390298902.1290,227836000.0000
103.9858,104.1037,104.1218,103.8154,-0.1590,0.6027,0.7617,62.9412,75.6022,50.3470,54.5329,17.0607,20.1569,38.2687,30.5397,50.0000,20.0000,5.0000,30.0000,105.8076,102.1640,106.0992,102.1082,389010582.7922,222874600.0000
104.0846,104.1918,104.1684,103.8052,-0.1331,0.6684,0.8015,85.2942,71.2314,55.0338,57.0433,17.7968,20.5009,65.6690,49.8178,60.0000,30.0000,10.0000,35.0000,105.9853,102.1840,106.2979,102.0856,393243034.8036,227703200.0000
