SMA-10-10,SMA-20-20,EMA-10-10,EMA-20-20,MACD_Hist-10-10,MACD-10-10,MACD_Signal-10-10,SlowK,SlowD,RSI-10-10,RSI-20-20,ADX-10-10,ADX-20-20,CCI-10-10,CCI-20-20,Aroon Down-10-10,Aroon Up-10-10,Aroon Up-20-20,Aroon Down-20-20,Real Middle Band-10-10,Real Upper Band-10-10,Real Upper Band-20-20,Real Lower Band-20-20,Chaikin A/D,OBV
116.9490,116.6029,118.1340,117.7909,0.7903,0.0392,-0.7511,92.3941,89.5293,63.5702,55.2029,14.9898,7.7866,133.0413,167.3395,40.0000,100.0000,5.0000,70.0000,122.5994,111.2985,121.2854,111.9205,472377842.4733,364497143.0000
116.4224,116.5567,117.3236,117.3709,0.5984,-0.3503,-0.9486,92.3970,82.0332,61.0224,53.8991,13.9778,7.7508,146.2989,134.5873,50.0000,100.0000,10.0000,75.0000,121.0650,111.7797,121.0481,112.0653,470098944.9089,360513171.0000
115.8899,116.5635,116.5710,117.0194,0.3649,-0.7333,-1.0982,83.7967,65.0255,58.6316,52.6982,13.6087,7.8895,175.2834,110.6532,60.0000,100.0000,0.0000,80.0000,119.5637,112.2162,121.0804,112.0466,467524021.9411,356184315.0000
115.6728,116.6681,115.8697,116.7344,0.0780,-1.1114,-1.1895,69.9058,45.7536,52.3855,49.7429,13.5461,8.1152,47.2570,-6.2593,70.0000,40.0000,5.0000,85.0000,118.5934,112.7523,121.5551,111.7811,467795685.1702,351714220.0000
115.5901,116.7192,115.5317,116.6653,-0.1310,-1.3400,-1.2090,41.3741,26.4633,48.2863,47.9404,14.2271,8.2324,44.1138,-13.8009,80.0000,50.0000,10.0000,90.0000,118.3539,112.8263,121.6565,111.7820,464149210.6705,347182827.0000
115.3945,116.8511,115.4213,116.7323,-0.2973,-1.4735,-1.1762,25.9809,22.8256,45.7334,46.8407,15.5774,8.4700,-65.8037,-86.9353,90.0000,60.0000,15.0000,95.0000,118.2808,112.5081,121.8481,111.8542,466640946.1845,342538232.0000
115.4606,116.8346,115.4704,116.8935,-0.4364,-1.5383,-1.1019,12.0351,29.1813,37.0464,43.3073,14.7568,8.2988,-136.8240,-135.3451,100.0000,70.0000,0.0000,100.0000,118.3566,112.5647,121.8554,111.8137,462930687.0642,338253144.0000
115.5298,117.5237,116.1013,117.3422,-0.3441,-1.3369,-0.9928,30.4608,44.8559,41.5852,45.4831,13.2254,8.0154,-68.6723,-95.6707,10.0000,0.0000,0.0000,55.0000,118.1743,112.8852,123.6986,111.3489,465957243.3134,343014019.0000
115.6952,118.2129,116.4399,117.6332,-0.3518,-1.2586,-0.9068,45.0480,57.6075,41.1635,45.3134,12.3251,7.8939,-53.3373,-80.7667,20.0000,10.0000,0.0000,60.0000,118.2874,113.1031,125.8275,110.5983,465236161.0905,337822227.0000
116.0349,119.0972,116.8818,117.9682,-0.3087,-1.1275,-0.8188,59.0588,64.2147,47.3385,48.1728,11.8856,7.8849,62.8412,-37.3580,30.0000,0.0000,5.0000,65.0000,118.7723,113.2976,128.6264,109.5681,468533036.2474,342100315.0000
116.2569,119.6749,116.8574,118.0709,-0.4608,-1.2025,-0.7417,68.7158,62.9403,45.9690,47.5829,12.9715,8.1840,18.5579,-48.2668,40.0000,10.0000,10.0000,70.0000,119.5682,112.9455,129.9918,109.3580,470106716.0970,338056127.0000
116.6910,120.1222,116.9335,118.2347,-0.6056,-1.2321,-0.6264,64.8696,51.4331,42.7996,46.2058,13.8181,8.4323,-23.6514,-64.3572,50.0000,20.0000,15.0000,75.0000,121.0091,112.3729,130.6263,109.6181,472326368.2474,334310464.0000
117.2371,120.6337,117.2775,118.5346,-0.6620,-1.1370,-0.4750,55.2355,35.6311,47.6340,48.5344,14.6093,8.6652,-7.4087,-55.6679,60.0000,0.0000,20.0000,80.0000,122.1031,112.3710,131.1617,110.1058,476429886.9045,338967632.0000
117.6634,120.8883,117.2156,118.6376,-0.9106,-1.2201,-0.3095,34.1942,21.2304,45.0803,47.3822,15.8992,8.9949,-52.2873,-81.4454,70.0000,10.0000,25.0000,85.0000,123.2591,112.0678,131.3523,110.4242,474044454.8427,335051251.0000
117.8484,121.1384,117.3605,118.8560,-1.1255,-1.2073,-0.0819,17.4635,11.5052,38.2819,44.4148,16.3318,9.1417,-100.5831,-114.9108,80.0000,20.0000,30.0000,90.0000,123.4085,112.2882,131.4145,110.8624,469988522.5610,330891763.0000
118.3078,121.5137,118.0913,119.3596,-1.1192,-0.9198,0.1995,12.0337,11.8512,41.6142,46.1936,16.2427,9.1841,-109.1250,-118.4557,90.0000,30.0000,35.0000,95.0000,123.2709,113.3447,131.2648,111.7626,473414080.9559,341640929.0000
118.2085,121.7814,118.5866,119.7277,-1.2010,-0.7217,0.4793,5.0183,20.8253,34.3149,43.1241,16.1437,9.2288,-171.4575,-157.8851,100.0000,0.0000,40.0000,100.0000,123.3979,113.0191,131.1850,112.3777,467994794.7814,335512209.0000
119.5177,122.2252,119.7564,120.4019,-0.9793,-0.1997,0.7795,18.5015,38.5349,39.3925,45.9787,15.4662,9.1573,-79.1147,-105.0966,20.0000,0.0000,45.0000,60.0000,125.6379,113.3976,130.7905,113.6600,471755652.3851,342259630.0000
120.7306,122.3396,120.5395,120.8408,-0.8513,0.1731,1.0243,38.9560,52.3516,42.5376,47.6420,16.2108,9.4600,-68.5880,-90.1243,30.0000,0.0000,50.0000,0.0000,128.3815,113.0797,130.6386,114.0405,477733745.0779,348887908.0000
122.1595,122.2092,121.1376,121.1558,-0.7553,0.4818,1.2372,58.1471,54.9546,45.2817,49.0640,17.6912,9.9339,-31.7224,-35.2502,40.0000,10.0000,55.0000,5.0000,132.1142,112.2048,130.8610,113.5574,479885376.9999,353650509.0000
123.0930,122.0461,121.5657,121.3605,-0.6958,0.7302,1.4260,59.9517,46.4095,48.6945,50.8030,19.0811,10.2718,-42.7472,-34.3194,50.0000,20.0000,60.0000,10.0000,133.5068,112.6792,131.0341,113.0581,487204599.1500,361749503.0000
123.5534,121.9108,121.7234,121.4136,-0.7309,0.8691,1.5999,46.7651,31.7232,48.6739,50.7932,20.5382,10.7113,-36.6737,-13.2828,60.0000,30.0000,65.0000,15.0000,133.9380,113.1688,131.0467,112.7750,485007567.8748,358889217.0000
124.0304,121.7229,121.9182,121.4733,-0.7479,1.0347,1.7827,32.5118,22.3205,50.4988,51.7734,22.6701,11.2510,-34.0496,2.7426,70.0000,40.0000,70.0000,20.0000,134.3114,113.7493,131.0902,112.3557,486501502.5060,362043079.0000
124.1131,121.5482,121.9401,121.4369,-0.8377,1.1319,1.9696,15.8928,21.2556,43.8697,48.4669,25.0388,11.8191,-103.7711,-71.8879,80.0000,50.0000,75.0000,0.0000,134.3348,113.8914,131.0314,112.0651,486966498.9939,356437288.0000
124.4285,121.3209,122.7239,121.7552,-0.5926,1.5865,2.1791,18.5568,36.6081,44.2660,48.7026,25.0183,11.8515,-112.6822,-53.7396,90.0000,60.0000,80.0000,0.0000,134.1074,114.7495,131.2988,111.3431,483634950.9922,361586044.0000
124.7195,121.0795,123.6257,122.0803,-0.2095,2.1178,2.3272,29.3172,56.2457,36.5244,44.8840,25.3498,11.9882,-142.6820,-57.2706,100.0000,70.0000,85.0000,5.0000,133.8472,115.5918,131.5253,110.6338,481335585.2995,355368041.0000
125.3542,120.9686,125.5714,122.8393,0.7720,3.1516,2.3796,61.9502,76.2422,58.9262,57.1811,25.7182,12.1321,42.3925,94.1439,20.0000,80.0000,90.0000,10.0000,132.2683,118.4400,131.7185,110.2186,492605451.8978,367121715.0000
124.9327,120.5009,125.3842,122.4630,1.0633,3.2499,2.1866,77.4697,84.6595,64.9744,59.8061,24.8175,11.7553,85.6721,128.9247,0.0000,90.0000,95.0000,15.0000,132.0479,117.8175,131.0750,109.9268,497058281.5069,371846770.0000
123.9486,120.0492,124.7226,121.8422,1.2091,3.1298,1.9208,89.3067,87.9888,79.1609,65.3337,22.7698,11.1613,158.7968,191.7959,0.0000,100.0000,100.0000,20.0000,131.5972,116.3000,129.9948,110.1036,498897249.5677,377238290.0000
122.2588,119.4282,123.0748,120.7585,0.9280,2.5465,1.6185,87.2020,84.5666,74.3714,62.1752,19.3895,10.3317,181.6621,202.3773,10.0000,100.0000,100.0000,25.0000,129.3716,115.1460,127.6845,111.1718,493915505.3994,371869903.0000
120.9992,118.9011,121.8590,119.9387,0.7442,2.1307,1.3865,87.4577,80.2243,68.8329,59.1366,16.1012,9.6168,110.4422,151.0736,20.0000,90.0000,95.0000,30.0000,127.6591,114.3393,126.0309,111.7712,498335043.8994,365977185.0000
120.2682,118.5432,121.0588,119.3575,0.6827,1.8832,1.2004,79.0401,75.1850,69.5153,59.3652,14.4279,9.4381,137.0714,189.7639,30.0000,100.0000,100.0000,35.0000,126.3922,114.1442,125.0077,112.0787,494711169.7502,369841316.0000
119.4155,118.1491,120.0460,118.6987,0.4942,1.5240,1.0298,74.1750,76.4382,63.2676,56.3055,12.5687,9.2500,85.0035,133.1374,40.0000,70.0000,85.0000,40.0000,124.6307,114.2004,123.7432,112.5550,492453205.9045,365927512.0000
118.9833,117.8603,119.4680,118.2831,0.4394,1.3456,0.9062,72.3399,79.8655,60.6244,55.1376,12.3315,9.4946,86.6164,123.6830,0.0000,80.0000,90.0000,45.0000,123.7529,114.2138,123.0796,112.6410,489476297.9045,362950604.0000
118.2134,117.6346,119.0016,117.9375,0.4120,1.2083,0.7964,82.7999,77.5052,60.6598,55.1502,12.2117,9.7842,85.4790,111.1546,0.0000,90.0000,95.0000,50.0000,123.5217,112.9051,122.5763,112.6930,489476297.9045,365817910.0000
117.4395,117.5857,118.4294,117.5544,0.3212,1.0146,0.6934,84.4568,66.8938,59.8798,54.7865,12.4158,10.1668,128.6227,149.9215,10.0000,100.0000,0.0000,55.0000,122.8169,112.0622,122.3876,112.7838,482808592.3128,357888005.0000
116.5830,117.7050,117.8101,117.1689,0.1762,0.7893,0.6131,65.2589,56.4937,62.9457,55.9632,11.2689,10.3058,146.9924,132.7491,20.0000,100.0000,5.0000,60.0000,122.0097,111.1562,122.9594,112.4507,485841111.2653,361803229.0000
116.0690,117.6590,116.8347,116.6394,-0.1790,0.3901,0.5690,50.9657,59.6024,55.2235,52.3224,10.5236,10.5857,76.0374,27.1959,30.0000,10.0000,10.0000,65.0000,120.0523,112.0858,122.7693,112.5488,481522979.8482,356078066.0000
116.1498,117.7802,116.4602,116.4415,-0.3643,0.2495,0.6137,53.2565,70.1796,46.2327,48.7324,11.3817,11.0089,-30.3400,-83.8478,40.0000,20.0000,15.0000,70.0000,120.3552,111.9444,123.0779,112.4825,481896531.3755,350610630.0000
116.5976,118.0077,116.7315,116.5680,-0.3044,0.4004,0.7048,74.5850,74.6101,48.1162,49.4994,10.8479,11.0235,2.7624,-46.0207,50.0000,30.0000,20.0000,75.0000,121.2497,111.9454,123.2399,112.7756,482519070.5688,354790536.0000
116.8029,118.0379,116.9051,116.6330,-0.2660,0.5149,0.7809,82.6972,67.5652,54.2776,51.9019,11.0318,11.2004,42.4175,7.2582,60.0000,40.0000,25.0000,80.0000,121.5038,112.1021,123.2291,112.8468,486099036.4032,358808865.0000
116.8181,117.8601,116.6284,116.4733,-0.4179,0.4295,0.8474,66.5479,50.1891,51.5866,50.8080,12.2183,11.5814,24.0799,-6.1204,70.0000,50.0000,30.0000,0.0000,121.5372,112.0990,123.2630,112.4573,486735707.2729,354968302.0000
116.8827,117.6129,116.5260,116.4085,-0.5296,0.4223,0.9519,53.4506,33.6042,54.9798,52.1201,13.3539,11.9438,32.1310,12.9685,80.0000,60.0000,35.0000,5.0000,121.6325,112.1330,123.5593,111.6666,489496858.8603,358208266.0000
116.7373,117.4792,116.1262,116.2067,-0.8031,0.2812,1.0843,30.5689,24.4937,42.7597,47.4726,14.6157,12.3253,-97.1874,-100.2475,90.0000,70.0000,40.0000,10.0000,121.3895,112.0851,123.4756,111.4829,487869472.1745,354002841.0000
117.0559,117.5545,116.6282,116.4529,-0.7342,0.5508,1.2851,16.7932,32.5390,42.6680,47.4408,12.8229,12.0766,-178.1793,-136.8689,100.0000,0.0000,45.0000,15.0000,121.2964,112.8154,123.4036,111.7054,484917500.0442,349217068.0000
117.7318,117.4204,117.2482,116.7282,-0.5787,0.8900,1.4686,26.1191,52.1517,39.0953,46.1843,10.6048,11.7728,-214.0146,-96.2003,100.0000,0.0000,50.0000,20.0000,121.8585,113.6051,123.7105,111.1302,479940599.4759,343961461.0000
118.8271,117.4878,118.2700,117.1574,-0.1825,1.4308,1.6133,54.7047,66.3118,49.3781,50.4378,9.3748,11.7565,-29.8270,24.2013,40.0000,10.0000,55.0000,25.0000,122.7887,114.8656,123.5983,111.3773,483803713.2646,349836137.0000
119.2491,117.5854,118.5389,117.1677,-0.0076,1.6513,1.6589,75.6312,63.9553,56.2235,52.8147,9.6914,12.3625,-12.9291,38.7798,50.0000,20.0000,60.0000,30.0000,123.2663,115.2319,123.7278,111.4431,488583348.2646,354615772.0000
119.4106,117.4371,118.3635,116.9403,0.0170,1.6778,1.6608,68.5995,50.2129,57.4542,53.2237,10.6141,12.8896,-12.6709,47.3944,60.0000,30.0000,65.0000,35.0000,123.5554,115.2658,123.5472,111.3270,487236087.5019,358149154.0000
119.4179,117.2862,118.0627,116.6480,-0.0090,1.6476,1.6566,47.6354,34.1578,53.4164,51.6587,11.3839,13.4908,-32.7701,35.3169,0.0000,40.0000,70.0000,40.0000,123.5651,115.2707,123.3120,111.2603,483340170.2215,353146704.0000
119.2729,117.1147,118.0757,116.5052,0.1006,1.7595,1.6589,34.4038,27.7555,54.2213,51.9457,12.2392,14.1236,-29.4504,35.4636,0.0000,50.0000,75.0000,45.0000,123.6997,114.8461,123.2434,110.9860,486360866.2999,357558751.0000
118.9022,116.7195,118.0254,116.3161,0.2127,1.8464,1.6337,20.4342,33.6339,53.0084,51.4581,13.5591,14.6926,-16.6117,39.5848,0.0000,60.0000,80.0000,0.0000,124.1390,113.6653,123.4781,109.9608,486643384.4204,353697670.0000
118.3432,116.3468,118.0899,116.1667,0.4076,1.9882,1.5805,28.4285,52.5929,51.2345,50.7338,15.0547,15.2976,-40.5591,1.8187,10.0000,70.0000,85.0000,0.0000,124.9683,111.7180,123.6410,109.0526,490077627.8972,349799909.0000
118.2212,115.6101,118.3609,116.0926,0.7496,2.2282,1.4786,52.0389,72.9641,51.6047,50.8861,15.5836,15.6811,-13.5330,35.4171,20.0000,80.0000,90.0000,5.0000,124.9936,111.4488,125.1685,106.0517,486964022.4691,353816460.0000
118.0531,115.0401,118.6514,115.9915,1.1924,2.4836,1.2912,77.3113,85.9009,59.0622,53.8693,17.0148,16.2745,64.0955,101.0080,30.0000,90.0000,95.0000,0.0000,125.0139,111.0923,125.5033,104.5769,489615360.2399,358740373.0000
117.1089,114.0594,118.2190,115.5067,1.4195,2.4127,0.9931,89.5423,90.7254,66.3861,56.5404,17.3597,16.9768,126.3708,142.7713,40.0000,100.0000,100.0000,5.0000,124.9401,109.2778,125.8479,102.2710,494046162.1071,365370405.0000
116.1485,113.2065,117.0224,114.6544,1.3426,1.9809,0.6382,90.8491,88.6171,63.2118,54.8978,16.4500,17.4668,134.9351,128.5332,50.0000,100.0000,100.0000,10.0000,122.8292,109.4677,124.5701,101.8430,492452636.0655,360117671.0000
115.9218,112.5659,116.0764,113.9570,1.3350,1.6376,0.3026,91.7850,80.0378,62.7539,54.6623,15.8217,18.0868,145.6626,133.9621,60.0000,100.0000,100.0000,15.0000,122.0192,109.8244,123.4722,101.6596,494213948.7162,355341804.0000
115.4636,111.7067,114.9949,113.2216,1.2410,1.2098,-0.0312,83.2171,67.9225,61.2665,53.8781,15.5346,18.8523,119.8381,107.3654,70.0000,20.0000,60.0000,20.0000,120.5949,110.3324,122.5450,100.8685,496220971.5210,350421361.0000
115.1544,111.1386,113.9292,112.5302,1.1051,0.7636,-0.3415,65.1112,57.0903,56.9178,51.6468,15.9013,19.8442,55.2872,83.4077,80.0000,30.0000,65.0000,0.0000,119.5211,110.7877,121.3981,100.8792,491893868.6901,345435786.0000
114.9565,110.3943,113.3460,112.1066,1.1303,0.5126,-0.6177,55.4391,48.8108,54.1109,50.2630,17.0132,20.6995,-10.1645,60.4189,90.0000,40.0000,70.0000,0.0000,119.2299,110.6831,121.1237,99.6649,490926951.9515,338561887.0000
114.5368,109.7301,113.0686,111.8448,1.2845,0.3842,-0.9003,50.7205,41.5483,50.4814,48.5132,18.5354,21.3330,-121.2748,17.5138,0.0000,50.0000,75.0000,0.0000,119.6182,109.4554,120.9697,98.4905,489040776.8681,331475986.0000
114.3505,108.6740,113.2738,111.8131,1.6856,0.4641,-1.2214,40.2726,39.7150,56.2085,50.9506,18.8986,21.6683,46.6994,84.2434,0.0000,60.0000,80.0000,5.0000,119.8854,108.8156,122.4828,94.8653,476897157.9575,345817290.0000
112.9991,107.4725,112.7455,111.4091,1.8453,0.2024,-1.6428,33.6516,49.5852,55.8503,50.7639,20.3542,22.5478,38.6281,82.0894,10.0000,70.0000,85.0000,10.0000,122.0721,103.9260,122.7480,92.1970,477200928.1705,337851760.0000
112.0271,106.5226,112.1617,110.9920,1.9980,-0.1062,-2.1042,45.2209,67.9184,50.3139,47.9125,22.2135,23.2109,2.7956,60.6670,0.0000,80.0000,90.0000,15.0000,121.9204,102.1337,122.0752,90.9700,473322161.0694,332887742.0000
111.0099,105.9376,112.3853,110.9747,2.5345,-0.0692,-2.6037,69.8830,83.2689,54.4580,49.7583,24.0044,23.8403,39.4231,86.8568,10.0000,90.0000,95.0000,20.0000,122.9352,99.0847,121.6286,90.2467,476595580.7482,339325870.0000
110.2646,105.3594,112.0267,110.6564,2.9268,-0.3105,-3.2373,88.6513,88.5182,62.6479,53.1914,26.4593,24.7033,114.8956,154.1267,20.0000,100.0000,100.0000,25.0000,122.2807,98.2484,120.6671,90.0517,475889508.7126,344958026.0000
109.2100,104.1670,110.4742,109.7768,2.8446,-1.1244,-3.9690,91.2725,87.5778,59.7687,51.5109,26.4937,25.8412,101.4834,137.4955,30.0000,90.0000,95.0000,30.0000,119.7276,98.6923,118.7322,89.6018,475849764.2410,339870734.0000
107.9498,103.5331,109.1659,109.0836,2.8031,-1.8770,-4.6801,85.6307,77.3243,60.2992,51.7347,27.6878,27.0246,151.7751,176.2327,40.0000,100.0000,100.0000,35.0000,117.7320,98.1677,116.9809,90.0853,472500777.1606,344989511.0000
107.1229,102.6355,107.4921,108.2821,2.5364,-2.8445,-5.3809,85.8301,67.8128,58.1905,50.4434,27.8980,28.4128,154.6337,164.0588,0.0000,100.0000,0.0000,40.0000,115.0245,99.2213,114.7821,90.4889,472683271.3068,339413301.0000
105.8320,102.5721,105.9181,107.6197,2.1931,-3.8219,-6.0150,60.5120,48.6753,53.8478,47.8337,29.1359,29.6397,165.3372,138.4411,0.0000,100.0000,0.0000,45.0000,112.5747,99.0893,114.4797,90.6645,468940172.3603,334257314.0000
104.9234,103.0442,104.9228,107.3273,1.9748,-4.5884,-6.5632,57.0961,43.9971,53.7285,47.7616,30.6469,30.8908,132.0697,87.8049,0.0000,100.0000,5.0000,50.0000,111.4042,98.4426,116.7657,89.3227,474366051.3562,328664851.0000
102.9976,103.1878,103.7318,107.0163,1.5686,-5.4883,-7.0569,28.4177,44.5997,44.6225,42.4195,33.7688,31.7881,2.7151,-2.3638,10.0000,70.0000,0.0000,55.0000,112.6390,93.3563,117.2648,89.1108,469409205.3271,321638394.0000
101.9459,104.2150,104.0863,107.5299,1.7213,-5.7278,-7.4491,46.4775,62.6131,48.3160,44.2760,35.1765,32.0599,36.6234,2.1287,20.0000,80.0000,0.0000,60.0000,113.7787,90.1131,120.6382,87.7919,471444747.2750,326176507.0000
101.0181,105.1539,103.7382,107.7275,1.5714,-6.3080,-7.8794,58.9040,77.3930,42.6422,41.0197,36.8171,32.3624,17.7248,-25.0418,30.0000,90.0000,0.0000,65.0000,112.9970,89.0391,123.7955,86.5123,465898988.2777,319848967.0000
100.8654,106.5504,104.3502,108.4373,1.7907,-6.4816,-8.2723,82.4577,85.0848,48.3311,43.9248,38.4462,32.6318,89.0307,7.4459,40.0000,100.0000,0.0000,70.0000,112.8810,88.8497,127.7436,85.3573,470607407.2392,325960857.0000
100.4543,107.4134,103.8623,108.6365,1.5448,-7.1751,-8.7199,90.8173,86.4594,50.4223,44.9699,42.2064,33.3359,112.2854,-1.5386,50.0000,100.0000,5.0000,75.0000,111.9338,88.9748,129.9016,84.9253,474301196.8119,332303024.0000
99.1240,108.4397,102.8391,108.6543,0.9547,-8.1515,-9.1062,81.9793,76.8421,45.1933,41.7437,46.2364,34.0363,104.7534,-21.6401,60.0000,90.0000,10.0000,80.0000,109.6224,88.6256,132.8202,84.0592,469782280.0710,326740523.0000
99.1163,109.5020,102.6344,109.1695,0.5449,-8.7999,-9.3448,86.5817,63.0153,49.8904,44.1845,49.9074,34.5470,144.8164,-17.6401,70.0000,100.0000,0.0000,85.0000,109.6013,88.6314,134.8082,84.1958,474936135.2147,333161993.0000
98.1482,110.4730,101.3469,109.2475,-0.4938,-9.9749,-9.4810,61.9653,41.7176,42.0365,39.3005,53.9862,35.0846,103.6585,-40.9363,80.0000,0.0000,0.0000,90.0000,106.6072,89.6891,137.0008,83.9452,468273716.6005,326008858.0000
99.3123,112.1010,101.2759,110.0456,-1.2834,-10.6410,-9.3576,40.4989,32.2666,41.6035,39.0341,58.2748,35.5773,4.4832,-64.1266,90.0000,0.0000,0.0000,95.0000,111.6858,86.9388,140.2161,83.9859,471508335.3325,317362301.0000
101.1650,113.8409,101.2681,110.9650,-2.2635,-11.3002,-9.0367,22.6887,34.0695,27.4956,30.6682,60.4627,35.3433,-114.6443,-116.9588,100.0000,10.0000,0.0000,100.0000,118.6667,83.6634,143.3425,84.3394,464856776.7942,309394533.0000
103.3780,116.3218,103.5445,113.0640,-2.4590,-10.9299,-8.4709,33.6122,39.1361,27.8461,30.9014,58.2113,33.9045,-95.1435,-118.1045,100.0000,0.0000,0.0000,100.0000,120.7871,85.9689,146.0753,86.5684,463178355.2789,319113135.0000
106.4842,118.9367,106.1944,115.3213,-2.5027,-10.3589,-7.8561,45.9076,37.4386,30.6539,32.7927,56.0494,32.5535,-73.8972,-113.6289,70.0000,0.0000,0.0000,85.0000,125.4112,87.5571,148.7392,89.1343,471438324.6991,329656348.0000
109.2897,121.3802,108.3767,117.3157,-2.7330,-9.9634,-7.2304,37.8885,27.1752,32.5707,34.0776,53.9900,31.2849,-69.3434,-116.0932,80.0000,0.0000,0.0000,90.0000,129.6535,88.9260,151.3951,91.3652,473362933.4147,338047642.0000
112.2355,123.6522,110.3588,119.1955,-3.0805,-9.6277,-6.5472,28.5196,19.5532,34.4426,35.3483,51.8220,30.0021,-83.7993,-130.3868,90.0000,0.0000,5.0000,95.0000,134.4923,89.9787,153.5644,93.7400,472467975.1974,346799636.0000
114.3725,125.7868,112.1197,120.9598,-3.5853,-9.3623,-5.7770,15.1175,17.1638,24.9651,29.2261,49.4131,28.6517,-134.4634,-166.6481,100.0000,10.0000,0.0000,100.0000,136.5586,92.1865,155.4300,96.1437,464874770.4609,337912135.0000
117.7553,128.2658,115.8876,123.6752,-3.2664,-8.1471,-4.8807,15.0226,19.3286,29.4558,32.6698,46.7365,27.2303,-133.5753,-157.1759,100.0000,20.0000,0.0000,100.0000,137.3602,98.1505,155.4404,101.0913,468492593.7486,348476179.0000
119.8876,130.4922,118.5997,125.7796,-3.2809,-7.3450,-4.0641,21.3514,23.1196,22.1528,27.9994,44.3048,25.9903,-194.4790,-180.3688,100.0000,0.0000,0.0000,100.0000,137.4371,102.3381,156.5178,104.4666,459620021.9322,335982760.0000
122.7978,133.0135,123.0115,128.6252,-2.4678,-5.7117,-3.2439,21.6120,23.0345,30.5472,34.7541,41.7554,24.7552,-121.3792,-119.9644,90.0000,0.0000,5.0000,95.0000,133.7834,111.8123,155.8199,110.2071,470345962.8232,348468685.0000
124.8898,134.7188,125.1679,130.2376,-2.3996,-5.0266,-2.6269,26.3955,29.6326,36.0640,38.7363,41.1324,24.3275,-119.6666,-117.5199,100.0000,0.0000,10.0000,100.0000,135.8166,113.9629,156.4515,112.9861,474460215.9843,356915165.0000
126.5168,136.1432,126.3522,131.3322,-2.7169,-4.7439,-2.0270,21.0960,33.1506,23.3047,31.0550,40.4403,23.8774,-179.2038,-151.7021,100.0000,0.0000,15.0000,100.0000,138.7213,114.3123,157.5194,114.7670,463331444.2183,345511300.0000
129.2657,137.8528,129.2852,133.2457,-2.2857,-3.6335,-1.3478,41.4062,39.0560,31.3231,37.4052,38.1274,23.0211,-98.2302,-122.3752,100.0000,0.0000,0.0000,100.0000,140.5400,117.9914,156.9487,118.7570,471860479.8876,356261657.0000
131.3893,139.1683,130.7527,134.3577,-2.3570,-3.1334,-0.7764,36.9496,33.0497,33.2099,38.7876,36.9828,22.6856,-71.4096,-115.9399,60.0000,0.0000,5.0000,80.0000,144.7162,118.0625,157.5124,120.8242,466248277.7231,364454182.0000
133.4707,140.3759,132.1578,135.4028,-2.4405,-2.6276,-0.1871,38.8121,26.9962,38.5759,42.6279,36.8168,22.7117,-61.6662,-115.4771,70.0000,0.0000,10.0000,85.0000,148.2245,118.7169,157.8388,122.9130,468573828.8992,369899375.0000
135.0689,141.0162,132.8784,136.0857,-2.8235,-2.4005,0.4230,23.3876,16.2007,26.3798,35.7428,36.8026,22.7957,-91.4220,-152.2867,80.0000,10.0000,15.0000,90.0000,150.9240,119.2138,157.6716,124.3607,463692662.3996,364904693.0000
137.2011,141.7769,134.8946,137.3784,-2.6843,-1.5554,1.1289,18.7890,9.0754,32.2251,40.4203,36.7868,22.8840,-104.0953,-165.2532,90.0000,0.0000,20.0000,95.0000,152.1319,122.2704,156.4958,127.0581,469493828.5454,372798083.0000
138.7763,142.1577,136.2063,138.2611,-2.7822,-0.9823,1.7999,6.4253,5.2136,19.9579,34.1264,35.7825,22.7288,-168.5594,-222.5270,100.0000,0.0000,25.0000,100.0000,153.2263,124.3264,155.8952,128.4202,461332825.4799,364269112.0000
141.0968,142.4070,138.6953,139.6564,-2.3260,0.1694,2.4955,2.0120,7.2768,22.5816,36.7575,32.5036,22.0311,-175.8373,-168.0687,100.0000,0.0000,30.0000,100.0000,153.2220,128.9717,155.0259,129.7880,453494279.4767,377278348.0000
143.2291,142.5578,141.1055,140.8993,-1.7295,1.3475,3.0770,7.2034,13.9122,30.7405,43.9842,30.0682,21.9012,-160.9439,-93.3397,100.0000,10.0000,35.0000,10.0000,152.4330,134.0252,154.5327,130.5829,461603235.1878,385683251.0000
144.5478,142.4782,142.6342,141.6017,-1.3272,2.1822,3.5094,12.6150,19.2994,34.0044,46.5506,29.3253,22.5723,-200.7732,-60.8963,100.0000,20.0000,40.0000,15.0000,151.7826,137.3131,154.6924,130.2640,466647179.2224,391090941.0000
145.7696,142.2602,144.0842,142.1799,-0.8171,3.0241,3.8412,21.9181,23.6621,44.1687,53.7219,29.1769,23.5232,-178.4961,-15.5843,100.0000,30.0000,45.0000,20.0000,150.6272,140.9119,155.0627,129.4578,471895959.0819,397301819.0000
146.4400,141.9078,144.8491,142.3417,-0.4523,3.5931,4.0454,23.3651,23.1248,54.8239,60.0736,31.1247,24.3094,-104.3137,24.7977,100.0000,0.0000,50.0000,25.0000,149.9442,142.9357,155.2459,128.5697,473059004.1609,402749767.0000
146.9473,141.5014,145.0560,142.1758,-0.2249,3.9337,4.1585,25.7031,27.3763,60.1051,62.9343,33.3103,24.4352,-94.7037,37.4800,0.0000,10.0000,55.0000,30.0000,150.3101,143.5845,155.0632,127.9395,473380525.9775,406286507.0000
